,4fe4s_1,4fe4s_2,4fe4s_3,4fe4s_4,4fe4s_5,4fe4s_6,4fe4s_7,4fe4s_8,4fe4s_9,4fe4s_10
DM_RNA_BSU28910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15490,3.0391034578646345e-10,3.0389493842896963e-10,3.0388246697168354e-10,3.038670602832405e-10,3.0385460626495125e-10,3.038391832931151e-10,3.0382377765802476e-10,3.038113074597501e-10,3.037959024951902e-10,3.0378049791479753e-10
DM_RNA_BSU15520,4.707856539425999e-10,4.728652014207248e-10,4.749498509199312e-10,4.770292011611635e-10,4.791199453504401e-10,4.81192812681052e-10,4.832718655171127e-10,4.853560359854345e-10,4.874348915910554e-10,4.895136470278063e-10
DM_RNA_BSU15530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15550,8.954818121389746e-11,8.954364138542495e-11,8.953996662958806e-11,8.953542699825365e-11,8.953175738087454e-11,8.95272129515848e-11,8.952267363062411e-11,8.951899924575908e-11,8.951446012237249e-11,8.950992111218204e-11
DM_RNA_BSU15510,4.707856539425999e-10,4.728652014207248e-10,4.749498509199312e-10,4.770292011611635e-10,4.791199453504401e-10,4.81192812681052e-10,4.832718655171127e-10,4.853560359854345e-10,4.874348915910554e-10,4.895136470278063e-10
DM_RNA_BSU15480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU15980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU07800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU19350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU26970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU21870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14880,1.1790987203040953e-06,1.1790224879980428e-06,1.1789535335560125e-06,1.1788773061686067e-06,1.1788013484953079e-06,1.1787321337580899e-06,1.1786559138580352e-06,1.178586970766815e-06,1.1785107557858183e-06,1.1784345433734893e-06
DM_RNA_BSU14920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06530,6.155250344165402e-10,6.154988699096462e-10,6.154785906317702e-10,6.154524261559199e-10,6.154312931873652e-10,6.154059821530345e-10,6.153798178099228e-10,6.153595379034988e-10,6.153333735946371e-10,6.153072093871788e-10
DM_RNA_BSU06450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06420,1.288217533232276e-09,1.2881627741653906e-09,1.2881203321527017e-09,1.2880655731507868e-09,1.2880213444694188e-09,1.287968371614724e-09,1.2879136128906148e-09,1.2878711695624525e-09,1.2878164109100245e-09,1.2877616524698207e-09
DM_RNA_BSU06430,1.0361335686633313e-09,1.0360895250868973e-09,1.036055388310356e-09,1.0360113447861787e-09,1.0359757709639935e-09,1.0359331640660425e-09,1.0358891207653086e-09,1.0358549829307112e-09,1.0358109396876318e-09,1.0357668966152475e-09
DM_RNA_BSU06440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06470,2.311003816483835e-10,2.3109055812019076e-10,2.3108294421564651e-10,2.3107312069910938e-10,2.310651862743088e-10,2.3105568318448048e-10,2.3104585971778028e-10,2.3103824557724595e-10,2.3102842212340517e-10,2.3101859870763642e-10
DM_RNA_BSU06500,5.062760441697108e-10,5.062545235778465e-10,5.062378436509425e-10,5.062163230846119e-10,5.061989409878276e-10,5.061781223864413e-10,5.061566019292898e-10,5.06139921485398e-10,5.061184010564176e-10,5.060968807108423e-10
DM_RNA_BSU06480,1.288217533232276e-09,1.2881627741653906e-09,1.2881203321527017e-09,1.2880655731507868e-09,1.2880213444694188e-09,1.287968371614724e-09,1.2879136128906148e-09,1.2878711695624525e-09,1.2878164109100245e-09,1.2877616524698207e-09
DM_RNA_BSU06490,6.792715014362164e-10,6.792426272184536e-10,6.792202477297885e-10,6.791913735462843e-10,6.791680519549969e-10,6.791401195991519e-10,6.791112455621333e-10,6.790888653798249e-10,6.790599913806036e-10,6.790311174932873e-10
DM_RNA_BSU06510,6.385751325791326e-10,6.328885359507006e-10,6.272082876442427e-10,6.215222264872054e-10,6.158342000268664e-10,6.101569694996589e-10,6.044717161690069e-10,5.987927649855656e-10,5.931080471230892e-10,5.874236016158934e-10
DM_RNA_BSU12290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14530,1.1401243689916617e-09,1.1664682999453782e-09,1.192821580115329e-09,1.2191814596020556e-09,1.24560285079104e-09,1.2719259961637009e-09,1.2983099609945158e-09,1.3247019376666448e-09,1.3511018870460216e-09,1.3775099700081194e-09
DM_RNA_BSU14540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU24990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU21680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU35920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30780,7.625666186980025e-14,7.624623990729837e-14,7.623651311922373e-14,7.622609196442178e-14,7.62156712273941e-14,7.620594558309242e-14,7.619552565375835e-14,7.618580076330214e-14,7.617538164165743e-14,7.616496293778145e-14
DM_RNA_BSU30800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30820,2.9580131312195852e-15,2.957608860941098e-15,2.9572315566355467e-15,2.956827317687884e-15,2.9564230949457763e-15,2.9560458350074373e-15,2.95564164359599e-15,2.9552644128994845e-15,2.9548602528184497e-15,2.9544561089427164e-15
DM_RNA_BSU30790,1.2480710523160013e-13,1.2479004790259038e-13,1.2477412834575392e-13,1.2475707233868377e-13,1.2474001701537274e-13,1.2472409933051691e-13,1.2470704532913506e-13,1.246911288780765e-13,1.2467407619861686e-13,1.2465702420290737e-13
DM_RNA_BSU30830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22670,1.1052942501379695e-09,1.1099742749957255e-09,1.1146651878662135e-09,1.1193447724468116e-09,1.1240246295306256e-09,1.1287144036112303e-09,1.1333933242246102e-09,1.1380831684923466e-09,1.142761648832853e-09,1.1474399054828983e-09
DM_RNA_BSU22680,1.1745716905725931e-09,1.179704498237997e-09,1.184848946385896e-09,1.1899812714521465e-09,1.1951139770612374e-09,1.2002570951088968e-09,1.2053886923830255e-09,1.2105319692118967e-09,1.2156630838915167e-09,1.2207939533777342e-09
DM_RNA_BSU22600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22640,1.1744638996389476e-09,1.1795960028054373e-09,1.184739745283631e-09,1.189871365916817e-09,1.1950033669247414e-09,1.200145779600361e-09,1.2052766725407327e-09,1.2104192438597176e-09,1.2155496542714303e-09,1.2206798195231972e-09
DM_RNA_BSU22630,1.1744638996389476e-09,1.1795960028054373e-09,1.184739745283631e-09,1.189871365916817e-09,1.1950033669247414e-09,1.200145779600361e-09,1.2052766725407327e-09,1.2104192438597176e-09,1.2155496542714303e-09,1.2206798195231972e-09
DM_RNA_BSU22610,8.100941414842873e-10,8.150966762790828e-10,8.201078488500714e-10,8.251099151525158e-10,8.301138460015094e-10,8.351222322500082e-10,8.401235920274073e-10,8.451336275749079e-10,8.501345188642102e-10,8.551351721204156e-10
DM_RNA_BSU22650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22660,1.055574284952304e-09,1.0599293505550453e-09,1.0642947641278994e-09,1.0686494198277023e-09,1.0730042704913905e-09,1.0773686825765509e-09,1.0817227201158508e-09,1.0860871388047517e-09,1.0904407664451383e-09,1.0947941858275843e-09
DM_RNA_BSU13300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU01050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU01040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28310,3.3986389743786176e-09,3.3978752150013232e-09,3.397142129292365e-09,3.3963784378368043e-09,3.3956160599354478e-09,3.394881793112731e-09,3.3941182044077457e-09,3.393385280827329e-09,3.3926217600417964e-09,3.3918582740853117e-09
DM_RNA_BSU28250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28280,5.577683676383314e-09,5.574892522248698e-09,5.572151307509585e-09,5.569360408469508e-09,5.566572356016822e-09,5.563828794550923e-09,5.561038280759233e-09,5.5582976804886505e-09,5.555507421785995e-09,5.552717293237692e-09
DM_RNA_BSU28270,5.111897502889292e-09,5.108767193011463e-09,5.105682492563533e-09,5.102552470003975e-09,5.0994253622721035e-09,5.096338310401243e-09,5.093208721647936e-09,5.090124714198754e-09,5.0869954127579405e-09,5.083866257805637e-09
DM_RNA_BSU28300,3.3986389743786176e-09,3.3978752150013232e-09,3.397142129292365e-09,3.3963784378368043e-09,3.3956160599354478e-09,3.394881793112731e-09,3.3941182044077457e-09,3.393385280827329e-09,3.3926217600417964e-09,3.3918582740853117e-09
DM_RNA_BSU31580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU19230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27270,1.4185300230482148e-10,1.4329010633748225e-10,1.4472863375021312e-10,1.4616560221734215e-10,1.4760437960436834e-10,1.4904083146011004e-10,1.504775954587774e-10,1.5191579406710962e-10,1.5335242250194233e-10,1.5478898203368932e-10
DM_RNA_BSU27260,2.1951454931003206e-11,2.2173843769389072e-11,2.2396452872858866e-11,2.261882073276268e-11,2.2841468519230986e-11,2.306375643460491e-11,2.3286092653442625e-11,2.3508650875120564e-11,2.3730966115738885e-11,2.3953270693749048e-11
DM_RNA_BSU27250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU_tRNA_73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU29600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU13010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU40040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU38490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU08650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU30430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU27910,4.1517355003010335e-10,4.182867477515693e-10,4.214045880600881e-10,4.2451749452167346e-10,4.2763220603898827e-10,4.3074766823760997e-10,4.338601354525366e-10,4.369772689014621e-10,4.40089444859153e-10,4.432014728298151e-10
DM_RNA_BSU27900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU14860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU22540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU25270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU06150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU31180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU09540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU09530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU34200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU37710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU11250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU11230,1.5296557097625812e-09,1.5218298853752529e-09,1.5140167972145046e-09,1.5061917065670908e-09,1.4983563548991503e-09,1.4905549702439854e-09,1.4827309864500888e-09,1.4749196763997799e-09,1.4670964263379182e-09,1.459273549390388e-09
DM_RNA_BSU11200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU11190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU11210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU11220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU11240,1.5296557097625812e-09,1.5218298853752529e-09,1.5140167972145046e-09,1.5061917065670908e-09,1.4983563548991503e-09,1.4905549702439854e-09,1.4827309864500888e-09,1.4749196763997799e-09,1.4670964263379182e-09,1.459273549390388e-09
DM_RNA_BSU11880,2.5995718870683566e-10,2.596713733805114e-10,2.5938789899141684e-10,2.591021104088606e-10,2.176042235210225e-10,2.585328999382545e-10,2.5824715171891464e-10,2.5796374196830007e-10,2.576780204922241e-10,2.5739231263564226e-10
DM_RNA_BSU11870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU33510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU39780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU12960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU12930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU12940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU12920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU12950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU18410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU04360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU00900,1.6858064075183694e-12,1.6855760091409172e-12,1.6853609789880261e-12,1.685130598466405e-12,1.6849002271805177e-12,1.6846852223130216e-12,1.6844548688828214e-12,1.6842398806805896e-12,1.684009545105983e-12,1.683779218766992e-12
DM_RNA_BSU00910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU21770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU03220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU36010,5.3499743378249244e-11,5.349242091914802e-11,5.3485584786253646e-11,5.3478262877426494e-11,5.347094116002306e-11,5.3464105899766894e-11,5.345678482581089e-11,5.3449949986190857e-11,5.3442629462537094e-11,5.3435309223478014e-11
DM_RNA_BSU36000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32260,0.0,0.0,0.0,0.0,1.384033022695502e-10,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU32250,2.4151277289161653e-10,2.412472366610591e-10,2.409838752741531e-10,2.407183638898472e-10,2.5211140977963717e-10,2.4018953989463864e-10,2.399240660097081e-10,2.3966076467506957e-10,2.393953156359217e-10,2.391298792499411e-10
DM_RNA_BSU32240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU16090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU23070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU28540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_RNA_BSU02860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
