,base,ASPt2r_FWD_CPLX_dummy_s,4FE4St_s,PYDX5Pt_s,TYRt2r_REV_CPLX_dummy_s,HISt2r_FWD_BSU39390-MONOMER_s,METt3_FWD_CPLX_dummy_s,CBL1t_s,ASNt2r_FWD_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
translation_BSU32000_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU32100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32110_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32170_s,6.37045855972505e-08,1.822264256265846e-08,6.346275725886765e-08,6.356282461376162e-08,6.357152514121384e-08,6.356788689985326e-08,6.357417093795056e-08,6.357417093795056e-08,6.356218194511112e-08,6.357417093795056e-08,6.35645183930727e-08,0.0,0.0
transcription_TU_BSU32170_s,1.768917732640052e-09,5.066895804782072e-10,1.7647669682352681e-09,1.7665115671003331e-09,1.7666573180800117e-09,1.7666042318768276e-09,1.7667020312657295e-09,1.7667020312657295e-09,1.766484102077767e-09,1.7667020312657295e-09,1.7665298265280431e-09,0.0,0.0
translation_BSU32180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU32180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32240_s,3.974694075072822e-08,3.960933213932491e-08,3.96094734168777e-08,3.9664125568551735e-08,3.9670026461047536e-08,3.96691471476719e-08,3.9671421222321985e-08,3.9671421222321985e-08,3.96636443307304e-08,3.9671421222321985e-08,3.966624944675259e-08,0.0,0.0
translation_BSU32250_s,3.63987934379059e-08,3.627277650862426e-08,3.627290588543577e-08,3.632295432544517e-08,3.632835814679588e-08,3.632755290379296e-08,3.632963541811702e-08,3.632963541811702e-08,3.632251362546369e-08,3.632963541811702e-08,3.6324899295358834e-08,0.0,0.0
translation_BSU32260_s,1.1812651404248023e-07,8.946759941461942e-08,3.036375698984034e-08,8.958289905481832e-08,8.959585954667113e-08,8.95927269737915e-08,8.959961493085404e-08,8.959961493085404e-08,8.95850525217766e-08,8.959961493085404e-08,8.958747693188025e-08,0.0,0.0
translation_BSU32410_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32430_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32450_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32460_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32470_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32480_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32500_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32680_s,3.757335868158217e-14,2.3923789914416307e-14,0.0,3.745070050797946e-14,3.745857034899153e-14,3.7455043596286215e-14,3.746096838207291e-14,3.746096838207291e-14,3.7451750719682563e-14,3.746096838207291e-14,3.6752277158660105e-14,0.0,0.0
transcription_TU_BSU32680_s,1.0433186217848083e-15,6.652127995982556e-16,0.0,1.0408142817025276e-15,1.040976400752704e-15,1.0409066865251273e-15,1.0410260638457176e-15,1.0410260638457176e-15,1.0408378097911938e-15,1.0410260638457176e-15,1.021387331091206e-15,0.0,0.0
translation_BSU32820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32830_s,2.655826784934479e-08,2.6464602908145046e-08,2.64586497026789e-08,2.64988468351905e-08,2.6502570335264625e-08,2.650070855252926e-08,2.650368743629622e-08,2.650368743629622e-08,2.649921917342652e-08,2.650368743629622e-08,2.649996385774616e-08,0.0,0.0
translation_BSU32840_s,1.4242656809401102e-08,1.4192426213785899e-08,1.4189233631240563e-08,1.4210790532704634e-08,1.421278736977196e-08,1.4211788933702864e-08,1.4213386448247435e-08,1.4213386448247435e-08,1.421099021009861e-08,1.4213386448247435e-08,1.4211389569095069e-08,0.0,0.0
translation_BSU33040_s,0.0,0.0,3.831620054639438e-08,5.2128104238414266e-08,4.908903775805428e-08,5.213059176278408e-08,5.213682868282309e-08,5.213682868282309e-08,5.212917472398964e-08,5.213682868282309e-08,4.791049007466994e-08,0.0,0.0
translation_BSU33160_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33160_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33170_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33170_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33290_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33290_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33330_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33330_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33370_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33380_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33380_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33390_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33390_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33400_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33420_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33420_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33430_s,1.2326987088499191e-08,1.3044349703020289e-09,1.302931727273339e-09,0.0,1.3056252800921118e-09,1.3059991216050723e-09,1.3057297517947629e-09,1.3057297517947629e-09,1.3055957149847091e-09,1.3057297517947629e-09,1.3054258644059888e-09,0.0,0.0
translation_BSU33440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33500_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33630_s,2.611502566944164e-07,2.6111688200492546e-07,2.613573277135076e-07,2.611486630341128e-07,2.6118282223743205e-07,2.611603693144592e-07,2.6116651315326527e-07,2.6116651315326527e-07,2.6109081597940075e-07,2.6116651315326527e-07,2.61174800382783e-07,0.0,0.0
translation_BSU33700_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33720_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33730_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33800_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33810_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33900_s,7.098241519436036e-07,7.08560421919868e-07,7.08902627070034e-07,7.09400912657966e-07,7.094264055619695e-07,7.094143465163685e-07,7.094340521201685e-07,7.094340521201685e-07,7.093728148949046e-07,7.094340521201685e-07,7.093663372808727e-07,0.0,0.0
translation_BSU33910_s,4.984546209470755e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33920_s,8.746058407331797e-08,1.0369818386826544e-07,3.2368800318612025e-08,4.816371988091734e-08,5.0499434385513236e-08,5.0505664596785693e-08,5.050083851902832e-08,5.050083851902832e-08,5.048915680821636e-08,5.050083851902832e-08,5.385812399095144e-08,0.0,0.0
translation_BSU33930_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33940_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33960_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34190_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34200_s,9.422563535809998e-12,7.706548874244731e-12,7.081908069464303e-12,7.713096989767478e-12,7.713903802704948e-12,7.713857812710426e-12,7.714177324374072e-12,7.714177324374072e-12,7.71351857352522e-12,7.714177324374072e-12,7.713424061476828e-12,0.0,0.0
transcription_TU_BSU_tRNA_81_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34550_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34550_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34560_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34560_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34570_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34570_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34600_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34600_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34610_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34610_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34660_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34660_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34790_s,1.9578333942148995e-08,8.530260638131525e-09,8.527134964646485e-09,7.235158755184988e-09,8.541798189163565e-09,8.541664641787783e-09,8.542207102507637e-09,8.542207102507637e-09,8.540855337073612e-09,8.542207102507637e-09,8.540888434304101e-09,0.0,0.0
transcription_TU_BSU34790_s,5.436415881388406e-10,2.3718811194604656e-10,2.3712184546140895e-10,2.0107652088315773e-10,2.373771943795191e-10,2.373799356777077e-10,2.373846865297288e-10,2.373846865297288e-10,2.373626063390201e-10,2.373846865297288e-10,2.3736094515727285e-10,0.0,0.0
translation_BSU34860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34870_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34870_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34880_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34880_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34890_s,1.64174366347843e-08,1.6404971954991238e-08,1.6381908703020516e-08,6.913927438874921e-08,1.6391673215846544e-08,1.639027724784761e-08,1.6391719532940364e-08,1.6391719532940364e-08,1.639040679059693e-08,1.6391719532940364e-08,8.850354136967746e-09,0.0,0.0
transcription_TU_BSU34890_s,4.5587133980222905e-10,4.561483510994475e-10,4.5554672700100556e-10,1.9214899383531565e-09,4.5552579363205245e-10,4.554993812095539e-10,4.555196515743574e-10,4.555196515743574e-10,4.555128873200033e-10,4.555196515743574e-10,2.4596134688866343e-10,0.0,0.0
translation_BSU34900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34910_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34910_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU34920_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU34920_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35010_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35020_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35290_s,1.1559939561650926e-09,1.1518398402926935e-09,1.1510800191557925e-09,1.1530180287029412e-09,1.1531638762101656e-09,1.1531234600114992e-09,1.1532427410476359e-09,1.1532427410476359e-09,1.1530805555327651e-09,1.1532427410476359e-09,1.1530404869225975e-09,0.0,0.0
translation_BSU35300_s,2.611502566944164e-07,2.6111688200492546e-07,2.613573277135076e-07,2.611486630341128e-07,2.6118282223743205e-07,2.611603693144592e-07,2.6116651315326527e-07,2.6116651315326527e-07,2.6109081597940075e-07,2.6116651315326527e-07,2.61174800382783e-07,0.0,0.0
translation_BSU35530_s,4.551773091502352e-10,4.5357200280499984e-10,4.534699719022214e-10,4.541589032254529e-10,4.5422271961415626e-10,4.5419081085939433e-10,4.5424186540500734e-10,4.5424186540500734e-10,4.5416528466257553e-10,4.5424186540500734e-10,4.541780476713193e-10,0.0,0.0
transcription_TU_BSU35530_s,1.2639140590940213e-11,1.2611793653290958e-11,1.2610054495982269e-11,1.2621795219523128e-11,1.2622882491210155e-11,1.2622338851814595e-11,1.2623208678257459e-11,1.2623208678257459e-11,1.2621903945413096e-11,1.2623208678257459e-11,1.262212139804552e-11,0.0,0.0
translation_BSU35540_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35550_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35570_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35580_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35600_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35609_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35620_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35660_s,1.2903476965132113e-08,1.2857969350777619e-08,1.2855076953952762e-08,1.2874606946509884e-08,1.2876416029003845e-08,1.287551147187022e-08,1.2876958778535203e-08,1.2876958778535203e-08,1.2874787849040089e-08,1.2876958778535203e-08,1.2875149657913291e-08,0.0,0.0
translation_BSU35670_s,4.99804243463462e-07,4.98041548119739e-07,4.979295138044339e-07,4.986859899992794e-07,4.987560631361324e-07,4.987210259523514e-07,4.987770860371414e-07,4.987770860371414e-07,4.986929970914371e-07,4.987770860371414e-07,4.987070114234375e-07,0.0,0.0
translation_BSU35680_s,2.6275120494205454e-10,2.618245414901809e-10,2.6176564412841127e-10,2.6216332989099755e-10,2.6220016791585027e-10,2.62181748579927e-10,2.6221121982796135e-10,2.6221121982796135e-10,2.621670135770239e-10,2.6221121982796135e-10,2.621743810267159e-10,0.0,0.0
transcription_TU_BSU35680_s,7.295946772701414e-12,7.280160746741043e-12,7.27915681779016e-12,7.285934153116938e-12,7.28656178094487e-12,7.286247964980485e-12,7.286750072491906e-12,7.286750072491906e-12,7.285996915161582e-12,7.286750072491906e-12,7.286122439742968e-12,0.0,0.0
translation_BSU35690_s,2.6275120494205454e-10,2.618245414901809e-10,2.6176564412841127e-10,2.6216332989099755e-10,2.6220016791585027e-10,2.62181748579927e-10,2.6221121982796135e-10,2.6221121982796135e-10,2.621670135770239e-10,2.6221121982796135e-10,2.621743810267159e-10,0.0,0.0
transcription_TU_BSU35690_s,7.295946772701414e-12,7.280160746741043e-12,7.27915681779016e-12,7.285934153116938e-12,7.28656178094487e-12,7.286247964980485e-12,7.286750072491906e-12,7.286750072491906e-12,7.285996915161582e-12,7.286750072491906e-12,7.286122439742968e-12,0.0,0.0
translation_BSU35700_s,4.551773091502352e-10,4.5357200280499984e-10,4.534699719022214e-10,4.541589032254529e-10,4.5422271961415626e-10,4.5419081085939433e-10,4.5424186540500734e-10,4.5424186540500734e-10,4.5416528466257553e-10,4.5424186540500734e-10,4.541780476713193e-10,0.0,0.0
transcription_TU_BSU35700_s,1.2639140590940213e-11,1.2611793653290958e-11,1.2610054495982269e-11,1.2621795219523128e-11,1.2622882491210155e-11,1.2622338851814595e-11,1.2623208678257459e-11,1.2623208678257459e-11,1.2621903945413096e-11,1.2623208678257459e-11,1.262212139804552e-11,0.0,0.0
translation_BSU35710_s,4.551773091502352e-10,4.5357200280499984e-10,4.534699719022214e-10,4.541589032254529e-10,4.5422271961415626e-10,4.5419081085939433e-10,4.5424186540500734e-10,4.5424186540500734e-10,4.5416528466257553e-10,4.5424186540500734e-10,4.541780476713193e-10,0.0,0.0
transcription_TU_BSU35710_s,1.2639140590940213e-11,1.2611793653290958e-11,1.2610054495982269e-11,1.2621795219523128e-11,1.2622882491210155e-11,1.2622338851814595e-11,1.2623208678257459e-11,1.2623208678257459e-11,1.2621903945413096e-11,1.2623208678257459e-11,1.262212139804552e-11,0.0,0.0
translation_BSU35720_s,4.551773091502352e-10,4.5357200280499984e-10,4.534699719022214e-10,4.541589032254529e-10,4.5422271961415626e-10,4.5419081085939433e-10,4.5424186540500734e-10,4.5424186540500734e-10,4.5416528466257553e-10,4.5424186540500734e-10,4.541780476713193e-10,0.0,0.0
translation_BSU35730_s,1.5358111882699138e-10,1.5303947331961408e-10,1.5300504713032777e-10,1.5323749905903745e-10,1.5325903131071066e-10,1.5324826499578636e-10,1.5326549128118947e-10,1.5326549128118947e-10,1.5323965221613318e-10,1.5326549128118947e-10,1.5324395857570574e-10,0.0,0.0
translation_BSU35740_s,2.6629181513984252e-08,2.653526647649561e-08,2.652929737527834e-08,2.6569601838809817e-08,2.657333528106229e-08,2.6571468527150442e-08,2.657445536488359e-08,2.657445536488359e-08,2.656997517123224e-08,2.657445536488359e-08,2.6570721843945645e-08,0.0,0.0
translation_BSU35750_s,4.551773091502352e-10,4.5357200280499984e-10,4.534699719022214e-10,4.541589032254529e-10,4.5422271961415626e-10,4.5419081085939433e-10,4.5424186540500734e-10,4.5424186540500734e-10,4.5416528466257553e-10,4.5424186540500734e-10,4.541780476713193e-10,0.0,0.0
translation_BSU35760_s,4.551773091502352e-10,4.5357200280499984e-10,4.534699719022214e-10,4.541589032254529e-10,4.5422271961415626e-10,4.5419081085939433e-10,4.5424186540500734e-10,4.5424186540500734e-10,4.5416528466257553e-10,4.5424186540500734e-10,4.541780476713193e-10,0.0,0.0
translation_BSU35780_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35790_s,9.799221346659002e-07,1.0202689787242931e-06,8.607834880295651e-07,8.96681919062551e-07,9.019570049960913e-07,1.2762815199277176e-06,9.019740360837232e-07,9.019740360837232e-07,9.018808421240693e-07,9.019740360837232e-07,9.094207580661087e-07,0.0,0.0
translation_BSU35920_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35930_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35940_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35950_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35960_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36000_s,2.1064414839440294e-09,2.099026358839036e-09,2.0985550595631057e-09,2.101737347219961e-09,2.1020321243265508e-09,2.10188473321308e-09,2.1021205614523982e-09,2.1021205614523982e-09,2.1017668240089562e-09,2.1021205614523982e-09,2.10182577820139e-09,0.0,0.0
translation_BSU36010_s,6.279895989169855e-08,6.257194575984403e-08,5.181384735732068e-09,6.266287049688556e-08,6.2671639348796e-08,6.266903376287607e-08,6.267437231778643e-08,6.267437231778643e-08,6.266374954068052e-08,6.267437231778643e-08,6.266474868774096e-08,0.0,0.0
translation_BSU36030_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU36030_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36120_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU36120_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU36130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36370_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU36370_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36470_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36640_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36650_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36660_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU36710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
