,base,HISt2r_FWD_BSU39390-MONOMER_s,CBL1t_s,ASPt2r_FWD_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,4FE4St_s,PYDX5Pt_s,PSER_Lt6_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
translation_BSU01390_s,5.860833487585889e-10,5.847636165991895e-10,5.848256898910383e-10,5.844637851175761e-10,5.848256898910383e-10,5.848256898910383e-10,5.836706911339719e-10,5.846372485670801e-10,5.846242521477442e-10,5.847811407439638e-10,5.847175317503249e-10,0.0,0.0
transcription_TU_BSU01390_s,1.627407538569527e-11,1.6250093481735194e-11,1.625111170383016e-11,1.6245647518587097e-11,1.625111170383016e-11,1.625111170383016e-11,1.6229870149572373e-11,1.6248083428656775e-11,1.6247545560973716e-11,1.6250227108603694e-11,1.6249077822316063e-11,0.0,0.0
translation_BSU01400_s,3.306367217524935e-06,3.302384988076229e-06,3.3025975879586306e-06,3.301144902250289e-06,3.3025975879586306e-06,3.3025975879586306e-06,3.2991519263338906e-06,3.301928399126833e-06,3.301985673531914e-06,3.302484617799081e-06,3.3022900536008347e-06,0.0,0.0
transcription_TU_BSU01400_s,9.180958555598916e-08,9.177052615039877e-08,9.177244304147351e-08,9.175801453455376e-08,9.177244304147351e-08,9.177244304147351e-08,9.173804369734969e-08,9.176631874886122e-08,9.176691263713472e-08,9.177129924817823e-08,9.176938463294235e-08,0.0,0.0
translation_BSU01410_s,3.306367217524935e-06,3.302384988076229e-06,3.3025975879586306e-06,3.301144902250289e-06,3.3025975879586306e-06,3.3025975879586306e-06,3.2991519263338906e-06,3.301928399126833e-06,3.301985673531914e-06,3.302484617799081e-06,3.3022900536008347e-06,0.0,0.0
transcription_TU_BSU01410_s,9.180958555598916e-08,9.177052615039877e-08,9.177244304147351e-08,9.175801453455376e-08,9.177244304147351e-08,9.177244304147351e-08,9.173804369734969e-08,9.176631874886122e-08,9.176691263713472e-08,9.177129924817823e-08,9.176938463294235e-08,0.0,0.0
translation_BSU01420_s,3.306367217524935e-06,3.302384988076229e-06,3.3025975879586306e-06,3.301144902250289e-06,3.3025975879586306e-06,3.3025975879586306e-06,3.2991519263338906e-06,3.301928399126833e-06,3.301985673531914e-06,3.302484617799081e-06,3.3022900536008347e-06,0.0,0.0
transcription_TU_BSU01420_s,9.180958555598916e-08,9.177052615039877e-08,9.177244304147351e-08,9.175801453455376e-08,9.177244304147351e-08,9.177244304147351e-08,9.173804369734969e-08,9.176631874886122e-08,9.176691263713472e-08,9.177129924817823e-08,9.176938463294235e-08,0.0,0.0
translation_BSU01430_s,4.763847951942748e-08,4.759017186576097e-08,4.758907703477647e-08,4.7500825429175405e-08,4.758907703477647e-08,4.758907703477647e-08,4.743995017523579e-08,4.7589125843774643e-08,4.758518151294298e-08,4.757140575343005e-08,4.757952350467642e-08,0.0,0.0
transcription_TU_BSU01430_s,1.3228019676744e-09,1.3224912078627633e-09,1.3224032735607466e-09,1.32032417818511e-09,1.3224032735607466e-09,1.3224032735607466e-09,1.3191415004073454e-09,1.3225843698834687e-09,1.3224603697476435e-09,1.3219409681805034e-09,1.322216862323068e-09,0.0,0.0
translation_BSU01440_s,3.306367217524935e-06,3.302384988076229e-06,3.3025975879586306e-06,3.301144902250289e-06,3.3025975879586306e-06,3.3025975879586306e-06,3.2991519263338906e-06,3.301928399126833e-06,3.301985673531914e-06,3.302484617799081e-06,3.3022900536008347e-06,0.0,0.0
transcription_TU_BSU01440_s,9.180958555598916e-08,9.177052615039877e-08,9.177244304147351e-08,9.175801453455376e-08,9.177244304147351e-08,9.177244304147351e-08,9.173804369734969e-08,9.176631874886122e-08,9.176691263713472e-08,9.177129924817823e-08,9.176938463294235e-08,0.0,0.0
translation_BSU01490_s,3.306367217524935e-06,3.302384988076229e-06,3.3025975879586306e-06,3.301144902250289e-06,3.3025975879586306e-06,3.3025975879586306e-06,3.2991519263338906e-06,3.301928399126833e-06,3.301985673531914e-06,3.302484617799081e-06,3.3022900536008347e-06,0.0,0.0
transcription_TU_BSU01490_s,9.180958555598916e-08,9.177052615039877e-08,9.177244304147351e-08,9.175801453455376e-08,9.177244304147351e-08,9.177244304147351e-08,9.173804369734969e-08,9.176631874886122e-08,9.176691263713472e-08,9.177129924817823e-08,9.176938463294235e-08,0.0,0.0
translation_BSU01500_s,3.306367217524935e-06,3.302384988076229e-06,3.3025975879586306e-06,3.301144902250289e-06,3.3025975879586306e-06,3.3025975879586306e-06,3.2991519263338906e-06,3.301928399126833e-06,3.301985673531914e-06,3.302484617799081e-06,3.3022900536008347e-06,0.0,0.0
transcription_TU_BSU01500_s,9.180958555598916e-08,9.177052615039877e-08,9.177244304147351e-08,9.175801453455376e-08,9.177244304147351e-08,9.177244304147351e-08,9.173804369734969e-08,9.176631874886122e-08,9.176691263713472e-08,9.177129924817823e-08,9.176938463294235e-08,0.0,0.0
translation_BSU01530_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_23_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_14_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_15_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_23_s,1.1922736063782724e-06,1.1910423498415464e-06,1.1911659900883769e-06,1.190671429844668e-06,1.1911659900883769e-06,1.1911659900883769e-06,1.1901924857685124e-06,1.1907704855848103e-06,1.190795831398245e-06,1.1911323534114728e-06,1.191036846402513e-06,0.0,0.0
transcription_TU_BSU_tRNA_24_s,1.4818925083986837e-06,1.480334210712596e-06,1.4803944609905263e-06,1.4797567560960788e-06,1.4803944609905263e-06,1.4803944609905263e-06,1.4790166512026377e-06,1.4800222157980338e-06,1.4800757698526152e-06,1.480352025512519e-06,1.4802668787711748e-06,0.0,0.0
transcription_TU_BSU_tRNA_25_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_26_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_27_s,1.1333167302970133e-06,1.132095752467994e-06,1.1321317554758504e-06,1.1315351928532134e-06,1.1321317554758504e-06,1.1321317554758504e-06,1.1310573341310914e-06,1.1319946269672446e-06,1.1320352014167921e-06,1.1320962481544887e-06,1.1320502710329526e-06,0.0,0.0
transcription_TU_BSU_tRNA_28_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_16_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_29_s,3.306367217524935e-06,3.302384988076229e-06,3.3025975879586306e-06,3.301144902250289e-06,3.3025975879586306e-06,3.3025975879586306e-06,3.2991519263338906e-06,3.301928399126833e-06,3.301985673531914e-06,3.302484617799081e-06,3.3022900536008347e-06,0.0,0.0
transcription_TU_BSU_rRNA_24_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_25_s,3.306367217524935e-06,3.302384988076229e-06,3.3025975879586306e-06,3.301144902250289e-06,3.3025975879586306e-06,3.3025975879586306e-06,3.2991519263338906e-06,3.301928399126833e-06,3.301985673531914e-06,3.302484617799081e-06,3.3022900536008347e-06,0.0,0.0
transcription_TU_BSU_rRNA_27_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_28_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01580_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01580_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01610_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01620_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01630_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01680_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01680_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01730_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01770_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01780_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02090_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02140_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02230_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02270_s,2.128114482354568e-08,2.1238304680836962e-08,2.1240691845393507e-08,2.122517767370601e-08,2.1240691845393507e-08,2.1240691845393507e-08,2.12040040149524e-08,2.1233232401573993e-08,2.1233829108869418e-08,2.1239498246346485e-08,2.123740952871378e-08,0.0,0.0
translation_BSU02290_s,1.5595150838278173e-08,1.5563756921596743e-08,1.5565506272566527e-08,1.555413724850304e-08,1.5565506272566527e-08,1.5565506272566527e-08,1.553862086511301e-08,1.556003987719637e-08,1.5560477153496854e-08,1.556463158479324e-08,1.556310094032788e-08,0.0,0.0
translation_BSU02340_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU02340_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02350_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02360_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02390_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02400_s,0.0,8.156771461699602e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU02400_s,0.0,2.266698799296537e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02420_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02430_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02460_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02480_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02630_s,0.0,0.0,0.0,0.0,0.0,-1.755584627263119e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU02630_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02640_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU02640_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02750_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02850_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02870_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU02990_s,0.0,0.0,-1.2235906398202034e-36,0.0,-1.2235906398202034e-36,1.170198545206023e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03000_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03010_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03040_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03050_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03060_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03070_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03130_s,5.971173004766875e-15,5.953151620722297e-15,5.954155341505433e-15,5.947633172683038e-15,5.954155341505433e-15,5.954155341505433e-15,5.938735597475589e-15,5.951019088607114e-15,5.951269948300983e-15,5.953653467012502e-15,5.952775254512199e-15,0.0,0.0
translation_BSU03150_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03220_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03270_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03280_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03290_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03320_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03330_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03800_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03810_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03910_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03930_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03950_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU03950_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03981_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04000_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04030_s,1.4080808436566999e-08,1.4052462976401283e-08,1.4054042459418106e-08,1.4043777406414849e-08,1.4054042459418106e-08,1.4054042459418106e-08,1.4029767716838328e-08,1.4049106869705387e-08,1.4049501684983853e-08,1.4053252706814544e-08,1.4051870693153715e-08,0.0,0.0
translation_BSU04340_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04360_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04470_s,0.0,8.392543717858394e-09,8.394501165979522e-09,0.0,8.394501165979522e-09,8.394501165979522e-09,1.6607953847957365e-08,1.031619120043907e-07,1.0316577449490252e-07,2.8417350717330785e-09,2.8412371628984233e-09,0.0,0.0
translation_BSU04520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04560_s,1.1020985114106937e-07,1.0998799250564643e-07,1.1000035504782205e-07,1.0992001094197468e-07,1.1000035504782205e-07,1.1000035504782205e-07,1.0981035773493641e-07,1.0996172441024306e-07,1.0996481461158086e-07,1.09994173689893e-07,1.0998335673144057e-07,0.0,0.0
transcription_TU_BSU04560_s,3.0602531696473703e-09,3.056474632398704e-09,3.0566852452671764e-09,3.055316340332918e-09,3.0566852452671764e-09,3.0566852452671764e-09,3.053447559022682e-09,3.0560270946738946e-09,3.0560797451388833e-09,3.056579938282513e-09,3.0563956537082815e-09,0.0,0.0
translation_BSU04570_s,9.207072037470985e-08,9.188537683079566e-08,9.18957046567748e-08,9.182858416231229e-08,9.18957046567748e-08,9.18957046567748e-08,9.173697846954633e-08,9.186343212765326e-08,9.186601372140672e-08,9.189054067123693e-08,9.188150404568426e-08,0.0,0.0
transcription_TU_BSU04570_s,2.5565746704236826e-09,2.5534180320393143e-09,2.553593980725568e-09,2.5524503800209416e-09,2.553593980725568e-09,2.553593980725568e-09,2.5508891761932004e-09,2.5530441532953418e-09,2.5530881381677407e-09,2.5535060059226067e-09,2.5533520522303754e-09,0.0,0.0
translation_BSU04620_s,-6.415173252049968e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU04620_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04640_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU04640_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04730_s,6.804265717987952e-11,6.02997485626554e-11,6.030223862689887e-11,6.0263413692802e-11,6.030223862689887e-11,6.030223862689887e-11,6.02165511108381e-11,5.759818870589113e-11,4.5316754590362027e-11,6.02967693137521e-11,6.029567716012876e-11,0.0,0.0
translation_BSU04740_s,1.5482503036610594e-07,1.0437336004869984e-07,1.0437930302755845e-07,1.0431808854419135e-07,1.0437930302755845e-07,1.0437930302755845e-07,1.0419590845172178e-07,8.597036541281532e-08,0.0,1.0437285727098146e-07,1.0436319499423213e-07,0.0,0.0
transcription_TU_BSU_tRNA_45_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_46_s,1.4536286373659641e-06,1.4519306003708216e-06,1.4519220872544807e-06,1.45150646764556e-06,1.4519220872544807e-06,1.4519220872544807e-06,1.450293997280866e-06,1.4515781901796403e-06,1.4515448411895468e-06,1.451861300862893e-06,1.4517876266412626e-06,0.0,0.0
transcription_TU_BSU_tRNA_47_s,1.6172363293794014e-06,1.6147701233145697e-06,1.6149845308416841e-06,1.61426913913219e-06,1.6149845308416841e-06,1.6149845308416841e-06,1.6126071006243547e-06,1.6147060716551108e-06,1.614735147410691e-06,1.6149231532722728e-06,1.6147532476892456e-06,0.0,0.0
transcription_TU_BSU_tRNA_48_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_49_s,1.577780102404414e-06,1.5758260068554553e-06,1.5759445391874993e-06,1.575275629887928e-06,1.5759445391874993e-06,1.5759445391874993e-06,1.5741527735103575e-06,1.5756122432767975e-06,1.5756171999094866e-06,1.5758911951630119e-06,1.5757709918893468e-06,0.0,0.0
transcription_TU_BSU_tRNA_50_s,2.5423974977582373e-06,2.539239848367405e-06,2.539447056385632e-06,2.538512163622885e-06,2.539447056385632e-06,2.539447056385632e-06,2.53703885557905e-06,2.539011521257419e-06,2.5390523068654165e-06,2.539382763610839e-06,2.5392073922826086e-06,0.0,0.0
transcription_TU_BSU_tRNA_51_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05340_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU05340_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05740_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05810_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_79_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_80_s,2.147143371835747e-06,1.5659115545210802e-06,2.144715688360157e-06,2.1435088019399067e-06,2.144715688360157e-06,2.144715688360157e-06,1.6801527809235222e-06,2.1444011156338285e-06,1.6816557210892427e-06,2.1446597150455285e-06,2.1445858697256464e-06,0.0,0.0
transcription_TU_BSU_rRNA_30_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_12_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_13_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_21_s,7.797497634107055e-07,7.788627956812274e-07,7.788985176936123e-07,7.785579948928358e-07,7.788985176936123e-07,7.788985176936123e-07,7.782696151932796e-07,7.787353214085693e-07,7.78730176142033e-07,7.78866996368675e-07,7.788344353198935e-07,0.0,0.0
transcription_TU_BSU_tRNA_22_s,1.4347981470825296e-06,1.4329943455709146e-06,1.433125849573898e-06,1.4321691210804973e-06,1.433125849573898e-06,1.433125849573898e-06,1.431779226932896e-06,1.432602310552617e-06,1.4326461473420944e-06,1.4330591729414327e-06,1.432999910275115e-06,0.0,0.0
translation_BSU05900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU05900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05980_s,0.0,0.0,1.6502053562978373e-35,0.0,1.6502053562978373e-35,-2.1872341536548462e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU05980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU05990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06020_s,1.593346025652943e-10,1.5886134659218012e-10,1.5889444325624504e-10,1.589177105355764e-10,1.5889444325624504e-10,1.5889444325624504e-10,1.581483145678153e-10,1.5937005467124573e-10,1.5936718932210197e-10,1.5888087809753444e-10,1.5879698568614867e-10,0.0,0.0
translation_BSU06030_s,1.593346025652943e-10,1.5886134659218012e-10,1.5889444325624504e-10,1.589177105355764e-10,1.5889444325624504e-10,1.5889444325624504e-10,1.581483145678153e-10,1.5937005467124573e-10,1.5936718932210197e-10,1.5888087809753444e-10,1.5879698568614867e-10,0.0,0.0
translation_BSU06150_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06160_s,0.0,4.8550118519316575e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06170_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06170_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06230_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06240_s,1.7336498488013928e-09,1.7301664173960108e-09,1.7303605243014848e-09,1.7290990222563249e-09,1.7303605243014848e-09,1.7303605243014848e-09,1.727377322829278e-09,1.7297539760422012e-09,1.7298024960259128e-09,1.7302634695002211e-09,1.7300936300877953e-09,0.0,0.0
translation_BSU06310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06360_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06370_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06420_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
