,base,TYRt2r_REV_CPLX_dummy_s,4FE4St_s,HISt2r_FWD_BSU39390-MONOMER_s,PSER_Lt6_FWD_CPLX_dummy_s,PYDX5Pt_s,ASNt2r_FWD_CPLX_dummy_s,CBL1t_s,ASPt2r_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
translation_BSU03150_s,0.0,0.0,0.0,3.5358500921763066e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03220_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03270_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03280_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03290_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03320_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03330_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03800_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03810_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03910_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03930_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03950_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU03950_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03981_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04000_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04030_s,1.4080808436566999e-08,1.4050883582145641e-08,1.4029570447194991e-08,1.4050093918303259e-08,1.4049304276651171e-08,1.4051475844589805e-08,1.4049106869705387e-08,1.4051475844589805e-08,1.4030754085858409e-08,1.4051475844589805e-08,1.4049501684983853e-08,0.0,0.0
translation_BSU04340_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04360_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04470_s,0.0,8.822639485682494e-08,7.721155417192856e-08,9.366131535073047e-08,9.365905350990257e-08,9.367115163448196e-08,1.031619120043907e-07,9.367115163448196e-08,0.0,9.36699734725833e-08,8.612106090672014e-08,0.0,0.0
translation_BSU04520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04560_s,1.1020985114106937e-07,1.0997563065820056e-07,1.0980881371435515e-07,1.0996944999500125e-07,1.099632695054844e-07,1.0998026626957911e-07,1.0996172441024306e-07,1.0998026626957911e-07,1.0981807800066997e-07,1.0998026626957911e-07,1.0996481461158086e-07,0.0,0.0
transcription_TU_BSU04560_s,3.0602531696473703e-09,3.056264023933643e-09,3.0534212406360354e-09,3.0561587213523907e-09,3.056053419871987e-09,3.0563430015920166e-09,3.0560270946738946e-09,3.0563430015920166e-09,3.053579151987942e-09,3.0563430015920166e-09,3.0560797451388833e-09,0.0,0.0
translation_BSU04570_s,9.207072037470985e-08,9.187504958520264e-08,9.173568857498864e-08,9.18698861800509e-08,9.186472291999572e-08,9.187892223428602e-08,9.186343212765326e-08,9.187892223428602e-08,9.174342807836272e-08,9.187892223428602e-08,9.186601372140672e-08,0.0,0.0
transcription_TU_BSU04570_s,2.5565746704236826e-09,2.5532420870317275e-09,2.5508671894761097e-09,2.5531541159074327e-09,2.5530661457028014e-09,2.5533080659784795e-09,2.5530441532953418e-09,2.5533080659784795e-09,2.5509991106408226e-09,2.5533080659784795e-09,2.5530881381677407e-09,0.0,0.0
translation_BSU04620_s,-6.415173252049968e-24,0.0,-6.391829380823476e-24,0.0,-6.400820053160091e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU04620_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04640_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU04640_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04730_s,6.804265717987952e-11,5.75986330367615e-11,5.752801292481393e-11,5.759678576948859e-11,4.5258766238614445e-11,5.760162676237862e-11,5.759818870589113e-11,5.760162676237862e-11,5.754834629612729e-11,5.760651898098153e-11,5.76004177772827e-11,0.0,0.0
translation_BSU04740_s,1.5482503036610594e-07,8.597958088779371e-08,8.584591875167929e-08,8.597719205493915e-08,0.0,8.598350436025182e-08,8.597036541281532e-08,8.598350436025182e-08,8.587722123907246e-08,8.5986693159078e-08,8.597095293184865e-08,0.0,0.0
transcription_TU_BSU_tRNA_45_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_46_s,1.4536286373659641e-06,1.4516497786948564e-06,1.4502334815076056e-06,1.4516643845900273e-06,1.4515080907879324e-06,1.4516927648963534e-06,1.4515781901796403e-06,1.4516927648963534e-06,1.450939438678595e-06,1.4517801801240153e-06,1.4515581413267757e-06,0.0,0.0
transcription_TU_BSU_tRNA_47_s,1.6172363293794014e-06,1.614835185142999e-06,1.612679606019231e-06,4.3769967191356096e-07,1.614730205607347e-06,1.614912492238705e-06,1.6147060716551108e-06,1.614912492238705e-06,1.6120116310215338e-06,1.6148676685217933e-06,1.6146743321381793e-06,0.0,0.0
transcription_TU_BSU_tRNA_48_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_49_s,1.577780102404414e-06,1.575771370627824e-06,1.5742177966928182e-06,1.5756823001044207e-06,1.5756578357568805e-06,1.5758187073159236e-06,1.5756122432767975e-06,1.5758187073159236e-06,1.5737337763502005e-06,1.5758738269860676e-06,1.5756453087767587e-06,0.0,0.0
transcription_TU_BSU_tRNA_50_s,2.5423974977582373e-06,2.539198036690747e-06,2.537088918273107e-06,2.5391551429149517e-06,2.539031302098003e-06,2.5392700897451664e-06,2.539011521257419e-06,2.5392700897451664e-06,2.536805481810368e-06,2.5391438116631427e-06,2.5390548815622593e-06,0.0,0.0
transcription_TU_BSU_tRNA_51_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05340_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU05340_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05740_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05810_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_79_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_80_s,2.147143371835747e-06,2.1445557757927813e-06,2.1424667565028033e-06,2.1444800547639e-06,2.1444195323006894e-06,1.2864219853686388e-06,2.1444011156338285e-06,1.2864219853686388e-06,1.2856959220682034e-06,1.899743410592462e-06,2.144487958825538e-06,0.0,0.0
transcription_TU_BSU_rRNA_30_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_12_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_13_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_21_s,7.797497634107055e-07,7.787472827144962e-07,7.782289369383288e-07,7.787486081031308e-07,7.787009220569592e-07,7.787694218583892e-07,7.787353214085693e-07,7.787694218583892e-07,7.785540615763851e-07,7.787547281486856e-07,7.787283798933713e-07,0.0,0.0
transcription_TU_BSU_tRNA_22_s,1.4347981470825296e-06,1.4327303497632255e-06,1.4316316496925817e-06,1.4325970770699013e-06,1.4326400331072955e-06,1.4327564578539072e-06,1.432602310552617e-06,1.4327564578539072e-06,1.4313938324334113e-06,1.432827260493652e-06,1.4326566273715884e-06,0.0,0.0
translation_BSU05900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU05900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU05980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU05990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06020_s,1.593346025652943e-10,1.593596135794568e-10,1.5854120600186631e-10,1.5936966567325584e-10,1.593650709491877e-10,1.594008354908123e-10,1.5937005467124573e-10,1.594008354908123e-10,1.576395268205239e-10,1.5940145714700596e-10,1.5926293512148995e-10,0.0,0.0
translation_BSU06030_s,1.593346025652943e-10,1.593596135794568e-10,1.5854120600186631e-10,1.5936966567325584e-10,1.593650709491877e-10,1.594008354908123e-10,1.5937005467124573e-10,1.594008354908123e-10,1.576395268205239e-10,1.5940145714700596e-10,1.5926293512148995e-10,0.0,0.0
translation_BSU06150_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06160_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06170_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06170_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06230_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06240_s,1.7336498488013928e-09,1.729972321278763e-09,1.7273530796101619e-09,1.7298752772657337e-09,1.729778235949773e-09,1.7300451060584833e-09,1.7297539760422012e-09,1.7300451060584833e-09,1.7274985414534574e-09,1.7300451060584833e-09,1.7298024960259128e-09,0.0,0.0
translation_BSU06310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06360_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06370_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06420_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06430_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06450_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06470_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06480_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06500_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06530_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06660_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06670_s,2.170308905617994e-08,2.1654551047772218e-08,2.1616761250208815e-08,2.165255942763794e-08,2.1652029415798382e-08,2.165567845962353e-08,2.1651535345238524e-08,2.165567845962353e-08,2.1612169291115287e-08,2.1654413880231533e-08,2.165215857502522e-08,0.0,0.0
transcription_TU_BSU06670_s,6.026407475162966e-10,6.017880954684556e-10,6.010908935492564e-10,6.017458333872234e-10,6.017441900453797e-10,6.018096113948484e-10,6.017337306341372e-10,6.018096113948484e-10,6.009435857744755e-10,6.017744688324071e-10,6.017445079446443e-10,0.0,0.0
translation_BSU06680_s,2.170308905617994e-08,2.1654551047772218e-08,2.1616761250208815e-08,2.165255942763794e-08,2.1652029415798382e-08,2.165567845962353e-08,2.1651535345238524e-08,2.165567845962353e-08,2.1612169291115287e-08,2.1654413880231533e-08,2.165215857502522e-08,0.0,0.0
transcription_TU_BSU06680_s,6.026407475162966e-10,6.017880954684556e-10,6.010908935492564e-10,6.017458333872234e-10,6.017441900453797e-10,6.018096113948484e-10,6.017337306341372e-10,6.018096113948484e-10,6.009435857744755e-10,6.017744688324071e-10,6.017445079446443e-10,0.0,0.0
translation_BSU06690_s,2.170308905617994e-08,2.1654551047772218e-08,2.1616761250208815e-08,2.165255942763794e-08,2.1652029415798382e-08,2.165567845962353e-08,2.1651535345238524e-08,2.165567845962353e-08,2.1612169291115287e-08,2.1654413880231533e-08,2.165215857502522e-08,0.0,0.0
transcription_TU_BSU06690_s,6.026407475162966e-10,6.017880954684556e-10,6.010908935492564e-10,6.017458333872234e-10,6.017441900453797e-10,6.018096113948484e-10,6.017337306341372e-10,6.018096113948484e-10,6.009435857744755e-10,6.017744688324071e-10,6.017445079446443e-10,0.0,0.0
translation_BSU06730_s,1.536146188652035e-12,1.5325713941551176e-12,1.5300043674644216e-12,1.532477948070727e-12,1.532382752464051e-12,1.5326421055189856e-12,1.5323560096757534e-12,1.5326421055189856e-12,1.5301653769603808e-12,1.5326474222180996e-12,1.5324043809458947e-12,0.0,0.0
transcription_TU_BSU06730_s,4.265495501710469e-14,4.259073385651774e-14,4.2544379415976113e-14,4.2589063112432227e-14,4.258734368558445e-14,4.2592004293445614e-14,4.258683200332983e-14,4.2592004293445614e-14,4.2547467404697093e-14,4.2592152044098336e-14,4.2587713229115335e-14,0.0,0.0
translation_BSU06970_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06970_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07500_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07570_s,1.4991506993414146e-07,1.4960798487865247e-07,1.1009077854822579e-07,1.4959898428469752e-07,1.4959210060432286e-07,1.496139057750336e-07,1.4958970571524322e-07,1.496139057750336e-07,9.986970325563318e-09,1.4961390781516382e-07,1.4205341139604724e-07,0.0,0.0
translation_BSU07610_s,2.6364616364992905e-10,2.629350070169879e-10,1.4586917943817423e-07,2.6291954997740687e-10,2.6290277054464506e-10,2.629471168824519e-10,2.6292733491887443e-10,2.629471168824519e-10,2.6263459611409663e-10,2.6294801253698546e-10,2.6291385281387324e-10,0.0,0.0
translation_BSU07700_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07800_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07810_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07840_s,7.639786711984589e-05,7.645183822363027e-05,7.656145248284046e-05,7.643050054922166e-05,7.645039385697965e-05,7.644408473174209e-05,7.642165092151487e-05,7.644408473174209e-05,7.647647067524625e-05,7.644441094559463e-05,7.645532329239859e-05,0.0,0.0
translation_BSU07920_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08000_s,0.0,0.0,1.4560672321325364e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08030_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08060_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08070_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08450_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08460_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08650_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU08710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_22_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_17_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_18_s,3.306367217524935e-06,3.3021837128742457e-06,3.2991557385394523e-06,3.302075157622431e-06,3.301962826416458e-06,3.302266475828619e-06,3.301928399126833e-06,3.302266475828619e-06,3.2993637476177966e-06,3.3022779313127028e-06,3.301986233044048e-06,0.0,0.0
transcription_TU_BSU_tRNA_29_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_30_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_31_s,0.0,0.0,0.0,1.1770369596570744e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_32_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_33_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_34_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_35_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_36_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_37_s,8.24822933610073e-07,8.238737267781129e-07,8.233058670931768e-07,8.238536479833029e-07,8.238138233837379e-07,8.238946734882843e-07,8.238305401248169e-07,8.238946734882843e-07,8.234207533554914e-07,8.239136450676203e-07,8.23835221301297e-07,0.0,0.0
transcription_TU_BSU_tRNA_38_s,3.415383776750739e-07,3.411052683881803e-07,3.4088822026197785e-07,3.4110779269679524e-07,3.410866281251904e-07,3.4110504506545996e-07,3.4107353481047996e-07,3.4110504506545996e-07,3.411235474023181e-07,3.411057595352844e-07,3.4109801671328666e-07,0.0,0.0
transcription_TU_BSU_tRNA_39_s,5.8227175564297e-07,5.814438062035382e-07,5.809162783503303e-07,5.814134571188924e-07,5.814074456581779e-07,5.814634360868212e-07,5.81423451187736e-07,5.814634360868212e-07,5.811488618873314e-07,5.813817593191529e-07,5.814406550560279e-07,0.0,0.0
transcription_TU_BSU_tRNA_40_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_41_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_42_s,1.6386175494351518e-07,1.6357162955483218e-07,1.6335100717120197e-07,1.6357832035609197e-07,1.6354444118840642e-07,1.6357996964026038e-07,1.635739700595723e-07,1.6357996964026038e-07,1.6350676300908135e-07,1.6361356598970478e-07,1.635428169525809e-07,0.0,0.0
transcription_TU_BSU_tRNA_43_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_44_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU08790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08840_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08850_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_82_s,0.0,0.0,0.0,0.0,0.0,8.581749581480267e-07,0.0,8.581749581480267e-07,8.577877882515949e-07,2.4487633795813546e-07,0.0,0.0,0.0
translation_BSU09130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09280_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09290_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09410_s,6.141947128129655e-08,1.760506063311185e-08,0.0,1.7612376525697628e-08,1.7593173715141036e-08,1.760501999829542e-08,1.759834155152116e-08,1.760501999829542e-08,7.43762802574543e-08,1.760639598494264e-08,2.136055299787896e-08,0.0,0.0
translation_BSU09440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
