,base,HISt2r_FWD_BSU39390-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,CITt15_FWD_BSU07610-MONOMER_s,PYDX5Pt_s,4FE4St_s,ALAt2r_FWD_BSU27810-MONOMER_s,CBL1t_s,ASNt2r_FWD_CPLX_dummy_s,CITt11_FWD_BSU07610-MONOMER_s,METt3_FWD_CPLX_dummy_s,ASPt2r_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
translation_BSU26860_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU26860_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU26970_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27010_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27040_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27050_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27060_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27070_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27120_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27200_s,,1.592574318086829e-08,1.5927227921284875e-08,1.5927230105073502e-08,1.5922344188385497e-08,1.5895771106539502e-08,1.5927229656203384e-08,1.5895243334800068e-08,1.592536255444822e-08,1.5927230105062226e-08,1.5919739311524923e-08,1.5917310921716513e-08,1.592617344088801e-08,1.5919849701157434e-08,1.5924443203125e-08,0.0,0.0
transcription_TU_BSU27200_s,,4.422362452264574e-10,4.4226066494782604e-10,4.422607255863638e-10,4.421826772758088e-10,4.4168220954185655e-10,4.4226071312232427e-10,4.416675447994893e-10,4.4223528079625665e-10,4.422607255860506e-10,4.421055349334456e-10,4.4211012617435486e-10,4.422385879658406e-10,4.4212540747096195e-10,4.4220734993079683e-10,0.0,0.0
translation_BSU27220_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU27220_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27250_s,,5.23608658692004e-09,5.236385749264308e-09,5.236340300613179e-09,0.0,0.0,5.2364767054084736e-09,5.22534711367992e-09,5.235879651987643e-09,5.236340301403826e-09,5.23386178740263e-09,5.235756658441369e-09,5.235938049233977e-09,5.2330700666299505e-09,5.235145360332797e-09,0.0,0.0
translation_BSU27260_s,,4.424503223033362e-09,4.424756015788878e-09,4.424717611591378e-09,0.0,0.0,4.4248328739053985e-09,4.4154283475178785e-09,4.4243283626180216e-09,4.424717612259477e-09,4.42262326316792e-09,4.424224432835182e-09,4.424377708403338e-09,4.421954257594328e-09,4.423707884759304e-09,0.0,0.0
translation_BSU27270_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27320_s,,3.1775291545764916e-11,3.177773213217458e-11,3.177774120078097e-11,3.176974958321849e-11,3.172665643907215e-11,3.177773516426895e-11,3.172383315532857e-11,3.177403331686557e-11,3.177774120231475e-11,3.176694787028821e-11,3.176009909815453e-11,3.1776345345259374e-11,3.1766211123738666e-11,3.177331861022211e-11,0.0,0.0
transcription_TU_BSU27320_s,,8.823566639612814e-13,8.823908976983902e-13,8.823911495116946e-13,8.822842139875896e-13,8.815614935232547e-13,8.823909818923303e-13,8.81483045350236e-13,8.823408884960558e-13,8.82391149554284e-13,8.82196825373227e-13,8.821503511901551e-13,8.823667623840011e-13,8.822099015087096e-13,8.823162506790788e-13,0.0,0.0
translation_BSU27330_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU27330_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27410_s,,1.9307335897297973e-08,1.9308836975512974e-08,1.9308862806330093e-08,1.9303764241119727e-08,1.9273475107459396e-08,1.930861277130455e-08,1.927440634761639e-08,1.9305382626328126e-08,1.9308862808039686e-08,1.9302509774211857e-08,1.9295579806912882e-08,1.9308005190995307e-08,1.930296455038894e-08,1.9306013183497808e-08,0.0,0.0
transcription_TU_BSU27410_s,,5.361384794151582e-10,5.361597838847678e-10,5.361605011441936e-10,5.360887852095138e-10,5.355355845247734e-10,5.361535582752147e-10,5.355614600993147e-10,5.360958833711903e-10,5.36160501191665e-10,5.36048125053661e-10,5.359429909359108e-10,5.361454202288772e-10,5.36081133141462e-10,5.361104824015604e-10,0.0,0.0
translation_BSU27430_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27440_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27450_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27460_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27550_s,,1.1460824823339748e-08,1.1462493055892783e-08,1.1462540586177239e-08,1.1457094948532315e-08,1.1444170363724887e-08,1.1462551961216419e-08,1.1442556429289527e-08,1.1460721809983703e-08,1.1462540586799227e-08,1.1459017951456273e-08,1.1451725014009438e-08,1.1462056962017207e-08,1.1456532968829928e-08,1.1461142834617444e-08,0.0,0.0
transcription_TU_BSU27550_s,,3.182515302118298e-10,3.1828575731526443e-10,3.1828707711650744e-10,3.181773272958535e-10,3.1798938338662594e-10,3.182873929738818e-10,3.1794453836950237e-10,3.1825558196477316e-10,3.1828707713377856e-10,3.1822727508942226e-10,3.180765655554428e-10,3.1827883231842334e-10,3.1817035977922456e-10,3.18265545327195e-10,0.0,0.0
translation_BSU27560_s,,4.651165110427604e-09,4.6517315283556105e-09,4.651743657850602e-09,4.649908569316074e-09,4.643797231693596e-09,4.651754995437485e-09,4.6434384896143865e-09,4.651182747251385e-09,4.65174365732411e-09,4.650112121684079e-09,4.64818828357467e-09,4.651509353679209e-09,4.649520515103642e-09,4.65113483751635e-09,0.0,0.0
transcription_TU_BSU27560_s,,1.291565342353875e-10,1.2916735348151881e-10,1.2916769028830946e-10,1.2913356198942925e-10,1.2903322576876888e-10,1.2916800510572393e-10,1.2902325770914225e-10,1.2915982924928067e-10,1.2916769027369005e-10,1.2913781229880668e-10,1.291054197935931e-10,1.291632881003144e-10,1.291262914457879e-10,1.2915779750875654e-10,0.0,0.0
translation_BSU27600_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27610_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27650_s,,2.611446263893515e-07,2.611481890054171e-07,2.6114845215196605e-07,2.611752440600433e-07,2.613622646657614e-07,2.6114822113785057e-07,2.611339858448931e-07,2.610755819527771e-07,2.611484521226446e-07,2.612362501951504e-07,2.610334979848901e-07,2.611673124783325e-07,2.6117817734963235e-07,2.6116029584950597e-07,0.0,0.0
transcription_TU_BSU27650_s,,7.251631382215742e-09,7.251454696966446e-09,7.251462003910773e-09,7.253151124623627e-09,7.262249926393663e-09,7.251455589206543e-09,7.255906937851808e-09,7.249871574301049e-09,7.251462003096586e-09,7.254766543376987e-09,7.2503171733851956e-09,7.252103835358665e-09,7.2534295392772454e-09,7.252184636012256e-09,0.0,0.0
translation_BSU27810_s,,2.4449587941765888e-08,2.4451594271556155e-08,2.4451620102373273e-08,2.4444789349382066e-08,2.4407358025200504e-08,0.0,2.44082892653575e-08,2.4447345966754074e-08,2.4451620104082867e-08,2.4443679220312036e-08,2.4434584398192743e-08,2.4450545947609837e-08,2.444362882292116e-08,2.4448048699174436e-08,0.0,0.0
translation_BSU27850_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27860_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27870_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27900_s,,5.694057591227559e-08,5.6943945744770344e-08,5.6943647478454574e-08,5.692586111578626e-08,5.690746760519233e-08,5.694361943403654e-08,5.687056707397243e-08,5.694008197784665e-08,5.694364738542812e-08,5.693198538893406e-08,5.691749387768147e-08,5.694336071026765e-08,5.6926022338655654e-08,3.07539537236732e-08,0.0,0.0
translation_BSU27910_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU27940_s,,3.3061619751119227e-06,3.3063519711333676e-06,3.3063533496957544e-06,3.305714564754159e-06,3.302908260861886e-06,3.3063522792764538e-06,3.302932632379499e-06,3.3060427755098423e-06,3.306353349702521e-06,3.3057422827385236e-06,3.304905050398179e-06,3.3062722747711083e-06,3.305578506724834e-06,3.3060776489759e-06,0.0,0.0
translation_BSU27960_s,,3.3061619751119227e-06,3.3063519711333676e-06,3.3063533496957544e-06,3.305714564754159e-06,3.302908260861886e-06,3.3063522792764538e-06,3.302932632379499e-06,3.3060427755098423e-06,3.306353349702521e-06,3.3057422827385236e-06,3.304905050398179e-06,3.3062722747711083e-06,3.305578506724834e-06,3.3060776489759e-06,0.0,0.0
transcription_TU_BSU27960_s,,9.180762501183755e-08,9.180941143881333e-08,9.180944971816243e-08,9.180367534190619e-08,9.177508966339894e-08,9.180941999520286e-08,9.17757668539345e-08,9.180630897119865e-08,9.180944971835031e-08,9.180344801275715e-08,9.17951528378032e-08,9.180869388697652e-08,9.180238957323296e-08,9.180677887263123e-08,0.0,0.0
translation_BSU28080_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28090_s,,1.5427855567390662e-08,1.5429026822018354e-08,1.542907505292856e-08,1.5424639120551e-08,1.539861655890377e-08,1.5429143102173023e-08,1.5401926170468138e-08,1.5426400241154708e-08,1.542907505419896e-08,1.5424050838101354e-08,1.541769341462058e-08,1.5428446890197585e-08,1.5423874350247713e-08,1.5426534712802233e-08,0.0,0.0
translation_BSU28120_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28130_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28140_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28150_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28230_s,,3.3061619751119227e-06,3.3063519711333676e-06,3.3063533496957544e-06,3.305714564754159e-06,3.302908260861886e-06,3.3063522792764538e-06,3.302932632379499e-06,3.3060427755098423e-06,3.306353349702521e-06,3.3057422827385236e-06,3.304905050398179e-06,3.3062722747711083e-06,3.305578506724834e-06,3.3060776489759e-06,0.0,0.0
translation_BSU28250_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28260_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28270_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28280_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28290_s,,1.5775207848430944e-07,1.5776602955042542e-07,1.577663693022974e-07,1.5772585219387463e-07,0.0,1.5776668659184136e-07,1.574964071550282e-07,1.5774287491328366e-07,1.577663693047193e-07,1.5771777142076221e-07,1.5765524949361877e-07,1.5775997631682507e-07,1.5771609350383664e-07,1.5774358920688126e-07,0.0,0.0
translation_BSU28300_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28310_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_84_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28370_s,,3.0916589124634147e-13,3.091771287475067e-13,3.0917740866947837e-13,3.073351949462219e-13,3.0114803649726975e-13,3.091772576665091e-13,2.96021326980925e-13,3.0913373105991083e-13,3.091774084043313e-13,3.034702678286258e-13,3.069178217952072e-13,3.091727540534713e-13,3.081988508428145e-13,3.104073860250688e-13,0.0,0.0
transcription_TU_BSU28370_s,,8.585116646934333e-15,8.585102393354911e-15,8.585110166112225e-15,8.535068562425224e-15,8.367743173188051e-15,8.585105973124349e-15,8.225291676391719e-15,8.584410049784945e-15,8.58511015874973e-15,8.42764334700146e-15,8.524773913532645e-15,8.585120757198888e-15,8.559285738800333e-15,8.619731680549741e-15,0.0,0.0
translation_BSU28390_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU28390_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28430_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28440_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28450_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28470_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28500_s,,3.915308878259703e-08,3.9156499130178734e-08,3.915637746382645e-08,3.6525757300326534e-08,3.911258370062664e-08,3.9156358879396824e-08,1.7090300752226004e-08,3.9153417670417575e-08,3.915637743017743e-08,2.94713846996796e-08,3.913527326215423e-08,3.9155297594720236e-08,3.914114540656416e-08,3.915436722288363e-08,0.0,0.0
translation_BSU28510_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28540_s,,1.4241157595520578e-08,1.4242556859354111e-08,1.4242556859354111e-08,1.4237759669531705e-08,1.4217979802673658e-08,1.4242556859354111e-08,1.4217979802673658e-08,1.4240358047049491e-08,1.4242556859354111e-08,1.4238159404487876e-08,1.4232163969335936e-08,1.4241957166437015e-08,1.4236760356690891e-08,1.424055793206301e-08,0.0,0.0
translation_BSU28560_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28630_s,,8.867522730673069e-09,8.867763713704409e-09,8.867684784243881e-09,8.864620333707653e-09,8.853995286401162e-09,8.867673374531793e-09,8.854388501575758e-09,8.866488257819514e-09,8.867684783105085e-09,8.865522270221673e-09,8.862500413915245e-09,8.867387572233349e-09,8.864013892970593e-09,8.866606933550464e-09,0.0,0.0
translation_BSU28640_s,,8.867522730673069e-09,8.867763713704409e-09,8.867684784243881e-09,8.864620333707653e-09,8.853995286401162e-09,8.867673374531793e-09,8.854388501575758e-09,8.866488257819514e-09,8.867684783105085e-09,8.865522270221673e-09,8.862500413915245e-09,8.867387572233349e-09,8.864013892970593e-09,8.866606933550464e-09,0.0,0.0
translation_BSU28680_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU28680_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28720_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28730_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28740_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28750_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28780_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28790_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28800_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU28850_s,,3.3061619751119227e-06,3.3063519711333676e-06,3.3063533496957544e-06,3.305714564754159e-06,3.302908260861886e-06,3.3063522792764538e-06,3.302932632379499e-06,3.3060427755098423e-06,3.306353349702521e-06,3.3057422827385236e-06,3.304905050398179e-06,3.3062722747711083e-06,3.305578506724834e-06,3.3060776489759e-06,0.0,0.0
translation_BSU28860_s,,3.3061619751119227e-06,3.3063519711333676e-06,3.3063533496957544e-06,3.305714564754159e-06,3.302908260861886e-06,3.3063522792764538e-06,3.302932632379499e-06,3.3060427755098423e-06,3.306353349702521e-06,3.3057422827385236e-06,3.304905050398179e-06,3.3062722747711083e-06,3.305578506724834e-06,3.3060776489759e-06,0.0,0.0
translation_BSU28870_s,,5.860245154484423e-10,5.8607914990244e-10,5.860792302599881e-10,5.858994416669477e-10,5.849216237255233e-10,5.860792137427749e-10,5.849022031449981e-10,5.860105094199102e-10,5.860792302595731e-10,5.858035892045111e-10,5.857142309909175e-10,5.86040347859948e-10,5.858076512460855e-10,5.859766797638871e-10,0.0,0.0
translation_BSU28950_s,,1.183769338094224e-08,1.1838727310851503e-08,1.1838775124649615e-08,1.1834468548531799e-08,1.1819914331439744e-08,1.1838843182663658e-08,1.1820265089198784e-08,1.1836637703670898e-08,1.1838775124621147e-08,1.1835723577018842e-08,1.1830240256177266e-08,1.1838334586547392e-08,1.1833987921338637e-08,1.1837198986812237e-08,0.0,0.0
translation_BSU29010_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29020_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29050_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU29050_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29060_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2465964914267592e-24,0.0,0.0,0.0,0.0
translation_BSU29120_s,,0.0,0.0,0.0,8.425725524712732e-08,0.0,0.0,0.0,0.0,0.0,0.0,5.640537099747071e-08,0.0,8.425352125335032e-08,0.0,0.0,0.0
translation_BSU29130_s,,1.10843556900414e-07,1.1085515076044693e-07,1.108551089110031e-07,1.1082047908634815e-07,8.718061173309394e-08,1.1085499530374917e-07,1.1066747805640232e-07,1.1083840834073916e-07,1.1085510889789246e-07,1.1082172460341076e-07,1.0316230945622554e-07,1.1085069962305787e-07,1.1081353412533223e-07,1.0633577024136997e-07,0.0,0.0
translation_BSU29140_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29180_s,,2.829785860359802e-07,2.8296701305318977e-07,2.829671591459591e-07,2.829696079127948e-07,2.828054861871771e-07,2.829672803630363e-07,2.8307103981520094e-07,2.8294570602771763e-07,2.8296715759828156e-07,2.8299246465778055e-07,2.830018661326379e-07,2.8296951622790066e-07,2.8295062854612024e-07,2.829292403555595e-07,0.0,0.0
translation_BSU29190_s,,1.643617138386463e-11,1.643706602079423e-11,1.643706851201754e-11,1.64324044999757e-11,1.640806726280158e-11,1.643706790648931e-11,1.6402405771001315e-11,1.643610811833412e-11,1.6437068511740974e-11,1.6425724392525866e-11,1.6429369850271145e-11,1.643625961471471e-11,1.6431184778075675e-11,1.6436362203610175e-11,0.0,0.0
translation_BSU29200_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29210_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29220_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29300_s,,0.0,0.0,0.0,0.0,0.0,0.0,5.724812860083999e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29340_s,,0.0,0.0,0.0,0.0,0.0,0.0,5.0312144496990104e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29350_s,,0.0,0.0,0.0,0.0,0.0,0.0,5.0312144496990104e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29360_s,,0.0,0.0,0.0,0.0,0.0,0.0,5.0312144496990104e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29370_s,,0.0,0.0,0.0,0.0,0.0,0.0,5.0312144496990104e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29380_s,,0.0,0.0,0.0,0.0,0.0,0.0,5.0312144496990104e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29440_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU29440_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29450_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU29450_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29470_s,,1.7913077027421733e-08,1.7915160326972624e-08,1.7915174130195715e-08,1.7909290438271852e-08,1.9189532899305843e-08,1.7915207936284467e-08,1.788441511105272e-08,1.7912050718160274e-08,1.7915174131352415e-08,1.7909640178978238e-08,5.1390045912798615e-09,1.791444386459012e-08,1.7907799982690653e-08,1.7912476743782167e-08,0.0,0.0
translation_BSU29600_s,,2.467885158366538e-08,0.0,2.4680979885390005e-08,2.4673247179870303e-08,4.764501540043184e-08,2.4681082153772506e-08,2.4638600370711872e-08,2.4677167672487925e-08,2.468097988583993e-08,2.4673366115984956e-08,2.466433084742028e-08,2.4679910947742297e-08,2.4671496413526847e-08,2.467729912211007e-08,0.0,0.0
translation_BSU29620_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29660_s,,3.3061619751119227e-06,3.3063519711333676e-06,3.3063533496957544e-06,3.305714564754159e-06,3.302908260861886e-06,3.3063522792764538e-06,3.302932632379499e-06,3.3060427755098423e-06,3.306353349702521e-06,3.3057422827385236e-06,3.304905050398179e-06,3.3062722747711083e-06,3.305578506724834e-06,3.3060776489759e-06,0.0,0.0
translation_BSU29670_s,,6.588893508792146e-09,6.589450617088315e-09,6.589474513080795e-09,6.587589949018243e-09,6.580013448664328e-09,6.589429052150641e-09,6.578707403111329e-09,6.588624950616011e-09,6.589474512491204e-09,6.587637835585119e-09,6.584374002642476e-09,6.589218723708309e-09,6.587024323163886e-09,6.588711899643225e-09,0.0,0.0
translation_BSU29680_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29750_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48421280144815e-37,0.0,0.0,0.0
translation_BSU29790_s,,9.399985921194027e-08,9.400909516080681e-08,9.400909516080681e-08,9.397743093934908e-08,9.38468724024172e-08,9.400909516080681e-08,9.38468724024172e-08,9.399458173058309e-08,9.400909516080681e-08,9.398006942076114e-08,9.394049608857821e-08,9.400513684144972e-08,9.397083489786052e-08,9.39959010870331e-08,0.0,0.0
translation_BSU29990_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30070_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30200_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30210_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30220_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30230_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30240_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30300_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
