,base,HISt2r_FWD_BSU39390-MONOMER_s,CBL1t_s,ASNt2r_FWD_CPLX_dummy_s,ASPt2r_FWD_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,PYDX5Pt_s,4FE4St_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
translation_BSU29190_s,1.643713925374588e-11,1.6394560489245292e-11,1.6395455762943065e-11,1.6393703914098266e-11,1.6395455762943065e-11,1.6405903268314134e-11,1.6395455762943065e-11,1.639450693431483e-11,1.6403997491489103e-11,1.6375198352757243e-11,1.6394748681687455e-11,0.0,0.0
translation_BSU29200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29210_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29220_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29300_s,0.0,5.718542440871459e-14,5.719386268936416e-14,5.717096071578838e-14,5.719386268936416e-14,5.709386220779026e-14,5.719386268936416e-14,5.718904071306977e-14,5.709145399696691e-14,5.706737561315461e-14,5.718180825681204e-14,0.0,0.0
translation_BSU29340_s,0.0,5.0278399675896736e-08,5.0281664671829435e-08,5.0269490016978487e-08,5.0281664671829435e-08,5.025281197691768e-08,5.0281664671829435e-08,5.027910035250732e-08,5.025112287718164e-08,5.021876268639518e-08,5.027575959444918e-08,0.0,0.0
translation_BSU29350_s,0.0,5.0278399675896736e-08,5.0281664671829435e-08,5.0269490016978487e-08,5.0281664671829435e-08,5.025281197691768e-08,5.0281664671829435e-08,5.027910035250732e-08,5.025112287718164e-08,5.021876268639518e-08,5.027575959444918e-08,0.0,0.0
translation_BSU29360_s,0.0,5.0278399675896736e-08,5.0281664671829435e-08,5.0269490016978487e-08,5.0281664671829435e-08,5.025281197691768e-08,5.0281664671829435e-08,5.027910035250732e-08,5.025112287718164e-08,5.021876268639518e-08,5.027575959444918e-08,0.0,0.0
translation_BSU29370_s,0.0,5.0278399675896736e-08,5.0281664671829435e-08,5.0269490016978487e-08,5.0281664671829435e-08,5.025281197691768e-08,5.0281664671829435e-08,5.027910035250732e-08,5.025112287718164e-08,5.021876268639518e-08,5.027575959444918e-08,0.0,0.0
translation_BSU29380_s,0.0,5.0278399675896736e-08,5.0281664671829435e-08,5.0269490016978487e-08,5.0281664671829435e-08,5.025281197691768e-08,5.0281664671829435e-08,5.027910035250732e-08,5.025112287718164e-08,5.021876268639518e-08,5.027575959444918e-08,0.0,0.0
translation_BSU29440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU29440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29450_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU29450_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29470_s,1.7915298573746754e-08,5.130133452813871e-09,5.130638108696949e-09,5.12926838618855e-09,5.130638108696949e-09,5.124655929427821e-09,5.130638108696949e-09,5.130349730867373e-09,5.1245118235857535e-09,6.426721426831027e-09,5.129917179319237e-09,0.0,0.0
translation_BSU29600_s,2.4681151045813907e-08,2.462231060733918e-08,2.4624437341397403e-08,2.4617727110733257e-08,2.4624437341397403e-08,2.4593276472384884e-08,2.4624437341397403e-08,2.462302768507702e-08,2.459271300562672e-08,4.754792053969764e-08,2.4620760843389487e-08,0.0,0.0
translation_BSU29620_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29660_s,3.306367217524935e-06,3.301487567692011e-06,3.3016788743830756e-06,3.301144902250289e-06,3.3016788743830756e-06,3.2994216859536607e-06,3.3016788743830756e-06,3.3015701035109772e-06,3.2993637476177966e-06,3.2987418270920412e-06,3.3014032787265324e-06,0.0,0.0
translation_BSU29670_s,6.589520419553452e-09,6.573653619552466e-09,6.5742341080806406e-09,6.5726938464268415e-09,6.5742341080806406e-09,6.569338306887793e-09,6.5742341080806406e-09,6.573886872116755e-09,6.569155464223674e-09,6.566116739919121e-09,6.573472221651354e-09,0.0,0.0
translation_BSU29680_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29750_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29790_s,9.40097548888017e-08,9.377833255407201e-08,9.378755761374424e-08,9.376251922164762e-08,9.378755761374424e-08,9.36782039678677e-08,9.378755761374424e-08,9.378228609551728e-08,9.367556972731533e-08,9.364922935888583e-08,9.37743790959624e-08,0.0,0.0
translation_BSU29990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30070_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30210_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30220_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30230_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30320_s,2.0311244442215534e-08,2.0263161334835224e-08,2.0264859255400605e-08,2.025931289798735e-08,2.0264859255400605e-08,2.023878153167933e-08,2.0264859255400605e-08,2.026369463795916e-08,2.023834051376234e-08,2.0236794657601875e-08,2.0261795341662267e-08,0.0,0.0
translation_BSU30410_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30420_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30430_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30450_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30530_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30540_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30550_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30560_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30690_s,1.1916613859345814e-07,1.1887278918470116e-07,1.1888448280884401e-07,1.1885274430993748e-07,1.1888448280884401e-07,1.1874586685632252e-07,1.1888448280884401e-07,1.1887780066748141e-07,1.1874252771055918e-07,1.187091388351325e-07,1.188677778075566e-07,0.0,0.0
transcription_TU_BSU30690_s,3.3089469731564838e-09,3.303950503880084e-09,3.3041497493784523e-09,3.3036089486495338e-09,3.3041497493784523e-09,3.30178750167909e-09,3.3041497493784523e-09,3.3040358943615904e-09,3.3017305863712342e-09,3.3011614496591592e-09,3.3038651140681247e-09,0.0,0.0
translation_BSU30740_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30750_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30770_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30780_s,1.056905844640413e-11,1.0543040761489123e-11,1.0544077889976082e-11,1.0541262945614339e-11,1.0544077889976082e-11,1.0531783792667099e-11,1.0544077889976082e-11,1.0543485238880373e-11,1.053148763784367e-11,1.0528526318629929e-11,1.054259629346766e-11,0.0,0.0
translation_BSU30790_s,8.672927600584517e-12,8.651577591144515e-12,8.652428654683004e-12,8.650118722462186e-12,8.652428654683004e-12,8.642340167007774e-12,8.652428654683004e-12,8.651942327535554e-12,8.642097143529838e-12,8.639667096683824e-12,8.651212862442289e-12,0.0,0.0
translation_BSU30800_s,1.354725182134447e-11,1.3513902764649504e-11,1.3515232139527614e-11,1.3511623988401854e-11,1.3515232139527614e-11,1.349947376019747e-11,1.3515232139527614e-11,1.3514472488734078e-11,1.3499094153632568e-11,1.3495298381538449e-11,1.3513333052573991e-11,0.0,0.0
translation_BSU30820_s,1.3435703672078858e-11,1.3402629211707182e-11,1.3403947640504913e-11,1.3400369198916237e-11,1.3403947640504913e-11,1.3388319015760638e-11,1.3403947640504913e-11,1.3403194244680372e-11,1.3387942534878368e-11,1.3384178017193462e-11,1.3402064190645149e-11,0.0,0.0
translation_BSU30830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30870_s,7.882536148261637e-09,7.863131833026696e-09,7.863905336440487e-09,7.861805915683254e-09,7.863905336440487e-09,7.854736244705426e-09,7.863905336440487e-09,7.863463329831393e-09,7.854515368729291e-09,7.85230677977435e-09,7.862800343209533e-09,0.0,0.0
transcription_TU_BSU30870_s,2.1887840318104242e-10,2.1854789948133575e-10,2.185610790628998e-10,2.1852530647393263e-10,2.185610790628998e-10,2.184048224022313e-10,2.185610790628998e-10,2.1855354784390866e-10,2.1840105759977266e-10,2.1836341065778741e-10,2.1854225116305169e-10,0.0,0.0
translation_BSU30940_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30950_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30960_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30970_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31050_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31050_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31060_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31060_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31090_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31090_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_86_s,2.416944147825115e-06,2.4133353050557914e-06,2.4134335680776753e-06,2.4129492287112265e-06,2.4134335680776753e-06,2.412111853887473e-06,2.4134335680776753e-06,2.413345994136149e-06,2.412001609319942e-06,2.4110875984167514e-06,2.4132097140808916e-06,0.0,0.0
translation_BSU31150_s,1.3330914055461713e-07,1.3298097554041783e-07,1.3299405699965494e-07,1.3295855167858248e-07,1.3299405699965494e-07,1.328389896817414e-07,1.3299405699965494e-07,1.3298658180130893e-07,1.328352542359415e-07,1.3279790266661356e-07,1.329753693976996e-07,0.0,0.0
transcription_TU_BSU31150_s,3.7016629248781273e-09,3.6960734593394588e-09,3.696296351903239e-09,3.6956913672890324e-09,3.696296351903239e-09,3.693653745418745e-09,3.696296351903239e-09,3.696168984224594e-09,3.693590075228e-09,3.692953391629451e-09,3.6959779352033354e-09,0.0,0.0
translation_BSU31180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31322_s,2.7232774043233582e-12,2.7162723728315737e-12,2.716528473492259e-12,2.7156824481744586e-12,2.716528473492259e-12,2.7106183011440985e-12,2.716528473492259e-12,2.7163499512032216e-12,2.710667665143232e-12,2.7112699958768803e-12,2.71596261298854e-12,0.0,0.0
translation_BSU31350_s,4.420377617458155e-07,4.4149408700244715e-07,4.415135533800864e-07,4.414553913783688e-07,4.415135533800864e-07,4.4125683361111105e-07,4.415135533800864e-07,4.415009220617189e-07,4.412498180877656e-07,4.411911027028656e-07,4.4148530087246015e-07,0.0,0.0
translation_BSU31400_s,0.0,0.0,0.0,0.0,0.0,3.6946020639309855e-07,0.0,0.0,3.5411790503265626e-07,0.0,0.0,0.0,0.0
transcription_TU_BSU31400_s,0.0,0.0,0.0,0.0,0.0,1.0273023593423355e-08,0.0,0.0,9.846530478768424e-09,0.0,0.0,0.0,0.0
translation_BSU31580_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31600_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31600_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31610_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31620_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31630_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31640_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31650_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31660_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31750_s,3.7669325364385464e-15,3.753031602301644e-15,3.753585399607066e-15,3.752082362225185e-15,3.753585399607066e-15,3.747022451592379e-15,3.753585399607066e-15,3.753268937333584e-15,3.74686440272908e-15,3.745284158526746e-15,3.752794277275044e-15,0.0,0.0
translation_BSU31760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31930_s,0.0,0.0,0.0,0.0,0.0,1.5363126511610583e-09,0.0,0.0,1.536773155625689e-09,0.0,0.0,0.0,0.0
translation_BSU31970_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31990_s,1.0239428103687684e-11,1.0214221864601908e-11,1.0215226646875594e-11,1.0212499495677207e-11,1.0215226646875594e-11,1.0203315980837233e-11,1.0215226646875594e-11,1.021465247952513e-11,1.020302906256183e-11,1.0200160101685613e-11,1.0213791258756249e-11,0.0,0.0
translation_BSU32000_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU32100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32110_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32170_s,6.37045855972505e-08,1.8242119958246994e-08,1.8243914452141046e-08,1.8239043888336503e-08,1.8243914452141046e-08,1.822264256265846e-08,1.8243914452141046e-08,1.8242889016251546e-08,1.8222130140110027e-08,1.8217006310889043e-08,1.8241350916453207e-08,0.0,0.0
transcription_TU_BSU32170_s,1.768917732640052e-09,5.070215130078561e-10,5.07052089057323e-10,5.069690982245335e-10,5.07052089057323e-10,5.066895804782072e-10,5.07052089057323e-10,5.070346169605572e-10,5.066808463021146e-10,5.065935070527748e-10,5.070084091579032e-10,0.0,0.0
translation_BSU32180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU32180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32240_s,3.974694075072822e-08,3.9655984834041086e-08,3.965961370155199e-08,3.9648770026996475e-08,3.965961370155199e-08,3.960933213932491e-08,3.965961370155199e-08,3.96575851489597e-08,3.960800528069361e-08,3.9606183529178645e-08,3.96543274439697e-08,0.0,0.0
translation_BSU32250_s,3.63987934379059e-08,3.631549933876471e-08,3.631882252279972e-08,3.630889228256488e-08,3.631882252279972e-08,3.627277650862426e-08,3.631882252279972e-08,3.631696484858906e-08,3.62715614200582e-08,3.62698931267044e-08,3.631398156160463e-08,0.0,0.0
translation_BSU32260_s,1.1812651404248023e-07,8.956012862671987e-08,8.956871519565055e-08,8.954569546548167e-08,8.956871519565055e-08,8.946759941461942e-08,8.956871519565055e-08,8.956394405615384e-08,8.946484285647118e-08,3.036123503380304e-08,8.955690216425008e-08,0.0,0.0
translation_BSU32410_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32430_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32450_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32460_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32470_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32480_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32500_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32680_s,3.757335868158217e-14,3.625289871449279e-14,3.625817885492962e-14,3.511753040091404e-14,3.625817885492962e-14,2.3923789914416307e-14,3.625817885492962e-14,3.6255194686119385e-14,2.4429864658166207e-14,0.0,3.555003740550031e-14,0.0,0.0
transcription_TU_BSU32680_s,1.0433186217848083e-15,1.007613128255574e-15,1.0077215271993638e-15,9.761203946994725e-16,1.0077215271993638e-15,6.652127995982556e-16,1.0077215271993638e-15,1.0076605045467815e-15,6.792918503418741e-16,0.0,9.880939187573738e-16,0.0,0.0
translation_BSU32820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32830_s,2.655826784934479e-08,2.6492889779171737e-08,2.649549590878021e-08,2.64884224266229e-08,2.649549590878021e-08,2.6464602908145046e-08,2.649549590878021e-08,2.6494006676165895e-08,2.6463858720839675e-08,2.645641742327615e-08,2.6491772905720353e-08,0.0,0.0
translation_BSU32840_s,1.4242656809401102e-08,1.4207595885186548e-08,1.4208993499286414e-08,1.4205200135224216e-08,1.4208993499286414e-08,1.4192426213785899e-08,1.4208993499286414e-08,1.420819485424091e-08,1.4192027121328046e-08,1.4188036505373153e-08,1.4206996928757692e-08,0.0,0.0
translation_BSU33040_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33160_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33160_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33170_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33170_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33290_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33290_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33330_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33330_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33370_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33380_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33380_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33390_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33390_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33400_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33420_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33420_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33430_s,1.2326987088499191e-08,1.3062042714120905e-09,1.306267844205993e-09,1.3060233821653634e-09,1.306267844205993e-09,1.3044349703020289e-09,1.306267844205993e-09,1.3061494412384071e-09,0.0,1.3036505502269423e-09,1.3059694643756035e-09,0.0,0.0
translation_BSU33440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU33490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33500_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33630_s,2.611502566944164e-07,2.6107083736062646e-07,2.6107478737850816e-07,2.60937968610838e-07,2.6107478737850816e-07,2.6111688200492546e-07,2.6107478737850816e-07,2.610899395589671e-07,2.6113013385902256e-07,2.6136196962781876e-07,2.610865029573425e-07,0.0,0.0
translation_BSU33700_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33720_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33730_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33800_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33810_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU33900_s,7.098241519436036e-07,7.093790575136602e-07,7.093889792877757e-07,7.093205230755049e-07,7.093889792877757e-07,7.08560421919868e-07,7.093889792877757e-07,7.093740616632745e-07,7.085851431040021e-07,7.088703733313e-07,7.093268141291655e-07,0.0,0.0
translation_BSU33910_s,4.984546209470755e-08,6.966197186499287e-08,6.966913631519576e-08,7.946020595075961e-08,6.966913631519576e-08,0.0,6.966913631519576e-08,6.685853242930905e-08,0.0,4.930512541837876e-08,6.576969825709548e-08,0.0,0.0
translation_BSU33920_s,8.746058407331797e-08,4.725707655292531e-08,4.7253162492504003e-08,4.724653095420323e-08,4.7253162492504003e-08,1.0369818386826544e-07,4.7253162492504003e-08,4.725149707737281e-08,9.894132225545971e-08,3.236606940803817e-08,5.061128371603689e-08,0.0,0.0
translation_BSU33930_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
