,base,ASNt2r_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,CITt15_FWD_BSU07610-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,PYDX5Pt_s,CITt11_FWD_BSU07610-MONOMER_s,4FE4St_s,CBL1t_s,ASPt2r_FWD_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
transcription_TU_BSU_tRNA_43_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_44_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08790_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU08790_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08820_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08830_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08840_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08850_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08860_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_82_s,,0.0,0.0,0.0,0.0,0.0,5.794912747722794e-07,0.0,0.0,0.0,0.0,2.451107297231567e-07,0.0,0.0,8.591544838396986e-07,0.0,0.0
translation_BSU09130_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09240_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09240_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09280_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09290_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09300_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09310_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09310_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09410_s,,6.141170369936273e-08,6.141901720425756e-08,6.142314587739772e-08,6.141901749704115e-08,6.141886841322582e-08,5.607030774027932e-08,6.141901852222529e-08,3.8355965101661266e-08,2.29312715060123e-08,5.504771092465894e-08,5.866747369625276e-08,6.141775068418306e-08,4.449529369820968e-08,6.518136835906658e-08,0.0,0.0
translation_BSU09440_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09520_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09530_s,,3.7135295883613865e-11,3.714102983673884e-11,3.7137380906262104e-11,3.714102983673884e-11,3.714102983673884e-11,3.712851996424291e-11,3.714102983673884e-11,3.7076939013406905e-11,3.707641817661362e-11,3.711392777619825e-11,3.7125914006028846e-11,3.713894471165982e-11,3.712956237313624e-11,3.7135817133788563e-11,0.0,0.0
translation_BSU09540_s,,3.716163963036415e-08,3.71673776511505e-08,3.7163726132125645e-08,3.71673776511505e-08,3.71673776511505e-08,3.715485890416186e-08,3.71673776511505e-08,3.710324136184398e-08,3.7102720155569534e-08,3.714025636443162e-08,3.715225109728329e-08,3.7165291046885556e-08,3.715590205253915e-08,3.716216125031326e-08,0.0,0.0
translation_BSU09680_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09680_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09840_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09850_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09850_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10010_s,,0.0,0.0,0.0,0.0,0.0,1.0348699297542583e-07,0.0,0.0,0.0,0.0,1.0348358553982944e-07,0.0,0.0,0.0,0.0,0.0
translation_BSU10020_s,,3.5765268600228543e-07,3.345603781581266e-07,3.3452598644959716e-07,3.345603782945661e-07,3.3456076784580875e-07,0.0,3.345603787771581e-07,2.52688677033098e-07,3.340177103653976e-07,5.064813134109227e-07,0.0,3.156747295466174e-07,3.344684790578523e-07,3.0836979400929057e-07,0.0,0.0
transcription_TU_BSU10020_s,,9.931744755008891e-09,9.28993394460527e-09,9.289332026643969e-09,9.289933948393865e-09,9.289944765291349e-09,0.0,9.289933961794282e-09,7.021244358021227e-09,9.281115160545034e-09,1.406773534036794e-08,0.0,8.765715453685971e-09,9.288491661744648e-09,8.5631495976446e-09,0.0,0.0
translation_BSU10120_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10130_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10140_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10170_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10220_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10220_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10270_s,,0.0,0.0,0.0,-9.826607056420003e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10360_s,,1.4078535796514839e-08,1.4080709622315997e-08,1.4079326259207844e-08,1.4080709622315997e-08,1.4080709622315997e-08,1.40759669460143e-08,1.4080709622315997e-08,1.4056411850370549e-08,1.4056214393496601e-08,1.4070434833320755e-08,1.4074978989001221e-08,1.4079919120789977e-08,1.4076362138527788e-08,1.407873341010775e-08,0.0,0.0
transcription_TU_BSU10360_s,,3.9095029767048266e-10,3.909873099876099e-10,3.9096375657182177e-10,3.909873099876099e-10,3.909873099876099e-10,3.909065572125101e-10,3.909873099876099e-10,3.9057350553744734e-10,3.905701418186456e-10,3.908123520412229e-10,3.9088973435502747e-10,3.909738508401292e-10,3.909132864170384e-10,3.909536623826313e-10,0.0,0.0
translation_BSU10520_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10790_s,,9.523011194900781e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10870_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93643126609224e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10870_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0933606387962916e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11010_s,,6.003437243758145e-09,6.003615570055272e-09,6.0031416076901415e-09,6.003615579330702e-09,6.003642536402413e-09,6.00151506635089e-09,6.003615611754006e-09,6.000018724149911e-09,0.0,6.000823117264244e-09,6.00151618176833e-09,6.003444084546946e-09,3.366491710080928e-09,6.0037747535098e-09,0.0,0.0
translation_BSU11190_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11200_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11210_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11220_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11230_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11240_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11250_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11330_s,,1.1327557537425732e-08,1.1329306592668043e-08,1.1328193541891369e-08,1.1329306592668042e-08,1.1329306592668043e-08,1.1325490646218402e-08,1.1329306592668043e-08,1.1309756661217684e-08,1.1309597787870828e-08,1.1321039521062676e-08,1.1324695738276846e-08,1.1328670556957453e-08,1.1325808617206265e-08,1.1327716536868305e-08,0.0,0.0
translation_BSU11340_s,,1.4078535796514839e-08,1.4080709622315997e-08,1.4079326259207844e-08,1.4080709622315995e-08,1.4080709622315997e-08,1.40759669460143e-08,1.4080709622315997e-08,1.4056411850370549e-08,1.4056214393496601e-08,1.4070434833320755e-08,1.4074978989001221e-08,1.4079919120789977e-08,1.4076362138527788e-08,1.407873341010775e-08,0.0,0.0
translation_BSU11420_s,,2.7281730180807134e-09,2.728512435932226e-09,2.7284298493920303e-09,2.72851243641185e-09,2.7285121195178406e-09,2.7273770920822723e-09,2.728512439163061e-09,2.7247037279242537e-09,2.7239843739006667e-09,2.727125854866245e-09,2.727287289861519e-09,2.7284165558175944e-09,2.727777543681199e-09,2.728287844761332e-09,0.0,0.0
translation_BSU11610_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU11610_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11640_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU11640_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11650_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11670_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11710_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11720_s,,1.4078535796514839e-08,1.4080709622315997e-08,1.4079326259207844e-08,1.4080709622315995e-08,1.4080709622315997e-08,1.40759669460143e-08,1.4080709622315997e-08,1.4056411850370549e-08,1.4056214393496601e-08,1.4070434833320755e-08,1.4074978989001221e-08,1.4079919120789977e-08,1.4076362138527788e-08,1.407873341010775e-08,0.0,0.0
translation_BSU11870_s,,3.405573516900433e-08,3.4059204690193924e-08,3.405607706497806e-08,3.4059204707881e-08,3.405921747193717e-08,3.4050273937163276e-08,3.4059204775396154e-08,1.101115868907119e-08,2.300246590246666e-08,3.4038390299163476e-08,3.404837887645532e-08,3.405763909818746e-08,2.9212654682845325e-08,3.4056552944877457e-08,0.0,0.0
translation_BSU11880_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_83_s,,1.9310799188716276e-06,1.931300796306459e-06,1.9312224016427223e-06,1.93130079614744e-06,1.9312947589411373e-06,1.9310146960269303e-06,1.931300795253697e-06,1.9287915215860673e-06,1.929190388256474e-06,1.9304275209371734e-06,1.9309573924086276e-06,1.931237885971171e-06,1.9308998155664976e-06,1.931092630315409e-06,0.0,0.0
translation_BSU12010_s,,3.851012483435414e-05,3.8514336635292556e-05,3.850773841314791e-05,3.851433664542051e-05,3.851432598536384e-05,3.850890607815963e-05,3.851433671401119e-05,3.857170616730374e-05,3.8524521873802466e-05,3.848712282591551e-05,3.849806527379568e-05,3.8517673558658105e-05,3.8529910653850474e-05,3.8521457181832315e-05,0.0,0.0
translation_BSU12020_s,,3.851012483435414e-05,3.8514336635292556e-05,3.850773841314791e-05,3.851433664542051e-05,3.851432598536384e-05,3.8321183063349474e-05,3.851433671401119e-05,3.857170616730374e-05,3.8524521873802466e-05,3.848712282591551e-05,3.849806527379568e-05,3.8517673558658105e-05,3.859974224537425e-05,3.847328321856555e-05,0.0,0.0
translation_BSU12080_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU12080_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12160_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU12160_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12290_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12300_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12330_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12340_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12360_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12380_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12390_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12840_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12910_s,,9.052758523311605e-09,9.053949609523145e-09,9.05315200307402e-09,9.053949610391063e-09,9.053913854789223e-09,9.052128133698599e-09,9.053949614688034e-09,9.039392897936754e-09,9.038932058199052e-09,9.04664985146653e-09,9.051518047070927e-09,9.053539055926333e-09,9.051400469647505e-09,9.053021707281762e-09,0.0,0.0
translation_BSU12920_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12930_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12940_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12950_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12960_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13010_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13110_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13110_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13120_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13130_s,,2.415901529689456e-08,2.4162193937960756e-08,2.416006537279958e-08,2.416219394027696e-08,2.416209851962373e-08,2.4157332981800835e-08,2.416219395174425e-08,2.412334657259886e-08,2.4122116733733294e-08,2.41427131392518e-08,2.4155704849101573e-08,2.4161098297267363e-08,2.4155391071288578e-08,2.4159717653589993e-08,0.0,0.0
translation_BSU13170_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13180_s,,1.8038153167552363e-08,1.8038688973446682e-08,1.8037264888311655e-08,1.803868900131599e-08,1.8038769997546767e-08,1.803237772107404e-08,1.8038689098736265e-08,1.8027881755060505e-08,0.0,1.8030298664843035e-08,1.8032381072499202e-08,1.8038173721643488e-08,1.0115087513719238e-08,1.8039167262036684e-08,0.0,0.0
transcription_TU_BSU13180_s,,5.00905879148746e-10,5.00890840490965e-10,5.008703335078559e-10,5.008908412648285e-10,5.008930903346012e-10,5.007808501068258e-10,5.008908439699543e-10,5.009253463431318e-10,0.0,5.007992654588058e-10,5.007945413436116e-10,5.008874114667847e-10,2.8090511337167756e-10,5.009313197423582e-10,0.0,0.0
translation_BSU13300_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13450_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13550_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13560_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13580_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13590_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13600_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13610_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13620_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13730_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13730_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13850_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13890_s,,7.897598823546946e-07,7.898153922314856e-07,7.897807255335274e-07,7.898153943159682e-07,7.898168317159096e-07,7.896883059770626e-07,7.898154017355925e-07,7.891334486449706e-07,7.891273899209985e-07,7.895330661916737e-07,7.896569798407834e-07,7.897928762013185e-07,7.896993914221081e-07,7.897659040923805e-07,0.0,0.0
translation_BSU13900_s,,7.897598823546946e-07,7.898153922314856e-07,7.897807255335274e-07,7.898153943159682e-07,7.898168317159096e-07,7.896883059770626e-07,7.898154017355925e-07,7.891334486449706e-07,7.891273899209985e-07,7.895330661916737e-07,7.896569798407834e-07,7.897928762013185e-07,7.896993914221081e-07,7.897659040923805e-07,0.0,0.0
translation_BSU13910_s,,7.897598823546946e-07,7.898153922314856e-07,7.897807255335274e-07,7.898153943159682e-07,7.898168317159096e-07,7.896883059770626e-07,7.898154017355925e-07,7.891334486449706e-07,7.891273899209985e-07,7.895330661916737e-07,7.896569798407834e-07,7.897928762013185e-07,7.896993914221081e-07,7.897659040923805e-07,0.0,0.0
translation_BSU13960_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13960_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14000_s,,4.9199176035598207e-08,4.9207504321413766e-08,4.920174421450466e-08,4.9207504318236664e-08,4.920746640482076e-08,4.9192137026922355e-08,4.920750429872157e-08,4.9119829579710243e-08,4.912235805403442e-08,1.4115247303626852e-08,4.9187249782035635e-08,4.920481495032878e-08,4.9192008892171575e-08,4.9200299056669386e-08,0.0,0.0
transcription_TU_BSU14000_s,,1.3662239308310107e-09,1.3663735892501661e-09,1.3662655722185768e-09,1.3663735891619457e-09,1.3663725363979234e-09,1.3661248993317098e-09,1.3663735886200586e-09,1.36485073392636e-09,1.3649284092100348e-09,3.920570375913546e-10,1.3660262666096278e-09,1.3663285858368363e-09,1.3661065033885357e-09,1.3662476975887567e-09,0.0,0.0
translation_BSU14180_s,,7.468246644756884e-08,7.469510846672657e-08,7.468636484486871e-08,7.469510846190385e-08,7.469505091078939e-08,7.467178150177059e-08,7.469510843228067e-08,7.456202156399398e-08,7.456585969125737e-08,2.1426405238768784e-08,7.466436285105966e-08,7.469102610433751e-08,7.467158699812243e-08,7.468417115057866e-08,0.0,0.0
transcription_TU_BSU14180_s,,2.0738756437775766e-09,2.074102819530664e-09,2.0739388538103525e-09,2.0741028193967494e-09,2.074101221341251e-09,2.0737253177514165e-09,2.0741028185741853e-09,2.0717911834263854e-09,2.0719090915344937e-09,5.951275796623931e-10,2.073575597053814e-09,2.074034506071439e-09,2.0736973934136616e-09,2.0739117208063193e-09,0.0,0.0
translation_BSU14190_s,,1.7912175826289668e-08,1.7915207944546118e-08,1.791311083528438e-08,1.791520794338942e-08,1.7915194140073456e-08,1.790961310123603e-08,1.7915207936284467e-08,1.7883287788245497e-08,1.788420834180587e-08,5.1390045912798615e-09,1.790783377896336e-08,1.7914228812543957e-08,1.7909566450613597e-08,1.791258468986228e-08,0.0,0.0
transcription_TU_BSU14190_s,,4.974075836030843e-10,4.974620704488774e-10,4.974227441792531e-10,4.974620704167586e-10,4.974616871320008e-10,4.973715287385366e-10,4.974620702194712e-10,4.969076373360487e-10,4.969359169425514e-10,1.4273805289319038e-10,4.9733561905869e-10,4.974456858441481e-10,4.973648312408308e-10,4.974162364785564e-10,0.0,0.0
translation_BSU14390_s,,3.419087591504148e-11,3.419615522883537e-11,3.419279561835742e-11,3.419615522883537e-11,3.419615522883537e-11,3.418463725144907e-11,3.419615522883537e-11,3.413714610192003e-11,3.4136666561748144e-11,3.417120206320315e-11,3.418223791702028e-11,3.419423543121029e-11,3.418559700879788e-11,3.419135583581819e-11,0.0,0.0
translation_BSU14400_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14520_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14520_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14530_s,,1.643618667814705e-11,1.6437067917955546e-11,1.6436170790374852e-11,1.643706791823211e-11,1.643706542699918e-11,1.6432429947008547e-11,1.643706790648931e-11,1.640806666108191e-11,1.6402264891520728e-11,1.6429369253371305e-11,1.6431184188493605e-11,1.6436117568769652e-11,1.6425713921789685e-11,1.6436368349930212e-11,0.0,0.0
translation_BSU14540_s,,4.764066783436351e-08,4.764000784877307e-08,4.7630948196099815e-08,4.764000785154827e-08,4.7643280954573185e-08,4.765662446283708e-08,4.7640007817609134e-08,4.749019997854709e-08,4.757902801013903e-08,4.756377880089066e-08,4.763437874224145e-08,4.7633326825669054e-08,4.761988369088887e-08,4.7644679659535985e-08,0.0,0.0
translation_BSU14580_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14590_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14600_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14610_s,,1.4989198173760424e-07,1.499139621171064e-07,1.4989902628884978e-07,1.4991396214062414e-07,1.4991399084270577e-07,1.4986759423047368e-07,1.4991396222811923e-07,1.1029434927903129e-07,1.4966020427497744e-07,1.3704576292725343e-07,1.4985841892841497e-07,1.4990608385694652e-07,1.4986928114183343e-07,1.4234369038890976e-07,0.0,0.0
translation_BSU14630_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14670_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14670_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14730_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14830_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14830_s,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
