,base,PSER_Lt6_FWD_CPLX_dummy_s,CBL1t_s,HISt2r_FWD_BSU39390-MONOMER_s,TYRt2r_REV_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,ASPt2r_FWD_CPLX_dummy_s,PYDX5Pt_s,4FE4St_s,METt3_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
transcription_TU_BSU_tRNA_39_s,5.8227175564297e-07,5.814239688186843e-07,5.815720632407984e-07,5.815171523076391e-07,5.815474131341901e-07,5.815300404252713e-07,5.813272157131021e-07,5.814406550560279e-07,5.809675404128195e-07,5.815805602615947e-07,5.815720632407984e-07,0.0,0.0
transcription_TU_BSU_tRNA_40_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_41_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_42_s,1.6386175494351518e-07,1.635432094342985e-07,1.635985277256796e-07,1.6359552842811823e-07,1.6358729471128433e-07,1.635900687260116e-07,1.636311110949776e-07,1.635428169525809e-07,1.6335816767148987e-07,1.6359503124745743e-07,1.635985277256796e-07,0.0,0.0
transcription_TU_BSU_tRNA_43_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_44_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU08790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08840_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08850_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_82_s,0.0,0.0,0.0,0.0,0.0,0.0,5.783435289682176e-07,0.0,0.0,8.236220065655436e-07,0.0,0.0,0.0
translation_BSU09130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09280_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09290_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09410_s,6.141947128129655e-08,2.3954168938926302e-08,2.66881636014413e-08,2.6694577224587698e-08,2.6688029230768968e-08,2.6681717167200693e-08,2.033757686773431e-08,2.136055299787896e-08,3.691940270688685e-09,2.6687674787274004e-08,2.66881636014413e-08,0.0,0.0
translation_BSU09440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09530_s,3.714129048148922e-11,3.705975333078049e-11,3.7071210009884086e-11,3.706704373989392e-11,3.7069126845623064e-11,3.706496069269667e-11,3.7048298422266265e-11,3.705871190229616e-11,3.7007179481705615e-11,3.7071210009884086e-11,3.7071210009884086e-11,0.0,0.0
translation_BSU09540_s,3.716763848080204e-08,3.7086043487709186e-08,3.709750829417103e-08,3.709333906863254e-08,3.7095423652115083e-08,3.70912545437234e-08,3.707458045309278e-08,3.7085001320436397e-08,3.703343234279129e-08,3.709750829417103e-08,3.709750829417103e-08,0.0,0.0
translation_BSU09680_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09680_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09840_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09850_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09850_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10010_s,0.0,1.033126702182807e-07,0.0,0.0,0.0,0.0,0.0,1.0330813354856194e-07,0.0,0.0,0.0,0.0,0.0
translation_BSU10020_s,3.3456330668083426e-07,0.0,3.078557953999079e-07,3.0781958338020337e-07,2.889851340036009e-07,3.308989997466448e-07,4.414469603368549e-07,0.0,2.261248201567885e-07,3.0785625366007236e-07,3.078557953999079e-07,0.0,0.0
transcription_TU_BSU10020_s,9.28999004278842e-09,0.0,8.55463740915222e-09,8.554003141318343e-09,8.030437720586157e-09,9.19555735247849e-09,1.22697777216765e-08,0.0,6.287717636173678e-09,8.5546501431972e-09,8.55463740915222e-09,0.0,0.0
translation_BSU10120_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10140_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10170_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10220_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10220_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10270_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10360_s,1.4080808436566999e-08,1.4049896505809898e-08,1.4054239901036227e-08,1.4052660406924256e-08,1.4053450142885093e-08,1.4051870693153715e-08,1.4045553781839993e-08,1.4049501684983853e-08,1.4029964987868557e-08,1.4054239901036227e-08,1.4054239901036227e-08,0.0,0.0
transcription_TU_BSU10360_s,3.9098899239093445e-10,3.9046250745840886e-10,3.905365051141092e-10,3.9050959638340145e-10,3.905230506784308e-10,3.9049614222902114e-10,3.9038851405732904e-10,3.9045578060977287e-10,3.901228455503185e-10,3.905365051141092e-10,3.905365051141092e-10,0.0,0.0
translation_BSU10520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10790_s,0.0,0.0,0.0,0.0,0.0,9.507549621342057e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10870_s,0.0,0.0,0.0,0.0,0.0,0.0,3.929407592897339e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10870_s,0.0,0.0,0.0,0.0,0.0,0.0,1.0921574294209296e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11010_s,6.003688275792116e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11190_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11210_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11220_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11230_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11250_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11330_s,1.132938609838724e-08,1.1304514429961987e-08,1.1308009115776274e-08,1.1306738258444804e-08,1.1307373678183407e-08,1.130610285656046e-08,1.1301020284239072e-08,1.1304196758032985e-08,1.1288477576445966e-08,1.1308009115776274e-08,1.1308009115776274e-08,0.0,0.0
translation_BSU11340_s,1.4080808436566999e-08,1.4049896505809898e-08,1.4054239901036227e-08,1.4052660406924256e-08,1.4053450142885093e-08,1.4051870693153715e-08,1.4045553781839991e-08,1.4049501684983853e-08,1.4029964987868557e-08,1.4054239901036227e-08,1.4054239901036227e-08,0.0,0.0
translation_BSU11420_s,2.728554241212448e-09,2.7227828539002902e-09,2.7237815027683344e-09,2.7236604256103185e-09,2.7236856510998173e-09,2.723404080338919e-09,2.7227896079733173e-09,2.7226632909609342e-09,2.7199629721131875e-09,2.7237808297041457e-09,2.7237815027683344e-09,0.0,0.0
translation_BSU11610_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU11610_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11640_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU11640_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11650_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11670_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11720_s,1.4080808436566999e-08,1.4049896505809898e-08,1.4054239901036227e-08,1.4052660406924256e-08,1.4053450142885093e-08,1.4051870693153715e-08,1.4045553781839991e-08,1.4049501684983853e-08,1.4029964987868557e-08,1.4054239901036227e-08,1.4054239901036227e-08,0.0,0.0
translation_BSU11870_s,3.405948769285555e-08,2.2994609645549815e-08,2.2999438564642847e-08,2.2996861310172212e-08,2.2998188750310036e-08,2.299597707988031e-08,2.2986280782866573e-08,2.299380632130354e-08,0.0,2.2999392454670007e-08,2.2999438564642847e-08,0.0,0.0
translation_BSU11880_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_83_s,1.931300330478209e-06,1.928720742809411e-06,1.928970081483137e-06,1.9288755659796314e-06,1.928907193121245e-06,1.9287332492505147e-06,1.928227424414254e-06,1.9286589163966442e-06,1.9264662670032147e-06,1.928967770347471e-06,1.928970081483137e-06,0.0,0.0
translation_BSU12010_s,3.851447193470232e-05,3.851932017708739e-05,3.8531609200736095e-05,3.8524746400614505e-05,3.853494155754021e-05,3.8527129575584826e-05,3.851196719339426e-05,3.8526198752511645e-05,3.858875290959698e-05,3.853158859554059e-05,3.8531609200736095e-05,0.0,0.0
translation_BSU12020_s,3.851447193470232e-05,3.851932017708739e-05,3.8531609200736095e-05,3.8524746400614505e-05,3.853494155754021e-05,3.8527129575584826e-05,3.851196719339426e-05,3.859505811970885e-05,3.858875290959698e-05,3.856139242219864e-05,3.8531609200736095e-05,0.0,0.0
translation_BSU12080_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU12080_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12160_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU12160_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12290_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12330_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12340_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12360_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12380_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12390_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12840_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12910_s,9.054081102507453e-09,9.036269270767337e-09,9.038001292306706e-09,9.03707765943565e-09,9.037590998116252e-09,9.036684430216308e-09,9.031717853594774e-09,9.035743796590699e-09,9.023463643478834e-09,9.037957067864592e-09,9.038001292306706e-09,0.0,0.0
translation_BSU12920_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12930_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12940_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12950_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12960_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13010_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13110_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13110_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13120_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13130_s,2.4162544852106e-08,2.4115010576849783e-08,2.4119632807162943e-08,2.4117167916422393e-08,2.4118537858744968e-08,2.4116118509139428e-08,2.4102864250753563e-08,2.4113608248638026e-08,2.4080836314413356e-08,2.4119514785791804e-08,2.4119632807162943e-08,0.0,0.0
translation_BSU13170_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13180_s,1.8038907427836074e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13180_s,5.008955466453704e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13450_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13550_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13560_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13580_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13600_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13610_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13620_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13730_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13730_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13850_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU13890_s,7.898209552376397e-07,7.889527173335781e-07,7.890763252418516e-07,7.890291680352191e-07,7.890537818592286e-07,7.890082825791674e-07,7.888338332935741e-07,7.889455811590203e-07,7.883912548221129e-07,7.890786064995652e-07,7.890763252418516e-07,0.0,0.0
translation_BSU13900_s,7.898209552376397e-07,7.889527173335781e-07,7.890763252418516e-07,7.890291680352191e-07,7.890537818592286e-07,7.890082825791674e-07,7.888338332935741e-07,7.889455811590203e-07,7.883912548221129e-07,7.890786064995652e-07,7.890763252418516e-07,0.0,0.0
translation_BSU13910_s,7.898209552376397e-07,7.889527173335781e-07,7.890763252418516e-07,7.890291680352191e-07,7.890537818592286e-07,7.890082825791674e-07,7.888338332935741e-07,7.889455811590203e-07,7.883912548221129e-07,7.890786064995652e-07,7.890763252418516e-07,0.0,0.0
translation_BSU13960_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU13960_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14000_s,4.9207753251640846e-08,4.9099560217227246e-08,4.911486345684875e-08,4.910842780778087e-08,4.91121765460862e-08,4.9105861323241254e-08,1.4090287009294404e-08,4.909837172441498e-08,4.9027360857642295e-08,4.911473750551625e-08,4.911486345684875e-08,0.0,0.0
transcription_TU_BSU14000_s,1.3663767920964315e-09,1.36453228602758e-09,1.3647943438179215e-09,1.3646748563560646e-09,1.3647493544455578e-09,1.3646332097904711e-09,3.9163184973964975e-10,1.3645140936788522e-09,1.3632745016929268e-09,1.3647908439066096e-09,1.3647943438179215e-09,0.0,0.0
translation_BSU14180_s,7.469548633328511e-08,7.453125344742116e-08,7.455448317953588e-08,7.454471411053293e-08,7.455040455182215e-08,7.454081828521708e-08,2.138851646716302e-08,7.452944936081387e-08,7.442165758252624e-08,7.455429199023312e-08,7.455448317953588e-08,0.0,0.0
transcription_TU_BSU14180_s,2.0741076813287275e-09,2.071307791702534e-09,2.071705585399736e-09,2.071524208005233e-09,2.0716372932541598e-09,2.07146099011241e-09,5.944821607747702e-10,2.0712801764133576e-09,2.069398523215943e-09,2.071700272668301e-09,2.071705585399736e-09,0.0,0.0
translation_BSU14190_s,1.7915298573746754e-08,1.7875908225945113e-08,1.7881479748496913e-08,1.7879136691418543e-08,1.788050151223593e-08,1.7878202299299947e-08,5.129917179319237e-09,1.7875475525767242e-08,1.7849622264926266e-08,1.788143389280186e-08,1.7881479748496913e-08,0.0,0.0
transcription_TU_BSU14190_s,4.974632365242078e-10,4.967916985091397e-10,4.968871071235818e-10,4.968436047603659e-10,4.968707276308132e-10,4.968284422990082e-10,1.4258325274870361e-10,4.967850751350233e-10,4.963337710402415e-10,4.968858328943803e-10,4.968871071235818e-10,0.0,0.0
translation_BSU14390_s,3.4196395207327704e-11,3.4121323054648865e-11,3.4131871345279357e-11,3.412803541461359e-11,3.4129953353001e-11,3.412611753011713e-11,3.4110776394219515e-11,3.4120364199973425e-11,3.4072917732775874e-11,3.4131871345279357e-11,3.4131871345279357e-11,0.0,0.0
translation_BSU14400_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14530_s,1.643713925374588e-11,1.6397208736433442e-11,1.6401558264767134e-11,1.6400521668580995e-11,1.640060906936589e-11,1.6400535900571658e-11,1.6394748681687455e-11,1.6396854725804607e-11,1.6372533551621146e-11,1.6401554034798504e-11,1.6401558264767134e-11,0.0,0.0
translation_BSU14540_s,4.763847951942748e-08,4.757849750944221e-08,4.757901550343865e-08,4.7569821675350434e-08,4.757233649616478e-08,4.757952350467642e-08,4.750851662500577e-08,4.7594360001322395e-08,4.743100862536245e-08,4.758417301410967e-08,4.757901550343865e-08,0.0,0.0
translation_BSU14580_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14600_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14610_s,1.4991506993414146e-07,1.420574861291253e-07,1.420979222458529e-07,1.420817416700713e-07,1.4208998305249978e-07,1.42073792430583e-07,1.29270465684299e-07,1.4205341139604724e-07,1.025491242161377e-07,1.420979247279247e-07,1.420979222458529e-07,0.0,0.0
translation_BSU14630_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14670_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14670_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14730_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU14830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14870_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14880_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14890_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14910_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU14920_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15020_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15020_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15080_s,3.306367217524935e-06,3.302046275192327e-06,3.302629493977e-06,3.302410446256653e-06,3.3025207157392603e-06,3.3022900536008347e-06,3.3014032787265324e-06,3.301986233044048e-06,3.299186591472233e-06,3.302628296041934e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU15080_s,9.180958555598916e-08,9.17675989870911e-08,9.177283078606472e-08,9.177073473038387e-08,9.177180348785445e-08,9.176938463294235e-08,9.176070522419844e-08,9.176692818677853e-08,9.173850841249598e-08,9.177279749807637e-08,9.177283078606472e-08,0.0,0.0
translation_BSU15110_s,9.141897802002168e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15140_s,1.536146188652035e-12,1.532453777793006e-12,1.5329613405245503e-12,1.5327735283904291e-12,1.5328677791103946e-12,1.5326745821313191e-12,1.5319185606641229e-12,1.5324043809458947e-12,1.5300401892083648e-12,1.5329607844863547e-12,1.5329613405245503e-12,0.0,0.0
translation_BSU15180_s,8.61530651986537e-08,8.596393134331222e-08,8.599050629558169e-08,8.598084220137698e-08,8.598567418059394e-08,8.597601035793075e-08,8.593736049810795e-08,8.596151564221657e-08,8.584198086209915e-08,8.599050629558169e-08,8.599050629558169e-08,0.0,0.0
translation_BSU15190_s,1.184422403031497e-07,1.1818222126038942e-07,1.1821875619824088e-07,1.1820547011299868e-07,1.1821211306229176e-07,1.1819882735036169e-07,1.1814569196888383e-07,1.18178900182387e-07,1.1801456514545472e-07,1.1821875619824088e-07,1.1821875619824088e-07,0.0,0.0
translation_BSU15200_s,9.211389489330689e-08,9.191167508799269e-08,9.194008873009006e-08,9.192975598852411e-08,9.19349222867248e-08,9.1924589835488e-08,9.188326583712357e-08,9.190909224736705e-08,9.178128699579021e-08,9.194008873009006e-08,9.194008873009006e-08,0.0,0.0
translation_BSU15220_s,1.084795646384411e-07,1.0824141689246682e-07,1.0827487872282461e-07,1.0826271018616797e-07,1.0826879436901848e-07,1.082566261742731e-07,1.08207960233517e-07,1.082383751643223e-07,1.0808786303946186e-07,1.0827487872282461e-07,1.0827487872282461e-07,0.0,0.0
translation_BSU15230_s,1.23540543653943e-07,1.2326933218562929e-07,1.2330743975665277e-07,1.2329358177668165e-07,1.2330051066932194e-07,1.2328665307873203e-07,1.2323123050399658e-07,1.2326586815302668e-07,1.230944593739286e-07,1.2330743975665277e-07,1.2330743975665277e-07,0.0,0.0
translation_BSU15320_s,7.969214654058809e-11,7.953081288702063e-11,7.954853331608362e-11,7.954208599973393e-11,7.954531042789099e-11,8.070388649897094e-11,7.947231876692365e-11,7.95292000630762e-11,7.937593864005896e-11,7.95485328769154e-11,7.954853331608362e-11,0.0,0.0
translation_BSU15350_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU15350_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU15430_s,1.4787327674352465e-08,1.4758463418006082e-08,1.476074620886299e-08,1.4759094864733858e-08,1.475995935620498e-08,1.4758673570100551e-08,1.4752680290063821e-08,1.4757891540450938e-08,1.4738337164790188e-08,1.476070009889015e-08,1.476074620886299e-08,0.0,0.0
