,base,HISt2r_FWD_BSU39390-MONOMER_s,ASPt2r_FWD_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,4FE4St_s,CBL1t_s,METt3_FWD_CPLX_dummy_s,PYDX5Pt_s,TYRt2r_REV_CPLX_dummy_s,PSER_Lt6_FWD_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
transcription_TU_BSU_tRNA_10_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00680_s,8.478486994567146e-07,7.803878517142529e-07,7.589398177406189e-07,8.352357198372481e-07,7.648610084496567e-07,7.788589647840147e-07,7.788589647840147e-07,7.59529062641675e-07,7.789688364893035e-07,7.634689393464824e-07,7.918424815301995e-07,0.0,0.0
transcription_TU_BSU00680_s,2.3542647440587368e-08,2.168491334466132e-08,2.1093171701920765e-08,2.3209495096963096e-08,2.1266759681218913e-08,2.164148855576828e-08,2.164148855576828e-08,2.1107253272332994e-08,2.1645012053498164e-08,2.121651145507183e-08,2.200356600678824e-08,0.0,0.0
translation_BSU00730_s,0.0,0.0,0.0,0.0,5.233764446369961e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00740_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00750_s,2.7285542412124478e-09,2.7239232040587346e-09,2.723015263010633e-09,2.7236175417803792e-09,2.720219934751125e-09,2.7240451827151086e-09,2.7240451827151086e-09,0.0,2.72394931277598e-09,0.0,2.7237815027683344e-09,0.0,0.0
translation_BSU00760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00770_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00780_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00810_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00820_s,1.2604904372450457e-08,1.2581417675324204e-08,1.2575372467420777e-08,1.2580867951477651e-08,1.2560538579612631e-08,1.2583229935756912e-08,1.2583229935756912e-08,1.2578964128822997e-08,1.2582549488295346e-08,1.2579142052476575e-08,1.25811055256454e-08,0.0,0.0
transcription_TU_BSU_rRNA_9_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_10_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_11_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00900_s,4.543077345270926e-10,4.5346962997530503e-10,4.532339529735842e-10,4.534441484272109e-10,4.52737321066448e-10,4.5352059521935797e-10,4.5352059521935797e-10,4.533613383404675e-10,4.534951122393542e-10,4.5337407786159355e-10,4.5345051874711353e-10,0.0,0.0
translation_BSU00910_s,5.201466704468999e-10,5.191871065676881e-10,5.189172749129979e-10,5.191579321966799e-10,5.183486703894507e-10,5.19245457768841e-10,5.19245457768841e-10,5.19063121152039e-10,5.192162817584086e-10,5.19077706903047e-10,5.191652257125838e-10,0.0,0.0
translation_BSU00930_s,0.0,0.0,0.0,0.0,8.718139210614025e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00940_s,1.3090935474577966e-09,1.3062204388389308e-09,1.3062673091266142e-09,1.3062771328115534e-09,1.3035343403635153e-09,1.3063412126718946e-09,1.3063412126718946e-09,1.305776204296745e-09,1.3062228137659196e-09,1.3057292165462513e-09,1.3060248892524617e-09,0.0,0.0
translation_BSU00980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.809532452392153e-12,0.0,4.809682310039687e-12,0.0,0.0,0.0
translation_BSU00990_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU00990_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01000_s,2.611502566944164e-07,2.6112627073946075e-07,2.6107478737850816e-07,2.6105786608070014e-07,2.6133977160461873e-07,2.611340111395567e-07,2.611340111395567e-07,2.6115673688162493e-07,2.611491897873855e-07,2.6116651315326527e-07,2.6114215020438067e-07,0.0,0.0
transcription_TU_BSU01000_s,7.25149242584811e-09,7.256008074140498e-09,7.256036893164311e-09,7.254265016352873e-09,7.266483787852658e-09,7.255907640693014e-09,7.255907640693014e-09,7.257525301223448e-09,7.256487160878685e-09,7.257718071334331e-09,7.2565676548102145e-09,0.0,0.0
translation_BSU01010_s,3.177793653288443e-11,3.1720983980709335e-11,3.170870016622359e-11,3.1720713708186745e-11,3.167297686548133e-11,3.1723834818253044e-11,3.1723834818253044e-11,3.17154607931256e-11,3.172205009718293e-11,3.1715159578021855e-11,3.171902596317785e-11,0.0,0.0
transcription_TU_BSU01010_s,8.823941779499707e-13,8.814422050754084e-13,8.812781216856177e-13,8.814538600262314e-13,8.80658812445311e-13,8.814830915564975e-13,8.814830915564975e-13,8.813701759889943e-13,8.81452664794281e-13,8.813522224787703e-13,8.814021699152749e-13,0.0,0.0
translation_BSU01020_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01020_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01030_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01030_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01040_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
translation_BSU01050_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
translation_BSU01070_s,4.763847951942748e-08,4.7575653652777224e-08,4.750692155413027e-08,4.758907703477647e-08,4.743286680929871e-08,4.75775754607069e-08,4.75775754607069e-08,4.758206246240944e-08,4.75708981143064e-08,4.7578117206598594e-08,4.757901550343865e-08,0.0,0.0
translation_BSU01080_s,4.763847951942748e-08,4.7575653652777224e-08,4.750692155413027e-08,4.758907703477647e-08,4.743286680929871e-08,4.75775754607069e-08,4.75775754607069e-08,4.758206246240944e-08,4.75708981143064e-08,4.7578117206598594e-08,4.757901550343865e-08,0.0,0.0
transcription_TU_BSU01080_s,1.3228019676744e-09,1.3220015207948829e-09,1.3203572008570329e-09,1.3224032735607466e-09,1.3188584177788117e-09,1.321997436505879e-09,1.321997436505879e-09,1.322301795958871e-09,1.3218406370664021e-09,1.3221777818343412e-09,1.322116497393284e-09,0.0,0.0
translation_BSU01100_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01100_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01110_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01110_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01120_s,2.136177851757439e-07,2.1322766161370123e-07,2.1311753605412178e-07,2.1321555893589857e-07,2.128850585918369e-07,2.1325129494085237e-07,2.1325129494085237e-07,2.131789527659872e-07,2.132395965647918e-07,2.1318502459771856e-07,2.1321883422184932e-07,0.0,0.0
transcription_TU_BSU01120_s,5.931634036419752e-09,5.92503247535296e-09,5.923163702311158e-09,5.9248249951322255e-09,5.919213204463926e-09,5.925431519228939e-09,5.925431519228939e-09,5.924226431458098e-09,5.925235287626789e-09,5.924330753126538e-09,5.924883802173189e-09,0.0,0.0
translation_BSU01130_s,2.1361778356451112e-07,2.1322766000740923e-07,2.1311753444888362e-07,2.1321555732970408e-07,2.1288505698972773e-07,2.132512933342984e-07,2.132512933342984e-07,2.1317895116022913e-07,2.1323959495841239e-07,2.13185022991973e-07,2.1321883261571963e-07,0.0,0.0
transcription_TU_BSU01130_s,5.93163399167983e-09,5.925032430718356e-09,5.923163657696865e-09,5.9248249504993596e-09,5.919213159917701e-09,5.925431474588995e-09,5.925431474588995e-09,5.924226386834206e-09,5.925235242990728e-09,5.9243307085034806e-09,5.924883757542367e-09,0.0,0.0
translation_BSU01150_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01150_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01160_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01160_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01170_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01170_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01180_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01180_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01190_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01190_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01200_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01200_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01210_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01210_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01220_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01220_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01230_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01230_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01240_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01240_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01250_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01250_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01260_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01260_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01270_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01270_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01280_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01280_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01290_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01290_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01300_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01300_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01310_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01310_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01320_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01320_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01330_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01330_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01340_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01340_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01350_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01350_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01360_s,2.611502566944164e-07,2.6112627073946075e-07,2.6107478737850816e-07,2.6105786608070014e-07,2.6133977160461873e-07,2.611340111395567e-07,2.611340111395567e-07,2.6115673688162493e-07,2.611491897873855e-07,2.6116651315326527e-07,2.6114215020438067e-07,0.0,0.0
transcription_TU_BSU01360_s,7.25149242584811e-09,7.256008074140498e-09,7.256036893164311e-09,7.254265016352873e-09,7.266483787852658e-09,7.255907640693014e-09,7.255907640693014e-09,7.257525301223448e-09,7.256487160878685e-09,7.257718071334331e-09,7.2565676548102145e-09,0.0,0.0
translation_BSU01370_s,4.7012594579324235e-08,5.240722923667573e-08,5.764091543398362e-08,4.819090506551103e-08,5.5887731292329335e-08,5.2816184205739664e-08,5.2816184205739664e-08,5.353631798520059e-08,5.2774826467267114e-08,5.386367800617845e-08,4.9533004291034696e-08,0.0,0.0
transcription_TU_BSU01370_s,1.3054227011936403e-09,1.4562582210047474e-09,1.6020107232276518e-09,1.3391268455977166e-09,1.5539437066240992e-09,1.4675581815570875e-09,1.4675581815570875e-09,1.4877700914453227e-09,1.466440891465568e-09,1.4968511258737052e-09,1.3764135605936675e-09,0.0,0.0
translation_BSU01380_s,4.928035810752193e-11,4.910924779381003e-11,4.9085825592810136e-11,4.9135818648072016e-11,4.892027303041089e-11,4.911519379607181e-11,4.911519379607181e-11,4.9105954626732975e-11,4.9110843940449815e-11,4.9112078064472696e-11,4.910767473447867e-11,0.0,0.0
transcription_TU_BSU01380_s,1.3683928481752794e-12,1.3646160437928058e-12,1.3642395920693922e-12,1.3653840645367922e-12,1.3602153575407955e-12,1.3647219233674597e-12,1.3647219233674597e-12,1.364650640070548e-12,1.3646307262294443e-12,1.364805970664886e-12,1.364594584988528e-12,0.0,0.0
translation_BSU01390_s,5.860833487585889e-10,5.848391565776646e-10,5.845862135982474e-10,5.848256898910383e-10,5.837478065860231e-10,5.8490222838754e-10,5.8490222838754e-10,5.847144393328795e-10,5.848551743347833e-10,5.847014366867945e-10,5.847915631755386e-10,0.0,0.0
transcription_TU_BSU01390_s,1.627407538569527e-11,1.6251132565804195e-11,1.6247371780693446e-11,1.625111170383016e-11,1.623095461784248e-11,1.625217844851095e-11,1.625217844851095e-11,1.6249168557242892e-11,1.625122431736842e-11,1.6248630546621974e-11,1.6250075059979083e-11,0.0,0.0
translation_BSU01400_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01400_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01410_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01410_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01420_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
transcription_TU_BSU01420_s,9.180958555598916e-08,9.177362976088879e-08,9.176337540082577e-08,9.177244304147351e-08,9.174145130007649e-08,9.177577277866314e-08,9.177577277866314e-08,9.176972719861879e-08,9.177474544462014e-08,9.177032110561197e-08,9.177283078606472e-08,0.0,0.0
translation_BSU01430_s,4.763847951942748e-08,4.7575653652777224e-08,4.750692155413027e-08,4.758907703477647e-08,4.743286680929871e-08,4.75775754607069e-08,4.75775754607069e-08,4.758206246240944e-08,4.75708981143064e-08,4.7578117206598594e-08,4.757901550343865e-08,0.0,0.0
transcription_TU_BSU01430_s,1.3228019676744e-09,1.3220015207948829e-09,1.3203572008570329e-09,1.3224032735607466e-09,1.3188584177788117e-09,1.321997436505879e-09,1.321997436505879e-09,1.322301795958871e-09,1.3218406370664021e-09,1.3221777818343412e-09,1.322116497393284e-09,0.0,0.0
translation_BSU01440_s,3.306367217524935e-06,3.3027121037931817e-06,3.3016788743830756e-06,3.3025975879586306e-06,3.299489908656822e-06,3.302932845605498e-06,3.302932845605498e-06,3.302266475828619e-06,3.3028240641032097e-06,3.3023237522509317e-06,3.302629493977e-06,0.0,0.0
