,base,asp__L_s,cbl1_s,man6p_c,pser__L_s,acnam_s,3amp_s,so4_s,f6p_s,adn_c,pep_s,6pgc_s,leu__L_s,gmp_s,pi_c,pyr_c,zn2_s,arg__L_s,k_s,mg2_s,mn2_s,met__L_c
transcription_TU_BSU01130_s,1.2200122363669176e-10,1.220021982282909e-10,1.220021982282909e-10,1.1897625061631855e-10,1.2135051194644107e-10,1.225240530429351e-10,1.9081609733024404e-10,1.2198809981250912e-10,1.220021982282909e-10,1.9084705451760924e-10,6.815972269897314e-11,1.1869975704946317e-10,1.2230853853689443e-10,1.2201179480325148e-10,1.220021982282909e-10,5.4538923830475944e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01150_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01150_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01160_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01160_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01170_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01170_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01180_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01180_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01190_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01190_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01200_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01200_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01210_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01210_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01220_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01220_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01230_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01230_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01240_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01240_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01250_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01250_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01260_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01260_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01270_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01270_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01280_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01280_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01290_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01290_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01300_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01300_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01310_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01310_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01320_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01320_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01330_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01330_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01340_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01340_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01350_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01350_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01360_s,2.116652412024519e-09,2.116679556120815e-09,2.116679556120815e-09,2.0425227231342235e-09,2.1116226058803656e-09,2.0613962000202514e-09,3.98871312468154e-09,2.1164275899689312e-09,2.116679556120815e-09,3.9894569144803494e-09,1.9555707144400565e-10,2.036326763542129e-09,2.1201925549921255e-09,2.1134998558750823e-09,2.116679556120815e-09,1.476703544708828e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01360_s,1.5626087994052716e-10,1.562620953847287e-10,1.562620953847287e-10,1.5119348027090908e-10,1.5611250574134194e-10,1.5371484068351082e-10,2.949933809299593e-10,1.5624664769564438e-10,1.562620953847287e-10,2.9504838941530117e-10,1.818686363597438e-11,1.5078979428628569e-10,1.5653091733453397e-10,1.561692054944363e-10,1.562620953847287e-10,3.362801999309998e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01370_s,4.936291972544751e-09,4.936349778586142e-09,4.936349778586141e-09,4.865657298210251e-09,4.913102088969128e-09,4.8594762654812885e-09,6.029944748134861e-09,4.935953506397534e-09,4.936349778586141e-09,6.030438659211218e-09,2.2246109668453062e-09,4.858256352995268e-09,4.9408552874771915e-09,5.436818879129843e-09,4.936349778586141e-09,5.981363244943762e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01370_s,3.644194591852846e-10,3.6442188791555776e-10,3.644218879155577e-10,3.6017012314707706e-10,3.6322621094133445e-10,3.6236295572215567e-10,4.4595681175120214e-10,3.64399988079676e-10,3.644218879155577e-10,4.4599333994807634e-10,2.0688945686473603e-10,3.5975339968714253e-10,3.647765901002609e-10,4.017334954675497e-10,3.644218879155577e-10,1.3620973790417945e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01380_s,2.909050889908786e-13,2.909090358026642e-13,2.909090358026642e-13,2.828455040248212e-13,2.8916416585201613e-13,2.935341610777785e-13,4.705074918140995e-13,2.908408466561623e-13,2.909090358026642e-13,4.705796526808829e-13,3.908866384055142e-13,2.818875859088869e-13,2.9201845365263937e-13,2.9070988039267916e-13,2.909090358026642e-13,1.082465649201326e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01380_s,2.1475932905494682e-14,2.1476115914392445e-14,2.1476115914392445e-14,2.0937047920265362e-14,2.137794053542196e-14,2.1888347715395737e-14,3.4797337242496714e-14,2.14715152639148e-14,2.1476115914392445e-14,3.480267404597138e-14,3.6352569289937706e-14,2.087374769711381e-14,2.1559323147906018e-14,2.1480924601960633e-14,2.1476115914392445e-14,2.4650293976482338e-14,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01390_s,4.553908406415012e-12,4.553968335545327e-12,4.553968335545327e-12,4.4004726878244625e-12,4.5237757181460076e-12,4.5346776047119916e-12,9.183682799681035e-12,4.553222245066705e-12,4.553968335545327e-12,9.185022613645978e-12,2.277926821208328e-12,4.389550261736999e-12,4.56820784884795e-12,4.550816600996652e-12,4.553968335545327e-12,6.732232049098503e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01390_s,3.3619017024828844e-13,3.3619289815042795e-13,3.3619289815042795e-13,3.257358035597926e-13,3.3444326690051675e-13,3.3814326695301967e-13,6.791979151628058e-13,3.3614460299837235e-13,3.3619289815042795e-13,6.792970038259865e-13,2.1184784658583282e-13,3.2504576025179745e-13,3.3726453923787296e-13,3.3626565478722404e-13,3.3619289815042795e-13,1.533087902148377e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01400_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01400_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01410_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01410_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01420_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01420_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01430_s,3.0014624913723326e-09,3.0014716301540942e-09,3.0014716301540942e-09,2.9371268805614426e-09,2.9516827523393718e-09,2.9914496899312416e-09,4.941572078073616e-09,3.001119068625937e-09,3.0014716301540942e-09,4.942319242194821e-09,3.3105027925084086e-09,2.9315997545686087e-09,3.0149663137659042e-09,3.004345666108494e-09,3.0014716301540942e-09,5.368758848519742e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01430_s,2.2158157255575634e-10,2.2158112918388576e-10,2.2158112918388576e-10,2.174146853004881e-10,2.1821825042883944e-10,2.2306736206072429e-10,3.654640002560742e-10,2.2155957332571003e-10,2.2158112918388576e-10,3.655192582962827e-10,3.078777075627369e-10,2.170846702187345e-10,2.225908404947909e-10,2.2199494095188978e-10,2.2158112918388576e-10,1.2225929201771695e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01440_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01440_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01490_s,6.842453167074822e-08,6.842507721080299e-08,6.842507721080299e-08,6.672734851733472e-08,6.805991035710693e-08,6.872019878344912e-08,1.0710582491132119e-07,6.841716915219938e-08,6.842507721080299e-08,1.0712319509296143e-07,3.8265219910391706e-08,6.657239163153167e-08,6.859702881372404e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01490_s,5.051409228860072e-09,5.051424014987574e-09,5.051424014987574e-09,4.939352662919062e-09,5.031677117298788e-09,5.124349413098414e-09,7.921228832521139e-09,5.0509421515403375e-09,5.051424014987574e-09,7.922513479586307e-09,3.5586764077213725e-09,4.9296789783399725e-09,5.0644248426179206e-09,5.056430445588513e-09,5.051424014987574e-09,6.97999342058717e-09,0.0,0.0,0.0,0.0,0.0,0.0
