,base,asp__L_s,3amp_s,pep_s,gmp_s,so4_s,adn_c,pser__L_s,pi_c,acnam_s,f6p_s,6pgc_s,cbl1_s,man6p_c,leu__L_s,pyr_c,arg__L_s,zn2_s,k_s,mg2_s,mn2_s,met__L_c
translation_BSU35010_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35020_s,0.0,8.583456751194527e-09,8.680631246336322e-09,5.310443057191173e-09,8.566611456701648e-09,8.574164008350953e-09,8.680673196070639e-09,4.464317256860641e-09,8.583456751194527e-09,0.0,8.583456751194527e-09,8.519385351799566e-09,8.583456751194527e-09,8.526104773819732e-09,8.583456747693523e-09,8.031712419204299e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35290_s,1.173421534467251e-09,9.05262085853636e-12,1.7175408937660834e-11,4.485779115020927e-12,9.046375225539979e-12,9.05119351940302e-12,1.7177900434475342e-11,8.992207174538687e-12,9.05262085853636e-12,8.941869193896441e-12,9.05262085853636e-12,8.731559992580503e-12,9.05262085853636e-12,8.74826807704335e-12,9.052620986088392e-12,1.335249229868198e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35300_s,3.344172079589441e-07,2.120192553450342e-09,3.990795608177134e-09,1.8823124586144799e-10,2.1170035628247785e-09,2.119939740810464e-09,3.991539896323681e-09,2.1151204652193145e-09,2.120192553450342e-09,2.0459318778611507e-09,2.120192553450342e-09,2.0366089610213683e-09,2.120192553450342e-09,2.041384827036428e-09,2.1201925549921255e-09,1.4719960248474038e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35530_s,4.883834027650139e-10,4.615497629795125e-11,4.5974098106834975e-11,2.7994623166796335e-11,4.6063476648282924e-11,4.61529419860809e-11,4.5974098106834975e-11,4.6010651564727965e-11,4.615497629795125e-11,2.0903749974935503e-10,4.615497629795125e-11,4.584019303781935e-11,4.615497629795125e-11,4.5868580824219655e-11,4.615497629795125e-11,4.2869425864810655e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU35530_s,1.3198258730920898e-11,3.4075587910451913e-12,3.4003141307426106e-12,2.60447059139734e-12,3.4038954841448685e-12,3.4074773780827006e-12,3.4003141307426106e-12,3.4017791645286653e-12,3.4075587910451913e-12,1.559139537960929e-11,3.4075587910451913e-12,3.3949431141338916e-12,3.4075587910451913e-12,3.396082319059185e-12,3.4075587910451913e-12,9.778860791382395e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35540_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35550_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35570_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35580_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.213580910450783e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35600_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35609_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35620_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35660_s,1.3848765726668886e-08,1.068169886396428e-08,1.0576157327010015e-08,6.597977090056957e-09,1.066034537845242e-08,1.0674998631624519e-08,1.0576117558137467e-08,7.778023648194426e-09,1.068169886396428e-08,2.0903749974935503e-10,1.068169886396428e-08,1.0611626404810693e-08,1.068169886396428e-08,1.0618824710478715e-08,1.0681698855993307e-08,9.824838103243447e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35670_s,5.364247298282718e-07,1.8028323187026763e-07,1.7356382162519194e-07,1.1112684115044342e-07,1.7991432224018697e-07,1.8027626079740085e-07,1.7356114506947327e-07,1.7975864015511599e-07,1.8028323187026763e-07,2.2892453615278257e-07,1.8028323187026763e-07,1.7931122608117427e-07,1.8028323187026763e-07,1.7940733686323522e-07,1.8028323165697907e-07,1.621096233874172e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35680_s,2.819194300123909e-10,2.0428317986965605e-10,1.9524009457029947e-10,1.2634320887838298e-10,2.0386242435624982e-10,2.04275512531511e-10,1.9523642552977094e-10,2.0369805712145833e-10,2.0428317986965605e-10,2.6055561517960797e-11,2.0428317986965605e-10,2.0324299261737125e-10,2.0428317986965605e-10,2.0334838669897513e-10,2.0428317957727865e-10,1.8242098074987395e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU35680_s,7.618697845814324e-12,1.508194784748295e-11,1.4440253964573459e-11,1.1754299030422583e-11,1.506456820338442e-11,1.5081686191473912e-11,1.4439982596762687e-11,1.5060334574830397e-11,1.508194784748295e-11,1.9433956201703613e-12,1.508194784748295e-11,1.5052257692567815e-11,1.508194784748295e-11,1.505579305634312e-11,1.5081947825897126e-11,4.161169272025995e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35690_s,2.819194300123909e-10,2.0428317986965605e-10,1.9524009457029947e-10,1.2634320887838298e-10,2.0386242435624982e-10,2.04275512531511e-10,1.9523642552977094e-10,2.0369805712145833e-10,2.0428317986965605e-10,2.6055561517960797e-11,2.0428317986965605e-10,2.0324299261737125e-10,2.0428317986965605e-10,2.0334838669897513e-10,2.0428317957727865e-10,1.8242098074987395e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU35690_s,7.618697845814324e-12,1.508194784748295e-11,1.4440253964573459e-11,1.1754299030422583e-11,1.506456820338442e-11,1.5081686191473912e-11,1.4439982596762687e-11,1.5060334574830397e-11,1.508194784748295e-11,1.9433956201703613e-12,1.508194784748295e-11,1.5052257692567815e-11,1.508194784748295e-11,1.505579305634312e-11,1.5081947825897126e-11,4.161169272025995e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35700_s,4.883834027650139e-10,4.615497629795125e-11,4.5974098106834975e-11,2.7994623166796335e-11,4.6063476648282924e-11,4.61529419860809e-11,4.5974098106834975e-11,4.6010651564727965e-11,4.615497629795125e-11,2.0903749974935503e-10,4.615497629795125e-11,4.584019303781935e-11,4.615497629795125e-11,4.5868580824219655e-11,4.615497629795125e-11,4.2869425864810655e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU35700_s,1.3198258730920898e-11,3.4075587910451913e-12,3.4003141307426106e-12,2.60447059139734e-12,3.4038954841448685e-12,3.4074773780827006e-12,3.4003141307426106e-12,3.4017791645286653e-12,3.4075587910451913e-12,1.559139537960929e-11,3.4075587910451913e-12,3.3949431141338916e-12,3.4075587910451913e-12,3.396082319059185e-12,3.4075587910451913e-12,9.778860791382395e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35710_s,4.883834027650139e-10,4.615497629795125e-11,4.5974098106834975e-11,2.7994623166796335e-11,4.6063476648282924e-11,4.61529419860809e-11,4.5974098106834975e-11,4.6010651564727965e-11,4.615497629795125e-11,2.0903749974935503e-10,4.615497629795125e-11,4.584019303781935e-11,4.615497629795125e-11,4.5868580824219655e-11,4.615497629795125e-11,4.2869425864810655e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU35710_s,1.3198258730920898e-11,3.4075587910451913e-12,3.4003141307426106e-12,2.60447059139734e-12,3.4038954841448685e-12,3.4074773780827006e-12,3.4003141307426106e-12,3.4017791645286653e-12,3.4075587910451913e-12,1.559139537960929e-11,3.4075587910451913e-12,3.3949431141338916e-12,3.4075587910451913e-12,3.396082319059185e-12,3.4075587910451913e-12,9.778860791382395e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35720_s,4.883834027650139e-10,4.615497629795125e-11,4.5974098106834975e-11,2.7994623166796335e-11,4.6063476648282924e-11,4.61529419860809e-11,4.5974098106834975e-11,4.6010651564727965e-11,4.615497629795125e-11,2.0903749974935503e-10,4.615497629795125e-11,4.584019303781935e-11,4.615497629795125e-11,4.5868580824219655e-11,4.615497629795125e-11,4.2869425864810655e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35730_s,1.6478516812099583e-10,1.5573124487479647e-11,1.5512094479162888e-11,9.445649993237086e-12,1.5542251642357877e-11,1.5572438091460316e-11,1.5512094479162888e-11,1.552442796074764e-11,1.5573124487479647e-11,1.7912989916467683e-10,1.5573124487479647e-11,1.546691364544686e-11,1.5573124487479647e-11,1.5476491952424683e-11,1.5573124487479647e-11,1.4464548771290572e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35740_s,2.857183347941085e-08,2.7001988387916757e-09,2.689616944469772e-09,1.6377659578767757e-09,2.6948458461654996e-09,2.7000798256973e-09,2.689616944469772e-09,2.6917554268713075e-09,2.7001988387916757e-09,1.0016171886858776e-08,2.7001988387916757e-09,2.6817831128688148e-09,2.7001988387916757e-09,2.68344388000645e-09,2.7001988387916757e-09,2.5079846903738046e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35750_s,4.883834027650139e-10,4.615497629795125e-11,4.5974098106834975e-11,2.7994623166796335e-11,4.6063476648282924e-11,4.61529419860809e-11,4.5974098106834975e-11,4.6010651564727965e-11,4.615497629795125e-11,2.0903749974935503e-10,4.615497629795125e-11,4.584019303781935e-11,4.615497629795125e-11,4.5868580824219655e-11,4.615497629795125e-11,4.2869425864810655e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35760_s,4.883834027650139e-10,4.615497629795125e-11,4.5974098106834975e-11,2.7994623166796335e-11,4.6063476648282924e-11,4.61529419860809e-11,4.5974098106834975e-11,4.6010651564727965e-11,4.615497629795125e-11,2.0903749974935503e-10,4.615497629795125e-11,4.584019303781935e-11,4.615497629795125e-11,4.5868580824219655e-11,4.615497629795125e-11,4.2869425864810655e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35780_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35790_s,3.258923081810779e-05,1.2289995725144709e-08,1.9630011105185534e-07,4.385641178212472e-09,1.2266721740318115e-08,1.2248238022614244e-08,1.9630069447379212e-07,1.431403129750035e-08,1.2289995725144709e-08,1.922663723003754e-09,1.2289995725144709e-08,0.0,1.2289995725144709e-08,0.0,1.2289995566434954e-08,8.53648898300266e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35920_s,0.0,0.0,0.0,0.0,0.0,9.50453533907689e-12,0.0,0.0,0.0,0.0,0.0,1.3325983333025756e-12,0.0,0.0,6.150706577235413e-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35930_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35940_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35950_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU35960_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36000_s,2.2604608616767182e-09,4.19869862466518e-10,4.1820488751954283e-10,1.2899354970841383e-10,4.1903747490756784e-10,4.2832910436850845e-10,4.1820487875166207e-10,4.185571081920014e-10,4.19869862466518e-10,4.1061267083801735e-10,4.19869862466518e-10,4.181958403906057e-10,4.19869862466518e-10,4.1726539264284685e-10,4.1986986246607823e-10,3.899707043806173e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36010_s,6.782716816593475e-08,9.542463011482677e-10,1.0520160905526878e-09,5.585733795924005e-10,9.52488248164194e-10,9.541916748813063e-10,1.0520494137898702e-09,9.508242316433083e-10,9.542463011482677e-10,9.336118024860084e-10,9.542463011482677e-10,9.443545025497728e-10,9.542463011482677e-10,9.450986534138291e-10,9.542462844515768e-10,3.899707043806173e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36030_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU36030_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36120_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU36120_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU36130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36370_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU36370_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36470_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36640_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.207551123885095e-40,0.0,0.0,0.0,0.0,0.0,0.0,-1.476983703286367e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36650_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.951466809202953e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36660_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3723197722282197e-39,0.0,0.0,0.0,0.0,0.0,0.0,-4.186627226163498e-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36710_s,0.0,6.453444389135795e-12,1.1073713510707944e-11,3.5432989482292077e-12,6.4465125913285954e-12,6.452611952277297e-12,1.1075054771815794e-11,6.416398005751961e-12,6.453444389135795e-12,6.342679642897191e-12,6.453444389135795e-12,6.2688888383767275e-12,6.453444389135795e-12,6.278494528501526e-12,6.453444454740937e-12,8.830906309187725e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU36710_s,0.0,4.764489752689369e-13,8.190286722483316e-13,3.296496563717876e-13,4.763699289494339e-13,4.763971333303511e-13,8.191278739572469e-13,4.743938263204934e-13,4.764489752689369e-13,4.730788791350068e-13,4.764489752689369e-13,4.6427642609531e-13,4.764489752689369e-13,4.648559836692226e-13,4.764489801124748e-13,2.0144007463877122e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36760_s,5.51797043321889e-09,5.214792171808386e-10,5.194355758430228e-10,3.162955621524505e-10,5.204454139052538e-10,5.214562326308129e-10,5.194355758430228e-10,5.19848572883347e-10,5.214792171808386e-10,5.099819408357361e-10,5.214792171808386e-10,5.179226574934165e-10,5.214792171808386e-10,5.182433951866603e-10,5.214792171808386e-10,4.843576236863062e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36800_s,1.1117555265622509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.209961768812976e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36810_s,1.1117555265622509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36820_s,1.1117555265622509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36830_s,1.1117555265622509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36840_s,1.1117555265622509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36850_s,1.1117555265622509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36860_s,1.1117555265622509e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.349690558877533e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36870_s,1.1117555265622509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36880_s,1.1117555265622509e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36890_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6484391598864356e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36900_s,3.933492253853745e-08,7.601763617677052e-10,8.200849861616543e-10,4.4698936095460884e-10,7.587854590108498e-10,7.337260029696908e-10,8.201132924469228e-10,7.571526140838768e-10,7.601763617677052e-10,7.437750066387261e-10,7.601763617677055e-10,7.48642124396142e-10,7.601763617677055e-10,7.529614942255716e-10,7.601762910801794e-10,7.721701927219345e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36920_s,2.531819042358242e-07,1.17214406140416e-08,1.2277285026187969e-08,5.96175009545485e-09,1.1699127037877826e-08,1.1669127897592717e-08,1.2277508057363653e-08,1.1680085014505502e-08,1.17214406140416e-08,1.1465620062694286e-08,1.1721440614041602e-08,5.894683087486852e-09,1.1721440614041602e-08,6.416398335552034e-09,1.1721441073619261e-08,2.8931228195922994e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37010_s,3.988825031916827e-11,8.379336865885359e-14,1.216340293521949e-12,2.8470257792926406e-14,8.366116889596238e-14,8.372226560172096e-14,1.2165313185552507e-12,8.192176364038323e-14,8.379336865885359e-14,5.626539935275289e-14,8.379336865885359e-14,6.149606521227906e-14,8.379336865885359e-14,6.167692764829813e-14,8.379337231708631e-14,6.2878791406206e-15,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37010_s,1.0779552397881656e-12,6.18634983498933e-15,8.996237573259554e-14,2.648721102955406e-15,6.182205420090948e-15,6.1812251571250364e-15,8.997650423422601e-14,6.056852906793765e-15,6.18634983498933e-15,4.196644566416317e-15,6.18634983498933e-15,4.554423297618102e-15,6.18634983498933e-15,4.566522872878558e-15,6.18635010507165e-15,1.434315798468359e-15,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37060_s,2.6363124038235797e-11,0.0,0.0,0.0,0.0,3.984547745657282e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1540481991808783e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37060_s,7.124470857159971e-13,0.0,0.0,0.0,0.0,2.941796496811043e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.520180058208006e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37070_s,3.4517800587551104e-06,6.859702794317498e-08,1.0727560827023928e-07,3.7952264196819215e-08,6.860235274683509e-08,6.858908688374889e-08,1.0729299848645401e-07,6.822496132866973e-08,6.859702794317498e-08,6.85042327361257e-08,6.859702794317498e-08,6.667178757735535e-08,6.859702794317498e-08,6.679136002699112e-08,6.859702881372404e-08,3.0591257005699134e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37080_s,4.736090343583494e-12,8.967514058042712e-14,1.0331797102628233e-13,5.936530492322056e-14,8.975484782078346e-14,8.966669236796018e-14,1.033284133839593e-13,8.919771283958388e-14,8.967514058042712e-14,9.310947403674692e-14,8.967514058042712e-14,8.802932260108673e-14,8.967514058042712e-14,8.817937945279459e-14,8.967514143682913e-14,3.731229068160279e-14,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37080_s,1.2798990582754685e-13,6.6205930136424264e-15,7.641554077340205e-15,5.523031687215156e-15,6.6325024381038166e-15,6.6201029157246554e-15,7.642326409975959e-15,6.594797307628639e-15,6.6205930136424264e-15,6.944718651127409e-15,6.6205930136424264e-15,6.5194870004117904e-15,6.6205930136424264e-15,6.528748570026009e-15,6.620593076869415e-15,8.511233566169426e-15,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37110_s,3.0476014828794e-07,1.3921901379989688e-08,1.4395978320506211e-08,6.7356907068494225e-09,1.3895210204609124e-08,1.3877597044175088e-08,1.4396187708666706e-08,1.3876367537237143e-08,1.3921901379989688e-08,1.3622815748544075e-08,1.3921901379989688e-08,6.910697258983686e-09,1.3921901379989688e-08,7.536354040446827e-09,1.3921901189539345e-08,2.6962664344310896e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37120_s,7.251698062814618e-11,6.853262218047772e-12,6.826404752771573e-12,4.156745569946405e-12,6.839676010398383e-12,6.852960155869453e-12,6.826404752771573e-12,6.831832345893925e-12,6.853262218047772e-12,6.702165401548907e-12,6.853262218047772e-12,6.806522031039342e-12,6.853262218047772e-12,6.810737154945707e-12,6.853262218047772e-12,6.365411493056013e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37150_s,0.0,1.1023547387301788e-09,1.2374627209542048e-09,7.308392167687459e-10,1.100432453959258e-09,1.142011411932109e-09,1.237497047156259e-09,1.0959462679054698e-09,1.1023547387301788e-09,1.0731894216589781e-09,1.1023547387301788e-09,1.096942155430905e-09,1.1023547387301788e-09,1.0921652539492532e-09,1.102355533122563e-09,1.5581605049413308e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37160_s,6.71904464162416e-08,3.0149557789094243e-09,4.956166767487513e-09,3.286038696131399e-09,3.0178200784250797e-09,3.0146013416064287e-09,4.956915280123173e-09,2.9651654564701635e-09,3.0149557789094243e-09,2.983625568960833e-09,3.0149557789094243e-09,2.94216420304665e-09,3.0149557789094243e-09,2.9464293560714316e-09,3.0149663137659042e-09,5.365084828346691e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37170_s,1.1287609763055452e-08,6.197054202593303e-10,6.172768371588244e-10,3.7587322334625876e-10,6.184768890499273e-10,6.196781063228132e-10,6.172768371588244e-10,6.177676266208159e-10,6.197054202593303e-10,6.060425086138819e-10,6.197054202593303e-10,6.15478944413013e-10,6.197054202593303e-10,6.158600964904806e-10,6.400455356895293e-10,5.755915765253667e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37190_s,3.985082178700286e-11,3.766126622279962e-12,3.751367429976291e-12,2.284288803628895e-12,3.758660487657324e-12,3.765960627695901e-12,3.751367429976291e-12,3.754350097544323e-12,3.766126622279962e-12,3.683093210591794e-12,3.766126622279962e-12,3.740441122875135e-12,3.766126622279962e-12,3.742757492781158e-12,3.766126622279962e-12,3.49803420955255e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37190_s,1.0769437569068046e-12,2.780479789891923e-13,2.7745683345682775e-13,2.1251806019543238e-13,2.7774906262633196e-13,2.7804133590214016e-13,2.7745683345682775e-13,2.7757637642243525e-13,2.780479789891923e-13,2.7470938245599843e-13,2.780479789891923e-13,2.770185724011136e-13,2.780479789891923e-13,2.7711152857488956e-13,2.780479789891923e-13,7.979297340388775e-14,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37320_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37330_s,9.19712300103021e-09,6.583061305391709e-11,1.0464834503561849e-10,3.077707755332461e-11,6.577411502462641e-11,6.582139271201391e-11,1.0466508153811142e-10,6.530689826676553e-11,6.583061305391709e-11,6.490582788195048e-11,6.583061305391709e-11,6.376451579378606e-11,6.583061305391709e-11,6.389512171258785e-11,6.58306142004584e-11,1.0021123693629857e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6187887217442086e-58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
