,base,leu__L_s,asp__L_s,pser__L_s,acnam_s,pi_c,so4_s,gmp_s,cbl1_s,f6p_s,pyr_c,man6p_c,6pgc_s,arg__L_s,zn2_s,mg2_s,k_s,adn_c,pep_s,3amp_s,mn2_s,met__L_c
translation_BSU06690_s,2.2559497580618933e-08,2.5282807064024084e-11,2.5375368022732344e-11,2.5304128629355213e-11,2.4904647893859803e-11,2.5375368022732344e-11,2.5375291711923676e-11,2.5292150546637236e-11,2.5375368022732344e-11,2.5375368022732344e-11,2.5375368022732344e-11,2.538347967224058e-11,2.5382870813655527e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06690_s,6.096564384106507e-10,5.767211613100127e-12,5.778569342900636e-12,5.766396012482659e-12,5.731770501880877e-12,5.778569342900636e-12,5.7785519651310165e-12,5.7701548082783456e-12,5.778569342900636e-12,5.778569342900636e-12,5.778569342900636e-12,5.780416556668202e-12,5.780277905218867e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06730_s,1.6611724620312886e-12,1.3793113680189506e-15,1.3844111365088757e-15,1.3802506817452175e-15,1.3564185637788724e-15,1.3844111365088757e-15,1.3844077223736753e-15,1.3797520782158514e-15,1.3844111365088757e-15,1.3844111365088757e-15,1.3844111365088757e-15,1.3866919563039665e-15,1.3865367688272106e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06730_s,4.489215609384427e-14,3.146320153286733e-16,3.152630434456654e-16,3.145364989256658e-16,3.1217786917550434e-16,3.152630434456654e-16,3.152622659666163e-16,3.1477683456252223e-16,3.152630434456654e-16,3.152630434456654e-16,3.152630434456654e-16,3.1578243986713944e-16,3.157471000212392e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06970_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06970_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07500_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07570_s,1.516642174625801e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07610_s,4.496444776959916e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07700_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07800_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07810_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07840_s,8.638651450247744e-05,4.6107655868273355e-07,4.6171462495913984e-07,4.6015356809688556e-07,4.529699797310328e-07,4.6171462495913984e-07,4.617157856546274e-07,4.60952495359289e-07,4.6171462495913984e-07,4.6171462495913984e-07,4.6171462495913984e-07,4.6020008626394044e-07,4.602977750928745e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07920_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3292934277581397e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08000_s,2.8447262561134785e-10,2.3638529572715516e-13,2.3730012590010653e-13,2.364552475039185e-13,2.3222979319596564e-13,2.3730012590010653e-13,2.3729879573645114e-13,2.3650545683651444e-13,2.3730012590010653e-13,2.3730012590010653e-13,2.3730012590010653e-13,2.3770452090709394e-13,2.376770563115174e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08030_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08060_s,0.0,4.5682523762347314e-11,4.584122261183392e-11,4.577507278709546e-11,4.485385453244411e-11,4.584122261183392e-11,4.753679064592452e-11,4.5669307818380163e-11,4.584122261183392e-11,4.584122261183392e-11,4.584122261183392e-11,4.584121348855474e-11,4.584121410930465e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08070_s,0.0,4.5682523762347314e-11,4.584122261183392e-11,4.577507278709546e-11,4.485385453244411e-11,4.584122261183392e-11,4.753679064592452e-11,4.5669307818380163e-11,4.584122261183392e-11,4.584122261183392e-11,4.584122261183392e-11,4.584121348855474e-11,4.584121410930465e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08450_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08460_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08650_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1275139943635599e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU08710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_22_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_17_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_18_s,3.4517800587551104e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_29_s,0.0,4.588061659467973e-09,6.695133285625197e-09,1.1267101971479152e-08,0.0,0.0,1.1293369309008582e-08,0.0,0.0,4.598261255252267e-09,0.0,0.0,1.1306732289687548e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_30_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_31_s,0.0,0.0,0.0,0.0,4.445430112560605e-09,4.474737017083949e-09,1.2571792641712028e-08,0.0,1.257183037929978e-08,0.0,0.0,1.257381935145106e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_32_s,0.0,1.7792470783349294e-08,1.782901327492476e-08,1.778489180891466e-08,1.7663425105794154e-08,1.782901327492476e-08,1.78289469443859e-08,0.0,1.782901327492476e-08,1.782901327492476e-08,1.782901327492476e-08,1.785718214245277e-08,1.785528755869118e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_33_s,0.0,0.0,0.0,0.0,6.914863211925349e-10,0.0,0.0,0.0,0.0,0.0,0.0,6.984000983314295e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_34_s,0.0,0.0,7.812633891359277e-09,5.5576303952131965e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818758466584805e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_35_s,0.0,9.287189422763746e-09,9.305248228958592e-09,9.283169982740287e-09,9.209781936167603e-09,9.305248228958592e-09,9.305230510229768e-09,0.0,9.305248228958592e-09,9.305248228958592e-09,9.305248228958592e-09,9.321938501449635e-09,9.32078752025052e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_36_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3595456367642984e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_37_s,8.678989159718962e-07,7.999244826608325e-09,8.014669508173974e-09,7.99531562443191e-09,7.928772176435555e-09,8.014669508173974e-09,8.014638822518283e-09,8.002406436753603e-09,8.014669508173974e-09,8.014669508173974e-09,8.014669508173974e-09,8.02094120303806e-09,8.020489543725694e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_38_s,3.4302772500669646e-07,2.807558659291099e-09,2.8128205835543346e-09,2.806337936449466e-09,2.7813696971029478e-09,2.8128205835543346e-09,2.8128115280484195e-09,2.808348608493298e-09,2.8128205835543346e-09,2.8128205835543346e-09,2.8128205835543346e-09,2.8208390392288843e-09,2.8202832273540984e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_39_s,5.716415525568095e-07,5.7203774333244885e-09,5.732078274810915e-09,5.717460167038699e-09,5.668447493494956e-09,5.732078274810915e-09,5.732052184681384e-09,5.723289552341422e-09,5.732078274810915e-09,5.732078274810915e-09,5.732078274810915e-09,5.742318130923795e-09,5.74163324705579e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_40_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.20182826740597e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_41_s,0.0,8.160591284411306e-09,8.176155270726776e-09,2.0454784235827143e-09,3.9986747147390835e-09,4.051088781982245e-09,8.176135067493686e-09,4.044862139697654e-09,0.0,4.051088781982245e-09,4.051088781982245e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_42_s,1.6243908523132838e-07,1.751092410339472e-09,1.7548265845716774e-09,1.750399793850319e-09,1.7391812775358286e-09,1.7548265845716774e-09,1.7548203448794466e-09,1.7523285609598946e-09,1.7548265845716774e-09,1.7548265845716774e-09,1.7548265845716774e-09,1.7580650739344725e-09,1.7578324799082986e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_43_s,0.0,2.2115052629264393e-08,2.2156671650279865e-08,2.2111373446908164e-08,2.1969515585619904e-08,2.2156671650279865e-08,2.2156652289431525e-08,0.0,2.2156671650279865e-08,2.2156671650279865e-08,2.2156671650279865e-08,2.2195725401651603e-08,2.2192998322672045e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_44_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU08790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08820_s,0.0,2.2942153130592135e-07,2.2972753243869607e-07,2.297162882064013e-07,2.2785799482404292e-07,2.2972753243869607e-07,2.2972909260635216e-07,2.2935073143872517e-07,2.2972753243869607e-07,2.2972753243869607e-07,2.2972753243869607e-07,2.297286486457837e-07,2.2972857168655984e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08840_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08850_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_82_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09280_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09290_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09410_s,1.0473175379497349e-07,4.598744430042602e-07,4.605083743707783e-07,4.5999561496123614e-07,4.5641486132244956e-07,4.605083743707783e-07,4.6051234250710683e-07,4.5971466613520156e-07,4.605083743707783e-07,4.605083743707783e-07,4.605083743707783e-07,4.602581112703182e-07,4.602742443454404e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09530_s,3.985082178700286e-11,3.49803420955255e-13,3.5101863059287293e-13,3.5051203716688815e-13,3.434581407496991e-13,3.5101863059287293e-13,3.5101863059287303e-13,3.4970224859975947e-13,3.5101863059287293e-13,3.5101863059287293e-13,3.5101863059287293e-13,3.5101863059287293e-13,3.5101863059287293e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09540_s,3.989089866916371e-08,3.501552086939375e-10,3.5137164043467055e-10,3.5086453754152484e-10,3.438035472135252e-10,3.5137164043467055e-10,3.5137164043467055e-10,3.5005393459216956e-10,3.5137164043467055e-10,3.5137164043467055e-10,3.5137164043467055e-10,3.5137164043467055e-10,3.5137164043467055e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09680_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09680_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09840_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09850_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09850_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10010_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10020_s,1.8764738334923658e-07,1.5065407133235657e-09,1.5117117854006937e-09,3.01134810231747e-10,2.5884971133781742e-09,1.5117117854006937e-09,1.5058381427762126e-09,1.5056814485396113e-09,1.5117117854006935e-09,1.5117117854006937e-09,1.5117117854006935e-09,1.5104877440990723e-09,1.510570834256386e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10020_s,5.071054220110649e-09,3.4365405215827825e-10,3.4425240140723747e-10,6.862368565916969e-11,5.957390548903433e-10,3.4425240140723747e-10,3.429148345522238e-10,3.435063789457585e-10,3.442524014072374e-10,3.4425240140723747e-10,3.442524014072374e-10,3.439736583547759e-10,3.439925799418567e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10120_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10140_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10170_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10220_s,1.3985190567463098e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10220_s,3.7794110624071176e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10270_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10360_s,1.5108031529012682e-08,6.554564722057709e-11,6.577335140365465e-11,6.567842667738071e-11,6.435667800828834e-11,6.577335140365465e-11,6.577335140365465e-11,6.552668969436515e-11,6.577335140365464e-11,6.577335140365465e-11,6.577335140365464e-11,6.577335140365464e-11,6.577335140365464e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10360_s,4.0828518722361493e-10,1.4951489242528364e-11,1.497814225435079e-11,1.4967036535659336e-11,1.48116010384511e-11,1.497814225435079e-11,1.497814225435079e-11,1.49492682685607e-11,1.497814225435079e-11,1.497814225435079e-11,1.497814225435079e-11,1.497814225435079e-11,1.497814225435079e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10520_s,4.4593599859544976e-05,1.1680937670425736e-09,1.2638419805921616e-09,9.132016159903408e-10,2.8667415276474003e-10,1.2638419805921616e-09,1.2621472958590807e-09,1.2593555990512668e-09,1.2638419805921616e-09,1.2638419805921616e-09,1.2638419805921616e-09,0.0,8.152628058166263e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10790_s,1.6567628308968408e-09,1.0873091697961113e-11,1.0912067436394059e-11,1.0879010367960645e-11,1.0695032535371496e-11,1.0912067436394059e-11,1.0912043056491826e-11,1.0875993301736471e-11,1.0912067436394059e-11,1.0912067436394059e-11,1.0912067436394059e-11,1.0925932769302724e-11,1.0924954829457193e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10870_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10870_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11010_s,6.309155813251026e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11190_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11210_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11220_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11230_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11250_s,0.0,2.5894155244966965e-10,2.5977302679889295e-10,2.5909754467167236e-10,2.5454588993524614e-10,2.5977302679889295e-10,2.5977219163885263e-10,2.5898745866348867e-10,2.5977302679889295e-10,2.5977302679889295e-10,2.5977302679889295e-10,2.600553148933603e-10,2.6003483759962757e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11330_s,1.2155887437136641e-08,1.0670221640559061e-10,1.070728976338564e-10,1.0691836900968953e-10,1.0476668512977172e-10,1.070728976338564e-10,1.070728976338564e-10,1.0667135531640838e-10,1.0707289763385639e-10,1.070728976338564e-10,1.0707289763385639e-10,1.0707289763385639e-10,1.0707289763385639e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11340_s,1.5108031529012682e-08,1.326156118183769e-10,1.330763156306501e-10,1.3288425862632842e-10,1.30210022947002e-10,1.330763156306501e-10,1.330763156306501e-10,1.3257725589325042e-10,1.330763156306501e-10,1.330763156306501e-10,1.330763156306501e-10,1.330763156306501e-10,1.330763156306501e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11420_s,2.81671822219294e-09,2.708183573076305e-12,2.7178442923536956e-12,2.7096745537510212e-12,2.6591124771696457e-12,2.7178442923536956e-12,2.717835542611458e-12,2.7085640632561067e-12,2.7178442923536956e-12,2.7178442923536956e-12,2.7178442923536956e-12,2.7255920008694753e-12,2.7250549562601106e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
