,base,man6p_c,f6p_s,3amp_s,asp__L_s,pep_s,pi_c,gmp_s,cbl1_s,leu__L_s,acnam_s,so4_s,6pgc_s,adn_c,pser__L_s,pyr_c,arg__L_s,zn2_s,mg2_s,mn2_s,k_s,met__L_c
translation_BSU01040_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01050_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01070_s,6.71904464162416e-08,2.9400094747022174e-09,3.004345666108494e-09,4.945569366622125e-09,3.004345666108494e-09,3.3132584682784165e-09,3.004345666108494e-09,3.004345666108494e-09,3.004345666108494e-09,3.0178200784250797e-09,2.980083699802084e-09,3.0039928278415442e-09,2.934486446261591e-09,4.947001237637667e-09,2.9438246188930257e-09,5.37007255994814e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01080_s,6.71904464162416e-08,2.9400094747022174e-09,3.004345666108494e-09,4.945569366622125e-09,3.004345666108494e-09,3.3132584682784165e-09,3.004345666108494e-09,3.004345666108494e-09,3.004345666108494e-09,3.0178200784250797e-09,2.980083699802084e-09,3.0039928278415442e-09,2.934486446261591e-09,4.947001237637667e-09,2.9438246188930257e-09,5.37007255994814e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01080_s,1.8157801658020646e-09,2.178265464444749e-10,2.2199494095188978e-10,3.661150985456813e-10,2.2199494095188978e-10,3.0852497791151515e-10,2.2199494095188978e-10,2.2199494095188978e-10,2.2199494095188978e-10,2.2300409965463945e-10,2.224197120431326e-10,2.2197335415747502e-10,2.1749669755608434e-10,3.662285142019817e-10,2.1783549444726808e-10,1.2251291144836312e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01100_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01100_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01110_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01110_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01120_s,2.2924108717323407e-07,1.606019712468377e-09,1.6512340607736126e-09,2.5772450492919926e-09,1.6512340607736126e-09,7.316546318031517e-10,1.6512340607736126e-09,1.6512340607736126e-09,1.6512340607736126e-09,1.6552727977424734e-09,1.6339158907804275e-09,1.6510098753499063e-09,1.6017078601679466e-09,2.577943745567575e-09,1.6339260554871087e-09,2.3870193310843543e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01120_s,6.195098283726274e-09,1.1899068030186144e-10,1.2201179509879665e-10,1.907906360723789e-10,1.2201179509879665e-10,6.813043150032823e-11,1.2201179509879665e-10,1.2201179509879665e-10,1.2201179509879665e-10,1.2231763668827365e-10,1.2194795131231268e-10,1.219976946622273e-10,1.1871452685697505e-10,1.9084622426461062e-10,1.2090635016197023e-10,5.445749283087762e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01130_s,2.2924108547910335e-07,1.6060197086066413e-09,1.6512340567738823e-09,2.577245041710039e-09,1.6512340567738823e-09,7.316546302431562e-10,1.6512340567738823e-09,1.6512340567738823e-09,1.6512340567738823e-09,1.655272793731356e-09,1.633915886867144e-09,1.651009871350894e-09,1.6017078563172848e-09,2.5779437379839925e-09,1.633926051545359e-09,2.3870193292778337e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01130_s,6.1950982379434415e-09,1.1899068001574383e-10,1.2201179480325148e-10,1.9079063551109513e-10,1.2201179480325148e-10,6.813043135506411e-11,1.2201179480325148e-10,1.2201179480325148e-10,1.2201179480325148e-10,1.223176363918691e-10,1.2194795102024322e-10,1.219976943667292e-10,1.1871452657157372e-10,1.9084622370319491e-10,1.2090634987029084e-10,5.4457492789663634e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01150_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01150_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01160_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01160_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01170_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01170_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01180_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01180_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01190_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01190_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01200_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01200_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01210_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01210_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01220_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01220_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01230_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01230_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01240_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01240_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01250_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01250_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01260_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01260_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01270_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01270_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01280_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01280_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01290_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01290_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01300_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01300_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01310_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01310_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01320_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01320_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01330_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01330_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01340_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01340_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01350_s,3.4517800587551104e-06,6.673565925043275e-08,6.843068058237915e-08,1.0709184924166374e-07,6.843068058237915e-08,3.824888965371889e-08,6.843068058237915e-08,6.843068058237915e-08,6.843068058237915e-08,6.860235274683509e-08,6.839641618220047e-08,6.842277136956846e-08,6.658089258785529e-08,1.0712304562037992e-07,6.781032905468573e-08,3.0605457632633634e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01350_s,9.328221647123277e-08,4.944473242110697e-09,5.056430445588513e-09,7.927892631163396e-09,5.056430445588513e-09,3.561671372316846e-09,5.056430445588513e-09,5.056430445588513e-09,5.056430445588513e-09,5.069422798883981e-09,5.104793262362933e-09,5.0559481770022076e-09,4.9348070006059236e-09,7.930362647953773e-09,5.017790959236553e-09,6.982333439493942e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01360_s,3.344172079589441e-07,2.039519569358634e-09,2.1134998558750823e-09,3.982548141929152e-09,2.1134998558750823e-09,1.9480626181294466e-10,2.1134998558750823e-09,2.1134998558750823e-09,2.1134998558750823e-09,2.1170035628247785e-09,2.041814702940438e-09,2.113248118427641e-09,2.033337373764599e-09,3.98382344204682e-09,2.0953325055173183e-09,1.4714560588007826e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01360_s,9.03741775360452e-09,1.511088681931243e-10,1.561692054944363e-10,2.948236891157366e-10,1.561692054944363e-10,1.8140026864276952e-11,1.561692054944363e-10,1.561692054944363e-10,1.561692054944363e-10,1.564375811760721e-10,1.5239163863203144e-10,1.5615375931220428e-10,1.5070581238313835e-10,2.9492407014649145e-10,1.5504924764928204e-10,3.3569819368280305e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01370_s,2.863034342605024e-07,5.362744033811418e-09,5.436818879129843e-09,6.566296257374978e-09,5.436818879129843e-09,2.559165671515624e-09,5.436818879129843e-09,5.436818879129843e-09,5.436818879129843e-09,5.441452278990493e-09,5.337694930970672e-09,5.43639592089105e-09,5.354962077209005e-09,6.56697892920847e-09,5.403328296478886e-09,6.631111547093842e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01370_s,7.737172843155444e-09,3.9732797543762025e-10,4.017334954675497e-10,4.860957400726843e-10,4.017334954675497e-10,2.3830514275770574e-10,4.0173349546754965e-10,4.017334954675497e-10,4.0173349546754965e-10,4.0210023618215064e-10,3.9838094802485955e-10,4.017103589276128e-10,3.9689621630891787e-10,4.861561217615949e-10,3.998324776450158e-10,1.5128227276340035e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01380_s,5.272596760750975e-11,2.8266444879490793e-13,2.9070988039267916e-13,4.699970864806581e-13,2.9070988039267916e-13,3.901254518679424e-13,2.9070988039267916e-13,2.9070988039267916e-13,2.9070988039267916e-13,2.918163144283876e-13,2.9273958442523197e-13,2.906417541689457e-13,2.817084921328314e-13,4.701152569946429e-13,2.885148518578694e-13,1.0787456980471912e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01380_s,1.4248865919321515e-12,2.094272865901641e-14,2.1480924601960633e-14,3.47933709704646e-14,2.1480924601960633e-14,3.632781673167145e-14,2.1480924601960633e-14,2.1480924601960633e-14,2.1480924601960633e-14,2.156398750504679e-14,2.184873333450688e-14,2.147632458811457e-14,2.0879519409759475e-14,3.4802823731462556e-14,2.1349361305862193e-14,2.4610519635405914e-14,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01390_s,6.066551747483287e-10,4.397664104381319e-12,4.550816600996652e-12,9.173306874437702e-12,4.550816600996652e-12,2.2740160950995104e-12,4.550816600996652e-12,4.550816600996652e-12,4.550816600996652e-12,4.565018865737528e-12,4.488832154387947e-12,4.550071026409272e-12,4.386759584445782e-12,9.175494906102743e-12,4.48705654130182e-12,6.710171956740606e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01390_s,1.6394480056958338e-11,3.258247949616701e-13,3.3626565478722404e-13,6.790898886164883e-13,3.3626565478722404e-13,2.1175250051516685e-13,3.3626565478722404e-13,3.3626565478722404e-13,3.3626565478722404e-13,3.373355255133426e-13,3.3502574281897803e-13,3.36217356455049e-13,3.2513550158152813e-13,6.792656207489673e-13,3.320307106660723e-13,1.5308595806895211e-13,0.0,0.0,0.0,0.0,0.0,0.0
