,base,asp__L_s,so4_s,pser__L_s,leu__L_s,3amp_s,acnam_s,6pgc_s,pi_c,adn_c,cbl1_s,man6p_c,pep_s,gmp_s,f6p_s,pyr_c,zn2_s,arg__L_s,mg2_s,k_s,mn2_s,met__L_c
translation_BSU29450_s,3.6788494262961786e-08,2.1754540476715945e-09,2.1753169492529456e-09,2.161916148797035e-09,2.1767847621684756e-09,2.4640562292734705e-09,2.1211734999444556e-09,2.154304247738364e-09,2.1754540476715945e-09,2.464125937246695e-09,2.1754540476715945e-09,2.1563007958426257e-09,1.4645354849954625e-09,2.171356578358067e-09,2.1754540476715945e-09,3.187052381273e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU29450_s,9.941862537805952e-10,1.606010729963085e-10,1.6059419306723287e-10,1.5983071323991034e-10,1.6070904261020404e-10,1.822342833775348e-10,1.5817233319962647e-10,1.595260152557626e-10,1.606010729963085e-10,1.8223943877228405e-10,1.606010729963085e-10,1.5961566456117873e-10,1.3620221942873916e-10,1.6044431266208676e-10,1.606010729963085e-10,7.25766939346229e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29470_s,1.9426791858246408e-08,6.467570845628504e-10,6.368242050029767e-10,6.442856840895906e-10,6.469350081705006e-10,6.90213023369283e-10,6.350778044570241e-10,6.387842954231907e-10,6.467570845628503e-10,6.902391368692788e-10,6.467570845628503e-10,6.408876764656587e-10,3.8042036849268834e-10,6.456121944394507e-10,6.467570845628503e-10,6.727172808017e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29600_s,2.6396593761135466e-08,6.012169759273979e-10,6.0117320879619e-10,5.989933277118586e-10,0.0,7.448940505712483e-10,5.906030197519468e-10,5.926506034705104e-10,6.012169759273979e-10,7.449408105738487e-10,6.012169759273979e-10,5.934052218725228e-10,7.043488932847044e-10,6.002161449249501e-10,6.012169759273979e-10,9.201003893139819e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29620_s,0.0,1.2644346292488016e-10,1.2642528424453321e-10,1.25247675158783e-10,1.268128055560951e-10,1.9410347031679297e-10,1.2476091749656588e-10,1.2265455068181834e-10,1.2644346292488016e-10,1.9413680467645283e-10,1.2644346292488016e-10,1.229903686371103e-10,6.029501553027466e-11,1.263285669257589e-10,1.2644346292488016e-10,1.9888301744131857e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29660_s,3.4517800587551104e-06,6.842507721080299e-08,6.841716915219938e-08,6.805991035710693e-08,6.859702794317498e-08,1.0710582491132119e-07,6.872019878344912e-08,6.657239163153167e-08,6.842507721080299e-08,1.0712319509296142e-07,6.842507721080299e-08,6.672734851733472e-08,3.8265219910391706e-08,6.843068058237915e-08,6.842507721080299e-08,3.065116836596478e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29670_s,7.126615469906452e-09,4.9453886448445883e-11,4.944664659755626e-11,4.905828040331694e-11,4.9582499056127403e-11,7.896451506634115e-11,4.892367432735309e-11,4.7894698522462784e-11,4.9453886448445883e-11,7.89777830572785e-11,4.945388644844588e-11,4.8029346504958956e-11,2.2497629674508208e-11,4.940732637227597e-11,4.945388644844588e-11,7.744050191202344e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29680_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29750_s,8.766137786103085e-08,5.877017656484686e-10,5.876133719973449e-10,5.838979890257977e-10,5.892624338181472e-10,1.0461815422501493e-09,5.803650936510248e-10,5.677176127027163e-10,5.877017656484686e-10,1.046345354107348e-09,5.877017656484686e-10,5.692732550956734e-10,2.412380119576598e-10,5.871108373183888e-10,5.877017656484686e-10,8.251344070588404e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29790_s,1.0089781754950973e-07,9.53667170335561e-09,9.536251395873061e-09,9.506852888811576e-09,9.535410808694743e-09,9.49930060842027e-09,9.330167681684172e-09,9.473310168589285e-09,9.53667170335561e-09,9.49930060842027e-09,9.53667170335561e-09,9.48085211229801e-09,5.7881467888223215e-09,9.517767036278621e-09,9.53667170335561e-09,8.887398592515231e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU29990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30070_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30210_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30220_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30230_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30320_s,2.1707893756386814e-08,1.5804993330866438e-10,1.5802569777417616e-10,1.5721195887214142e-10,1.584700981393344e-10,3.0346363333596486e-10,1.5703217372208714e-10,1.5242795751785297e-10,1.5804993330866438e-10,3.035103933381978e-10,1.5804993330866438e-10,1.5283210344706021e-10,6.591835068322846e-11,1.579275980389935e-10,1.5804993330866438e-10,2.140854057110708e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30410_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30420_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30430_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30450_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30530_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30540_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30550_s,0.0,0.0,2.6956382683338307e-11,0.0,0.0,0.0,0.0,3.794162047705396e-12,2.714793534689148e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30560_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30690_s,1.2789740090381382e-07,1.5814371503907362e-08,1.5798188887932503e-08,1.5759602430418024e-08,1.5814666455303138e-08,1.6211186038973996e-08,1.5482105735655976e-08,1.568832131328557e-08,1.5814371503907362e-08,1.6211394871210204e-08,1.581437150390736e-08,1.5704465540454364e-08,9.531130459044976e-09,1.5783973907086097e-08,1.581437150390736e-08,1.5568008835844137e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU30690_s,3.456347981082078e-09,1.1674827307927465e-09,1.1663116022024025e-09,1.1651092472909844e-09,1.167575200544687e-09,1.198931191348414e-09,1.154474533608943e-09,1.161718632726962e-09,1.1674827307927465e-09,1.1989466359606188e-09,1.1674827307927465e-09,1.1624902743859583e-09,8.863978616337899e-10,1.166298004592928e-09,1.1674827307927465e-09,3.545202517190071e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30740_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30750_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30770_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30780_s,1.134344975217474e-11,1.0721615085174525e-12,1.0721142553961804e-12,1.0688091245644131e-12,1.0720197522775683e-12,1.06796005849724e-12,1.0489452680640599e-12,1.0650380800499358e-12,1.0721615085174525e-12,1.06796005849724e-12,1.0721615085174525e-12,1.0658859840142776e-12,6.507331263632134e-13,1.0700361489578742e-12,1.0721615085174525e-12,9.99166897859575e-14,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30790_s,9.30839004631978e-12,8.798114975576716e-13,8.797727218330626e-13,8.770605445317695e-13,8.796951729473309e-13,8.763638042718828e-13,8.607603423737828e-13,8.739660403033658e-13,8.798114975576716e-13,8.763638042718828e-13,8.798114975576716e-13,8.746618269462607e-13,5.339890323125557e-13,8.780674359008167e-13,8.798114975576716e-13,8.199124084686131e-14,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30800_s,1.4539854339414929e-11,1.3742796506135567e-12,1.3742190823106692e-12,1.3699826179266848e-12,1.374097949709101e-12,1.3688942984814587e-12,1.3445214410850626e-12,1.3651489527590455e-12,1.3742796506135567e-12,1.3688942984814587e-12,1.3742796506135567e-12,1.3662357826392571e-12,8.340994210636198e-13,1.3715553983719293e-12,1.3742796506135567e-12,1.280716314087614e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30820_s,1.4415865083789786e-11,1.3625604196692382e-12,1.3625003678652519e-12,1.358300030120035e-12,1.3623802682273398e-12,1.357220991367362e-12,1.3330559745982167e-12,1.353507584247451e-12,1.3625604196692382e-12,1.357220991367362e-12,1.3625604196692382e-12,1.3545851461374412e-12,8.269866010916419e-13,1.3598593986099657e-12,1.3625604196692382e-12,1.269794948663737e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30830_s,0.0,1.3625604196692382e-12,1.3625003678652519e-12,1.358300030120035e-12,1.3623802682273398e-12,1.357220991367362e-12,1.3330559745982167e-12,1.353507584247451e-12,1.3625604196692382e-12,1.357220991367362e-12,1.3625604196692382e-12,1.3545851461374412e-12,8.269866010916419e-13,1.3598593986099657e-12,1.3625604196692382e-12,1.269794948663737e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30870_s,8.457582900371726e-09,6.130426804896699e-09,6.130196536918591e-09,6.112825672056838e-09,6.128495396089681e-09,5.8591001028070905e-09,7.820849703066386e-10,6.099874351388179e-09,6.130426804896699e-09,5.858990151542013e-09,6.130426804896699e-09,6.103932902390717e-09,3.791811791412395e-09,6.11780045233464e-09,6.130426804896699e-09,5.491529376886386e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU30870_s,2.2856093537442973e-10,4.52573624271915e-10,4.5256575899345505e-10,4.519219154821176e-10,4.5245843542448853e-10,4.333216489897682e-10,5.831875823311996e-11,4.5169508896403807e-10,4.52573624271915e-10,4.3331351732062855e-10,4.52573624271915e-10,4.518308895170697e-10,3.526395822686616e-10,4.520520942354268e-10,4.52573624271915e-10,1.2505506629297335e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30940_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30950_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30960_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30970_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU30980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31050_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31050_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31060_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31060_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31090_s,7.285832281927402e-13,1.1015928947182827e-07,1.0989093959005639e-07,1.0284513983564395e-07,1.1655163576267586e-07,3.860906364130735e-06,5.8078615954864735e-08,4.6775361196583826e-08,1.1015928947182827e-07,3.861514616838774e-06,1.1015928947182827e-07,4.680238830171226e-08,3.6973359089699533e-08,1.0993730694559911e-07,1.1015928947182827e-07,4.556861618032998e-16,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31090_s,1.9689510123103277e-14,8.132417280255649e-09,8.112770313735578e-09,7.60335319310874e-09,8.604847903939503e-09,2.8554117235489465e-07,4.330824515216016e-09,3.4637108438483977e-09,8.132417280255647e-09,2.8558615691938844e-07,8.132417280255647e-09,3.464449081608258e-09,3.438532981512855e-09,8.12340811482267e-09,8.132417280255647e-09,1.0377047860829685e-16,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31100_s,1.8214580704818505e-13,2.7539822367957068e-08,2.7472734897514098e-08,2.5711284958910987e-08,2.9137908940668965e-08,9.652265910326837e-07,1.4519653988716184e-08,1.1693840299145957e-08,2.7539822367957068e-08,9.653786542096936e-07,2.7539822367957068e-08,1.1700597075428065e-08,9.243339772424883e-09,2.7484326736399778e-08,2.7539822367957068e-08,1.1392154045082494e-16,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31100_s,4.922377530775819e-15,2.0331043200639123e-09,2.0281925784338945e-09,1.900838298277185e-09,2.151211975984876e-09,7.138529308872366e-08,1.082706128804004e-09,8.659277109620994e-10,2.033104320063912e-09,7.139653922984711e-08,2.033104320063912e-09,8.661122704020645e-10,8.596332453782138e-10,2.0308520287056675e-09,2.033104320063912e-09,2.5942619652074212e-17,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_86_s,2.480963284010436e-06,4.9862872641320984e-08,4.9857365217803e-08,4.96442445953725e-08,4.997982718396554e-08,7.635390872096936e-08,5.028457514393196e-08,4.855662835634203e-08,4.9862872641320984e-08,7.636600767176372e-08,4.9862872641320984e-08,4.8668110926987045e-08,3.02104558153328e-08,4.9870173877534274e-08,4.9862872641320984e-08,2.3436309779293745e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31150_s,1.4307665579249257e-07,1.3523336062620756e-08,1.3522740051820246e-08,1.348105193429892e-08,1.352154806962185e-08,1.3470342534945803e-08,1.3230506093192013e-08,1.3433487176684278e-08,1.3523336062620756e-08,1.3470342534945803e-08,1.3523336062620756e-08,1.3444181918257753e-08,8.207795826449731e-09,1.3496528579466635e-08,1.3523336062620756e-08,1.2602643944087602e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31150_s,3.8665579354522345e-09,9.983489582191489e-10,9.98325107256589e-10,9.96655743138887e-10,9.982774055768564e-10,9.962265428616302e-10,9.865765427612848e-10,9.947483892006368e-10,9.983489582191489e-10,9.962265428616302e-10,9.983489582191489e-10,9.951774981957153e-10,7.63327361906741e-10,9.97275745881496e-10,9.983489582191489e-10,2.8699190439152244e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31322_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31350_s,4.580108644634858e-07,4.151787968827989e-09,4.1516273348811725e-09,0.0,4.1506115362833045e-09,1.36536848082039e-07,0.0,8.917636325755925e-09,4.151787968827989e-09,1.365371657765485e-07,4.151787968827989e-09,9.405999738346179e-09,3.6985510225804534e-09,4.143292504748774e-09,4.151787968827989e-09,1.3919623383501005e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31400_s,6.613667560074689e-09,6.950415517724473e-09,6.950072981293174e-09,6.9275590740966134e-09,6.950506927052021e-09,7.14576297457258e-09,6.808280986736568e-09,6.894818157141473e-09,6.950415517724473e-09,7.1458642286803955e-09,6.950415517724473e-09,6.901064770099139e-09,4.165656876096871e-09,6.937146571283404e-09,6.950415517724473e-09,6.723341645059637e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31400_s,1.787302662702549e-10,5.131086042067716e-10,5.130936724289597e-10,5.121552509983237e-10,5.131464227953232e-10,5.28479415115016e-10,5.076820395780812e-10,5.105605987067804e-10,5.131086042067716e-10,5.284869035682249e-10,5.131086042067716e-10,5.108369117995284e-10,3.8740728218322415e-10,5.125946261241733e-10,5.131086042067716e-10,1.5310633476205779e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31580_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31600_s,0.0,8.283725522819992e-08,8.263546156250834e-08,7.733716267891688e-08,8.764417019049463e-08,2.9033230233114307e-06,4.36736476198605e-08,3.517382836526804e-08,8.283725522819992e-08,2.903780417017461e-06,8.28372552281999e-08,3.5194151926297856e-08,2.7803129752212352e-08,8.267032931703165e-08,8.28372552281999e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31600_s,0.0,6.1153909860597065e-09,6.10061686547648e-09,5.717545464379027e-09,6.470649246758201e-09,2.147211513605181e-07,3.2566703023362006e-09,2.604618491697272e-09,6.115390986059706e-09,2.1475497884109648e-07,6.115390986059706e-09,2.6051736191971935e-09,2.585699027516746e-09,6.108616289476251e-09,6.115390986059706e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31610_s,0.0,8.283725522819992e-08,8.263546156250834e-08,7.733716267891688e-08,8.764417019049463e-08,2.9033230233114307e-06,4.36736476198605e-08,3.517382836526804e-08,8.283725522819992e-08,2.903780417017461e-06,8.28372552281999e-08,3.5194151926297856e-08,2.7803129752212352e-08,8.267032931703165e-08,8.28372552281999e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31620_s,0.0,8.283725522819992e-08,8.263546156250834e-08,7.733716267891688e-08,8.764417019049463e-08,2.9033230233114307e-06,4.36736476198605e-08,3.517382836526804e-08,8.283725522819992e-08,2.903780417017461e-06,8.28372552281999e-08,3.5194151926297856e-08,2.7803129752212352e-08,8.267032931703165e-08,8.28372552281999e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31630_s,0.0,8.283725522819992e-08,8.263546156250834e-08,7.733716267891688e-08,8.764417019049463e-08,2.9033230233114307e-06,4.36736476198605e-08,3.517382836526804e-08,8.283725522819992e-08,2.903780417017461e-06,8.28372552281999e-08,3.5194151926297856e-08,2.7803129752212352e-08,8.267032931703165e-08,8.28372552281999e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31640_s,0.0,8.283725522819992e-08,8.263546156250834e-08,7.733716267891688e-08,8.764417019049463e-08,2.9033230233114307e-06,4.36736476198605e-08,3.517382836526804e-08,8.283725522819992e-08,2.903780417017461e-06,8.28372552281999e-08,3.5194151926297856e-08,2.7803129752212352e-08,8.267032931703165e-08,8.28372552281999e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31650_s,0.0,8.283725522819992e-08,8.263546156250834e-08,7.733716267891688e-08,8.764417019049463e-08,2.9033230233114307e-06,4.36736476198605e-08,3.517382836526804e-08,8.283725522819992e-08,2.903780417017461e-06,8.28372552281999e-08,3.5194151926297856e-08,2.7803129752212352e-08,8.267032931703165e-08,8.28372552281999e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31660_s,0.0,8.283725522819992e-08,8.263546156250834e-08,7.733716267891688e-08,8.764417019049463e-08,2.9033230233114307e-06,4.36736476198605e-08,3.517382836526804e-08,8.283725522819992e-08,2.903780417017461e-06,8.28372552281999e-08,3.5194151926297856e-08,2.7803129752212352e-08,8.267032931703165e-08,8.28372552281999e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31750_s,2.227459619911069e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU31760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31930_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31970_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU31990_s,1.0989667506730912e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32000_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU32100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32110_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32130_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32170_s,6.90997205948372e-08,2.26526665674972e-09,2.2651385238914666e-09,2.25685326758995e-09,2.265771892471018e-09,2.389839715603682e-09,2.223914578590035e-09,2.2430480641336123e-09,2.26526665674972e-09,2.3899232207668686e-09,2.26526665674972e-09,2.2454912328143213e-09,1.3330086237995832e-09,2.2612082976962223e-09,2.26526665674972e-09,2.332497282243733e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU32170_s,1.867377116998e-09,1.6723141363806237e-10,1.6722532941913566e-10,1.66849425514231e-10,1.6727884076576658e-10,1.7674545036199086e-10,1.658335622906193e-10,1.6609748603245778e-10,1.6723141363806237e-10,1.7675162615594834e-10,1.6723141363806237e-10,1.6621780044926386e-10,1.2397018367889869e-10,1.6708357103834955e-10,1.6723141363806237e-10,5.311646032285352e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU32180_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32240_s,1.2455356760689025e-07,3.524608271283589e-09,3.4911522513531634e-09,3.510694553454425e-09,3.5261008864207288e-09,4.022148772289849e-09,3.4569880722187353e-09,3.478216713611137e-09,3.524608271283589e-09,4.022341030283168e-09,3.524608271283589e-09,3.486950373691728e-09,2.0126321652222965e-09,3.518414570158538e-09,3.524608271283589e-09,3.6007148571576577e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU32250_s,1.1406159804121254e-07,3.227707239673174e-09,3.1970694412489087e-09,3.2149655661845604e-09,3.229074121979909e-09,3.6833366184647297e-09,3.165783136547159e-09,3.185223549278678e-09,3.227707239673174e-09,3.6835126812975773e-09,3.227707239673174e-09,3.193221515492581e-09,1.843094866290297e-09,3.2220352748978034e-09,3.227707239673174e-09,3.2974028652023835e-10,0.0,0.0,0.0,0.0,0.0,0.0
