,base,gmp_s,6pgc_s,cbl1_s,leu__L_s,pep_s,3amp_s,f6p_s,pi_c,acnam_s,so4_s,pser__L_s,asp__L_s,man6p_c,adn_c,pyr_c,arg__L_s,zn2_s,mg2_s,k_s,mn2_s,met__L_c
SLCYSS_FWD_BSU00730-MONOMER_mod_2:pydx5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO4t2_FWD_BSU15580-MONOMER,0.029038062035121832,0.004786391106609737,0.0047764759211712795,0.0047908305608888365,0.004789384685939723,0.0025710688579028223,0.004908958723603834,0.0047908305608888365,0.004789937837104895,0.0047908305608888365,0.00485655026333606,0.004778788178869192,0.0047908305608888365,0.004796187622994918,0.0049090700669904294,0.0009427533909061301,0.0,0.0,0.0,0.0,0.0,0.0
SO4t2_FWD_BSU34660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO4t2_FWD_BSU01580-MONOMER,0.0,6.676200384138338e-05,5.6115520315071336e-05,6.72616920838477e-05,6.686869755081326e-05,4.7657734570675725e-05,0.00012495035306454865,6.72616920838477e-05,6.672198721297444e-05,6.72616920838477e-05,0.0,6.694154781048896e-05,6.726169208384837e-05,5.7068573814523305e-05,0.00012496781500447615,3.721628183999251e-05,0.0,0.0,0.0,0.0,0.0,0.0
SPODM_REV_BSU25020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPODM_FWD_BSU25020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SORD_D_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SORD_D_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPMDAT1_FWD_BSU26600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPMDAT3_FWD_BSU26600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPMDt3i_REV_BSU26590-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPMS_FWD_BSU37500-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRMS_FWD_BSU37500-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRB_Lt_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRB_Lt_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSALy_FWD_BSU03910-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCBZL_FWD_BSU30790-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCBZS_FWD_BSU30780-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCCt2r_REV_BSU07570-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCCt2r_FWD_BSU07570-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCCt2r_REV_BSU04470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCCt2r_FWD_BSU04470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCD1_REV_CPLX8J2-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCD1_FWD_CPLX8J2-15,0.9506244153626111,2.7654524907853597,2.743320094697349,2.7649104809318867,2.7650435895268033,2.9432894603493724,2.7659983416128773,2.7649104809318867,2.764894835451899,2.7649104809318867,2.7648856424172794,2.7669412119836645,2.7649104809318867,2.7621431924245097,2.766000149996881,2.292227461450895,0.0,0.0,0.0,0.0,0.0,0.0
SUCD5_BS_FWD_CPLX8J2-15,0.9506244153626111,2.7654524907853597,2.743320094697349,2.7649104809318867,2.7650435895268033,2.9432894603493724,2.7659983416128773,2.7649104809318867,2.764894835451899,2.7649104809318867,2.7648856424172794,2.7669412119836645,2.7649104809318867,2.7621431924245097,2.766000149996881,2.292227461450895,0.0,0.0,0.0,0.0,0.0,0.0
SUCR_FWD_BSU34560-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCOAS_REV_CPLX8J2-7,0.8997244648975553,2.7546361738767233,2.7325340616132343,2.7540875426851996,2.754220933624454,2.937503671020723,2.7553189605664383,2.7540875426851996,2.754070146122755,2.7540875426851996,2.7539944366231683,2.7561437174914447,2.7540875426851996,2.7513149545203253,2.7553206067558684,2.290179873086736,0.0,0.0,0.0,0.0,0.0,0.0
SUCOAS_FWD_CPLX8J2-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCpts_FWD_CPLX000-63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCpts_FWD_CPLX000-64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULAabc_FWD_CPLX8J2-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULR_1_REV_BSU33430-MONOMER,0.0022144275801587055,0.004786391106609737,0.0047764759211712795,0.0047908305608888365,0.004789384685939723,0.0025710688579028223,0.004908958723603834,0.0047908305608888365,0.004789937837104895,0.0047908305608888365,0.00485655026333606,0.004778788178869192,0.0047908305608888365,0.004796187622994918,0.0049090700669904294,0.0009427533909061301,0.0,0.0,0.0,0.0,0.0,0.0
SULR_1_FWD_BSU33430-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULR_1_REV_BSU33440-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SULR_1_FWD_BSU33440-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAGURr_REV_BSU12380-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAGURr_FWD_BSU12380-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TALA_REV_BSU37110-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TALA_FWD_BSU37110-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TALA_REV_CPLX8J2-126,0.3127990448725791,0.04950040550520003,0.0014906444172034115,0.049560188111114185,0.050879555282711916,0.010826411650543528,0.051220361486844015,0.04956018811111418,0.04954516443952805,0.049560188111114185,0.04936600037639977,0.049383464121413166,0.049560188111114185,0.043408024415118644,0.05122100899146756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TALA_FWD_CPLX8J2-126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9170161744107489,0.0,0.0,0.0,0.0,0.0,0.0
TARTDC_FWD_BSU04000-MONOMER_mod_mg2_mod_k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARTRDH_REV_BSU04000-MONOMER_mod_mg2_mod_k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARTRDH_FWD_BSU04000-MONOMER_mod_mg2_mod_k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARTRDH2_REV_BSU04000-MONOMER_mod_mg2_mod_k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARTRDH2_FWD_BSU04000-MONOMER_mod_mg2_mod_k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAURabc_FWD_CPLX8J2-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECA1S45_FWD_CPLX000-65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECA2S45_FWD_CPLX000-66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECA3S45_FWD_CPLX000-67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECA4S_BS_FWD_CPLX000-68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEICH45_REV_CPLX000-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEICH45_FWD_CPLX000-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGBPA_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGBPA_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THIOGabc_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THMDt2_FWD_BSU32180-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THMDt2_FWD_BSU39410-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THMDt2_FWD_BSU39020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THMt6_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THMt6_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THRD_FWD_BSU16990-MONOMER_mod_zn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THRD_L_FWD_BSU21770-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THRS_FWD_BSU32250-MONOMER,0.022212704598549453,0.005844605732396465,0.005824843424639449,0.005846523243597638,0.005847858121001445,0.003110597799274672,0.005576421284001491,0.005846523243597638,0.005849254145753382,0.005846523243597638,0.005849161471857203,0.005833298628672044,0.005846523243597638,0.005846675055174162,0.005576474578830623,0.0010734297791771088,0.0,0.0,0.0,0.0,0.0,0.0
THRt2r_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKT1_REV_BSU17890-MONOMER_mod_mg2_mod_mn2_mod_thmpp,0.3127990448725791,0.04950040550520003,0.0014906444172034115,0.049560188111114185,0.050879555282711916,0.010826411650543528,0.051220361486844015,0.04956018811111418,0.04954516443952805,0.049560188111114185,0.04936600037639977,0.049383464121413166,0.049560188111114185,0.043408024415118644,0.05122100899146756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKT1_FWD_BSU17890-MONOMER_mod_mg2_mod_mn2_mod_thmpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9170161744107489,0.0,0.0,0.0,0.0,0.0,0.0
TKT2_REV_BSU17890-MONOMER_mod_mg2_mod_mn2_mod_thmpp,0.3448761423985344,0.06060148226081773,0.012558873386218847,0.06066640891033774,0.06198677891001202,0.016788955347355625,0.061973761090185604,0.060666408910337734,0.06065499737286749,0.06066640891033774,0.060475656592142775,0.06046240646937584,0.06066640891033774,0.05451324782278577,0.0619744817909601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKT2_FWD_BSU17890-MONOMER_mod_mg2_mod_mn2_mod_thmpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9150237977895649,0.0,0.0,0.0,0.0,0.0,0.0
TMDK1_FWD_BSU37060-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMDPP_REV_BSU39400-MONOMER,0.00549127187345363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMDPP_FWD_BSU39400-MONOMER,0.0,2.6383979082450115e-06,2.6291920979704056e-06,2.6395969668306466e-06,2.6400022315775865e-06,1.383720502543867e-06,2.5299930017144624e-06,2.6395969668306466e-06,2.640709848581033e-06,2.6395969668306466e-06,2.6406635442637045e-06,2.632828191272542e-06,2.6395969668306466e-06,2.6394562416428924e-06,2.5300145622585627e-06,4.5691466778546384e-07,0.0,0.0,0.0,0.0,0.0,0.0
TMDS_FWD_BSU17680-MONOMER,0.0,2.6383979082450115e-06,2.6291920979704056e-06,2.6395969668306466e-06,2.6400022315775865e-06,1.383720502543867e-06,2.5299930017144624e-06,2.6395969668306466e-06,2.640709848581033e-06,2.6395969668306466e-06,2.6406635442637045e-06,2.632828191272542e-06,2.6395969668306466e-06,2.6394562416428924e-06,2.5300145622585627e-06,4.5691466778546384e-07,0.0,0.0,0.0,0.0,0.0,0.0
TMDS_FWD_BSU21820-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMDS_FWD_CPLX8J2-176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMN_FWD_BSU11650-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMPHi_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMPK_FWD_BSU05900-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMPPP_FWD_BSU38290-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMPt6_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMPt6_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPI_REV_BSU33920-MONOMER,0.0,0.0,0.0,0.0,0.0,4.477772988601341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47607205886231,0.0,0.0,0.0,0.0,0.0,0.0
TPI_FWD_BSU33920-MONOMER,1.7157610563040717,1.5432067573573045,1.4937671603405758,1.5412734440362224,1.5466703591873734,0.0,1.545756944072606,1.5412734440362224,1.541238676281529,1.5412734440362224,1.5411635573623603,1.5745414625561327,1.5412734440362224,1.5351820049629121,1.545761943223875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRDR_FWD_BSU34790-MONOMER,0.002214426514463823,0.004786390406836022,0.004776475224466799,0.0047908298597787845,0.0047893839852286525,0.002571068566802534,0.004908958006470833,0.0047908298597787845,0.004789937136125489,0.0047908298597787845,0.004856549552624149,0.00477878748212348,0.0047908298597787845,0.0047961869213980065,0.004909069349841163,0.0009427533487861693,0.0,0.0,0.0,0.0,0.0,0.0
TRDR_FWD_BSU32110-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRDR_FWD_CPLX8J2-179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRDR_FWD_BSU03270-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRE6PH_FWD_BSU07810-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREpts_FWD_CPLX000-70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPAS1_FWD_BSU27250-MONOMER_mod_pydx5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPS1_FWD_CPLX8J2-19_mod_pydx5p,0.005082335470919209,0.0018722323861481232,0.0018671495484649007,0.0018732783742930583,0.0018732706042345493,0.0010119577056394626,0.0018298520207004488,0.0018732783742930583,0.0018737070745734597,0.0018732783742930583,0.0018736766724262827,0.0018683316106358025,0.0018732783742930583,0.0018729510709763351,0.0018298621734940139,0.0003315591379293943,0.0,0.0,0.0,0.0,0.0,0.0
TRPt2r_FWD_BSU10010-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRTA_REV_BSU34890-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRTA_FWD_BSU34890-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRTA_REV_BSU22620-MONOMER_mod_pydx5p,0.0,0.0033194639858514343,0.003308378923801153,0.003320578209398787,0.003321299525921143,0.0017658348695995993,0.003177480269109552,0.003320578209398787,0.003322068377005912,0.003320578209398787,0.0033220162081489557,0.003313250265180899,0.003320578209398787,0.0033206137838723148,0.0031775091029539854,0.0006071109034282635,0.0,0.0,0.0,0.0,0.0,0.0
TYRTA_FWD_BSU22620-MONOMER_mod_pydx5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRt2r_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRt2r_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAAGDS_FWD_BSU15180-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAG2E_REV_BSU35660-MONOMER_mod_nad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAG2E_FWD_BSU35660-MONOMER_mod_nad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAG2EMA_REV_BSU35660-MONOMER_mod_nad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAG2EMA_FWD_BSU35660-MONOMER_mod_nad,0.044157207228358517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAG4E_FWD_BSU30870-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAG4E_FWD_BSU38860-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAGCVT_FWD_BSU37100-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAGCVT_FWD_BSU36760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAGDP_REV_BSU00500-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAGDP_FWD_BSU00500-MONOMER_mod_mg2,0.044157207228358517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAGPT3_FWD_BSU15220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAMAGS_FWD_BSU15200-MONOMER_mod_mg2_mod_k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
