,base,pser__L_s,cbl1_s,leu__L_s,asp__L_s,3amp_s,f6p_s,adn_c,6pgc_s,so4_s,gmp_s,acnam_s,pep_s,man6p_c,pi_c,pyr_c,arg__L_s,mg2_s,zn2_s,mn2_s,k_s,met__L_c
PGCD_FWD_CPLX8J2-181,0.28740724231364323,0.026322004957534693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07122428083834459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GND_REV_BSU23860-MONOMER,0.8826207550859997,0.1453931167483979,0.14568141343862298,0.1497573477737891,0.14568141343862298,0.12171224355702535,0.14568141343862298,0.1208833973846124,0.0,0.1451424611144593,0.1455452692937703,0.1441613685417041,0.08701003559537565,0.01740209885587517,0.14568141343862298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GND_FWD_BSU23860-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778189824451373,0.0,0.0,0.0,0.0,0.0,0.0
BGLA1_FWD_BSU40110-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGLA1_FWD_BSU38560-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGI_REV_BSU31350-MONOMER,0.1292955932243566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0467939257312557,0.0,0.0,0.0,0.0,0.0,0.0
PGI_FWD_BSU31350-MONOMER,0.0,1.699998518988765,1.69999667914186,1.699994515319721,1.69999667914186,1.6999900182988155,1.6999969213428916,1.6999920819756043,1.6999993613752407,1.6999990403028191,1.6999973751603423,1.6999902123637496,1.6999923558545973,1.7,1.6999969213428916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGK_REV_BSU33930-MONOMER,2.868602156479896,3.103408993818673,3.0718795033855177,3.071897084855765,3.0718795033855177,0.0,3.0718798819912907,0.0,3.048732153874791,3.0721026491793633,3.07403678442965,3.0875327279334863,0.0,3.0514507773463873,3.0718798819912907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGK_FWD_BSU33930-MONOMER,0.0,0.0,0.0,0.0,0.0,2.7716125251175447,0.0,2.7723421351707604,0.0,0.0,0.0,0.0,2.8020775164590264,0.0,0.0,7.799817026345357,0.0,0.0,0.0,0.0,0.0,0.0
PGL_FWD_BSU13010-MONOMER,0.08345664346840333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7467771851270686,0.0,0.0,0.0,0.0,0.0,0.0
PGLYCP_FWD_BSU09240-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGM_REV_BSU33910-MONOMER_mod_mn2,2.581194914166253,3.0770869888611387,3.0764311778095847,3.076419041984746,3.0764311778095847,0.0,3.0764314976465386,0.0,3.053480316680809,3.0766215026075887,3.07856703100725,3.016308447095142,0.0,3.0561835182180332,3.0764314976465386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGM_FWD_BSU33910-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0,2.76104596688703,0.0,2.7617756507308457,0.0,0.0,0.0,0.0,2.7915245643188253,0.0,0.0,7.799643174361548,0.0,0.0,0.0,0.0,0.0,0.0
PGMT_REV_BSU01770-MONOMER,0.04583894975595327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGMT_FWD_BSU01770-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGMT_B_REV_BSU34550-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGMT_B_FWD_BSU34550-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGPPH_BS_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHCYT_BS_FWD_BSU16540-MONOMER_mod_mg2_mod_k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHETA1_REV_BSU34890-MONOMER,0.0,0.005969702045345049,0.005979777047824424,0.005979624482097801,0.005979777047824424,0.003276588550387438,0.0059797814749095925,0.0032763021187001656,0.005960851796333691,0.005979686523145729,0.005975003538983028,0.005914057481760065,0.0032639193058064406,0.005963058992665011,0.0059797814749095925,0.0010690461530738589,0.0,0.0,0.0,0.0,0.0,0.0
PHETA1_FWD_BSU34890-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHETA1_REV_BSU22620-MONOMER_mod_pydx5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHETA1_FWD_BSU22620-MONOMER_mod_pydx5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHEt2r_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHEt2r_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHYT3_FWD_BSU19800-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIabc_FWD_CPLX8J2-71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIt2r_REV_BSU12840-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIt2r_FWD_BSU12840-MONOMER,0.15502083160541025,0.07879047450520432,0.07892852279817276,0.07892273267644688,0.07892852279817276,0.06174377766255737,0.07892857248760653,0.06174045433927269,0.07873173494614517,0.0789270470713391,0.07885249958852232,0.09394554802507123,0.0615916878761588,0.0787552575456129,0.07892857248760653,0.025547641496333554,0.0,0.0,0.0,0.0,0.0,0.0
PIt7_FWD_BSU25420-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMANM_REV_BSU09310-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMANM_FWD_BSU09310-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMDPHT_FWD_CPLX_dummy,1.3259238016356225e-07,1.7835074545456813e-15,2.2186560584595065e-15,2.274102943552015e-15,2.2186560584595065e-15,1.0484553169685294e-15,2.2186567046757315e-15,1.0482694189275855e-15,2.197489064881942e-15,2.2175974027680353e-15,2.2121551016728294e-15,6.778413863149287e-16,1.040115836758417e-15,2.2001284345046762e-15,2.2186567046757315e-15,5.869803624492035e-17,0.0,0.0,0.0,0.0,0.0,0.0
PMPK_FWD_BSU38020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMPK_FWD_BSU11710-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNTEH_FWD_BSU03010-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNTK_FWD_BSU23760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNTOt2_REV_CPLX_dummy,-2.19086245804356e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNTOt2_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPA_FWD_BSU40550-MONOMER,0.6465808066858731,0.2605968763816284,0.29211832910071245,0.2961876313119508,0.29211832910071245,0.20356550228234527,0.29211865700937023,0.203552253824104,0.2912470558617009,0.29211354054137334,0.2900524928177589,0.17979295584076688,0.2029760594974604,0.2914186015129288,0.29211865700937023,0.08567963060699732,0.0,0.0,0.0,0.0,0.0,0.0
PPAKr_REV_BSU29470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPAKr_FWD_BSU29470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPAt6_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPAt6_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPBNGS_FWD_BSU28130-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPCDC_FWD_BSU15700-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPCK_FWD_BSU30560-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPCOAC_FWD_BSU23920-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPCOAC_FWD_BSU18210-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIabc_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM_REV_BSU23500-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM_FWD_BSU23500-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM2_REV_BSU23500-MONOMER_mod_mn2,0.005502290176922849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM2_FWD_BSU23500-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPNCL_FWD_BSU15700-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPND_FWD_BSU22610-MONOMER,0.0,0.003356523445979934,0.0033634046270920818,0.0033634945495360303,0.0033634046270920818,0.0018206230702004537,0.003363408379204486,0.0018204685853399855,0.003351941159360963,0.0033633516407647187,0.003360737679608002,0.003322068377005912,0.0018137776197937195,0.003353251185690755,0.003363408379204486,0.0006165237676502588,0.0,0.0,0.0,0.0,0.0,0.0
PPNDH_FWD_BSU27900-MONOMER,0.0,0.005969702045345049,0.005979777047824424,0.005979624482097801,0.005979777047824424,0.003276588550387438,0.0059797814749095925,0.0032763021187001656,0.005960851796333691,0.005979686523145729,0.005975003538983028,0.005914057481760065,0.0032639193058064406,0.005963058992665011,0.0059797814749095925,0.0010690461530738589,0.0,0.0,0.0,0.0,0.0,0.0
PPPGO_FWD_BSU10140-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPS_FWD_BSU18830-MONOMER_mod_mg2,0.0,9.853420974841365,9.798563191514356,9.794377871754705,9.798563191514356,2.928535523659659,9.798562892401705,2.9278716623316545,9.807578285227738,9.798665794205808,9.805030567647096,9.964404694748186,2.9005817504483886,9.806487515887246,9.798562892401705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPTGS_BS_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPTT_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAGSr_FWD_BSU06530-MONOMER_mod_mg2,0.029395216036383686,0.007144345068574665,0.007172184234321378,0.007174953536161383,0.007172184234321378,0.005369842747902949,0.007172205306201176,0.005369559820910465,0.007146164785144514,0.007172026813203245,0.007167629020870757,0.0070776819285104575,0.005357412213507065,0.007148817285190216,0.007172205306201176,0.003102984840965594,0.0,0.0,0.0,0.0,0.0,0.0
PRAIi_REV_BSU22650-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAIi_FWD_BSU22650-MONOMER,0.005082335470919209,0.001890378814532044,0.001893099239837998,0.0018929993828281579,0.001893099239837998,0.001040092565323336,0.0018931014227915304,0.0010400005402229587,0.0018871560266043121,0.0018930710913390614,0.0018915971051062456,0.0018737070745734597,0.001036025095236646,0.0018878422320887302,0.0018931014227915304,0.00033622861857813765,0.0,0.0,0.0,0.0,0.0,0.0
PRAIS_1_FWD_BSU06500-MONOMER,0.029395216036383686,0.007144345068574665,0.007172184234321378,0.007174953536161383,0.007172184234321378,0.005369842747902949,0.007172205306201176,0.005369559820910465,0.007146164785144514,0.007172026813203245,0.007167629020870757,0.0070776819285104575,0.005357412213507065,0.007148817285190216,0.007172205306201176,0.003102984840965594,0.0,0.0,0.0,0.0,0.0,0.0
PRAMPC_1_FWD_BSU34860-MONOMER,0.018705934896262308,0.0026212557626964367,0.0026267244463025145,0.002626767434397974,0.0026267244463025145,0.0014252575593800586,0.0026267290736536816,0.0014251357055910844,0.0026179044364542494,0.0026266824117584186,0.002624630764185324,0.0025944457226280983,0.0014198603365685688,0.002618912910150482,0.0026267290736536816,0.00048094198093462457,0.0,0.0,0.0,0.0,0.0,0.0
PRASCSi_REV_BSU06450-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRASCSi_FWD_BSU06450-MONOMER,0.029395216036383686,0.007144345068574665,0.007172184234321378,0.007174953536161383,0.007172184234321378,0.005369842747902949,0.007172205306201176,0.005369559820910465,0.007146164785144514,0.007172026813203245,0.007167629020870757,0.0070776819285104575,0.005357412213507065,0.007148817285190216,0.007172205306201176,0.003102984840965594,0.0,0.0,0.0,0.0,0.0,0.0
PRATPP_FWD_BSU34860-MONOMER,0.018705934896262308,0.0026212557626964367,0.0026267244463025145,0.002626767434397974,0.0026267244463025145,0.0014252575593800586,0.0026267290736536816,0.0014251357055910844,0.0026179044364542494,0.0026266824117584186,0.002624630764185324,0.0025944457226280983,0.0014198603365685688,0.002618912910150482,0.0026267290736536816,0.00048094198093462457,0.0,0.0,0.0,0.0,0.0,0.0
PRFGS_1_FWD_BSU06480-MONOMER_mod_mg2,0.029395216036383686,0.007144345068574665,0.007172184234321378,0.007174953536161383,0.007172184234321378,0.005369842747902949,0.007172205306201176,0.005369559820910465,0.007146164785144514,0.007172026813203245,0.007167629020870757,0.0070776819285104575,0.005357412213507065,0.007148817285190216,0.007172205306201176,0.003102984840965594,0.0,0.0,0.0,0.0,0.0,0.0
PRFGS_1_FWD_BSU06470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URATEt_1_FWD_BSU32430-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URATEt_1_FWD_BSU32440-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRMICI_REV_BSU34880-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRMICI_FWD_BSU34880-MONOMER,0.018705934896262308,0.0026212557626964367,0.0026267244463025145,0.002626767434397974,0.0026267244463025145,0.0014252575593800586,0.0026267290736536816,0.0014251357055910844,0.0026179044364542494,0.0026266824117584186,0.002624630764185324,0.0025944457226280983,0.0014198603365685688,0.002618912910150482,0.0026267290736536816,0.00048094198093462457,0.0,0.0,0.0,0.0,0.0,0.0
PRO1x_FWD_BSU03200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROLBabc_FWD_CPLX8J2-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROLBabc_FWD_CPLX8J2-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROt2r_FWD_BSU06660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROt2r_FWD_BSU03220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROt2r_FWD_BSU19580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROt2r_FWD_BSU30530-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9640095683379143e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPPS_REV_BSU00510-MONOMER_mod_mn2_mod_pi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPPS_FWD_BSU00510-MONOMER_mod_mn2_mod_pi,0.0878532118729326,0.01573281186959227,0.01578007704081505,0.01578354430252113,0.01578007704081505,0.01044124767480176,0.01578013353863815,0.010440616673981249,0.015734342886695993,0.015779822179716543,0.01577040288578631,0.01558395771021813,0.010413425069220794,0.01573923939196311,0.01578013353863815,0.005556214887173887,0.0,0.0,0.0,0.0,0.0,0.0
PSCVT_REV_BSU22600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSCVT_FWD_BSU22600-MONOMER,0.03207709752595532,0.011216604305857027,0.011236280914754504,0.011236118414461989,0.011236280914754504,0.006137304185911227,0.011236291276905608,0.00613677124426311,0.011199948982298967,0.011236109255249508,0.011227338323697275,0.011109832933339437,0.006113722020836806,0.011204152410444496,0.011236291276905608,0.002021798539302255,0.0,0.0,0.0,0.0,0.0,0.0
PSDC_BS_FWD_BSU02290-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSERT_REV_BSU10020-MONOMER_mod_pydx5p,0.0,0.0,0.004551674424066995,0.0045219571289810785,0.004551674424066999,0.010566558230514389,0.004551615655247918,0.01056648443991474,0.004748162806018241,0.0045188534282254635,0.004530246577600286,0.0,0.01055295214020093,0.004732740871645872,0.004551615655247918,0.00017385198380931978,0.0,0.0,0.0,0.0,0.0,0.0
PSERT_FWD_BSU10020-MONOMER_mod_pydx5p,0.28740724231364323,0.026322004957534693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07122428083834459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSER_Dt6_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSER_Dt6_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSER_Lt6_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSER_Lt6_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSP_D_FWD_BSU04740-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSP_L_FWD_BSU04740-MONOMER,0.09915384880341611,0.026322004957534693,0.02639674386637594,0.02640150660039256,0.02639674386637594,0.016569325055868882,0.02639680263519502,0.016568160989078755,0.02630442733314941,0.026429679814832928,0.02637752635520753,0.026063857632048392,0.01651813603464091,0.026310350248402847,0.02639680263519502,0.00755751709628543,0.0,0.0,0.0,0.0,0.0,0.0
PTA2_REV_BSU37660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTA2_FWD_BSU37660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTAr_REV_BSU37660-MONOMER,0.024478108825547285,0.006378134370408433,0.006393386339925283,0.006393747237835749,0.006393386339925283,0.003474402022890488,0.006393394620588133,0.0034741143779978964,0.006371009701186102,0.006393281550933469,0.00638818767917254,0.006307918289218017,0.003461634584490861,0.006373586173169289,0.006393394620588133,0.0011951181480306624,0.0,0.0,0.0,0.0,0.0,0.0
PTAr_FWD_BSU37660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APNPT_REV_BSU23760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APNPT_FWD_BSU23760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTHPS_FWD_BSU13730-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPATi_REV_BSU15020-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPATi_FWD_BSU15020-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP1_REV_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNP1_FWD_BSU23490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
