,base,fum_c,dad_2_s,fol_s,thym_c,cit_c,g1p_s,thymd_s,succ_c,ala__D_s,nac_s,pnto__R_s,ribflv_s,citr__L_s,ala__L_s,asp__L_s,3cmp_s,cit_s,met__L_c,glu__L_s,glu__D_s,for_c,6pgc_s,f6p_s,pser__L_s,chor_s,acnam_s,leu__L_s,gmp_s,his__L_s,btd_RR_c,so4_s,phe__L_c,gly_s,ump_s,asn__L_s,cmp_s,acac_s,tyr__L_c,man6p_c,cbl1_s,amp_s,pi_c,3amp_s,adn_c,mg2_s,zn2_s,arg__L_s,k_s,mn2_s
translation_BSU16500_s,2.2472530570435095e-07,2.247238009834244e-07,2.247207606578615e-07,2.247207606578615e-07,2.2466883235647062e-07,2.247238009527239e-07,2.2466585791176397e-07,2.2466883192150062e-07,2.247238009527239e-07,2.247238009527239e-07,2.2472380536458167e-07,2.247238009834244e-07,2.247238009834244e-07,2.2472378491596772e-07,2.247207606578615e-07,2.247207606578615e-07,2.2472380536458167e-07,2.2472380536458167e-07,2.2472387663221673e-07,2.2017724982268165e-07,2.247238009543703e-07,2.2016216200934014e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16500_s,6.120108205483984e-09,6.120083332808724e-09,6.1200327460574265e-09,6.1200327460574265e-09,6.119166093462059e-09,6.120083331972633e-09,6.119117293307699e-09,6.11916608161505e-09,6.120083331972633e-09,6.120083331972633e-09,6.1200834521242905e-09,6.120083332808724e-09,6.120083332808724e-09,6.120082895230802e-09,6.1200327460574265e-09,6.1200327460574265e-09,6.1200834521242905e-09,6.1200834521242905e-09,6.1200853930129e-09,6.044194473795585e-09,6.12008333201747e-09,6.043941397886736e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16510_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16520_s,5.930314403031026e-10,5.930282138630199e-10,5.930204811911312e-10,5.930204811911312e-10,5.928875829461701e-10,5.930282092949526e-10,5.928818019944836e-10,5.92887626558173e-10,5.930282092949526e-10,5.930282092949526e-10,5.930284133638455e-10,5.930282138630199e-10,5.930282138630199e-10,5.930273552216121e-10,5.930204811911312e-10,5.930204811911312e-10,5.930284133638455e-10,5.930284133638455e-10,5.930263997346656e-10,5.807538539101512e-10,5.930282095651398e-10,5.807088965695953e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16520_s,1.6150457878045437e-11,1.6150412513786638e-11,1.6150286930979602e-11,1.6150286930979602e-11,1.6148112565264728e-11,1.6150412389380803e-11,1.6148040121417622e-11,1.6148113753097887e-11,1.6150412389380803e-11,1.6150412389380803e-11,1.615041794695247e-11,1.6150412513786638e-11,1.6150412513786638e-11,1.615038912971719e-11,1.6150286930979602e-11,1.6150286930979602e-11,1.615041794695247e-11,1.615041794695247e-11,1.615036310817559e-11,1.5942560992410127e-11,1.6150412396739027e-11,1.594175178907085e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16530_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16530_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16540_s,2.2178084640652713e-08,2.2177932869802427e-08,2.217762932965975e-08,2.217762932965975e-08,2.217246946505014e-08,2.2177932869802427e-08,2.2172165962297572e-08,2.217246946505014e-08,2.2177932869802427e-08,2.2177932869802427e-08,2.2177932869802427e-08,2.2177932869802427e-08,2.2177932869802427e-08,2.2177932869802427e-08,2.217762932965975e-08,2.217762932965975e-08,2.2177932869802427e-08,2.2177932869802427e-08,2.2177932869802427e-08,2.1724056712759125e-08,2.2177932869802427e-08,2.1722554643186857e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16540_s,6.039919597205783e-10,6.039894159793073e-10,6.039843285066464e-10,6.039843285066464e-10,6.038978434871901e-10,6.039894159793073e-10,6.038927562516798e-10,6.038978434871901e-10,6.039894159793073e-10,6.039894159793073e-10,6.039894159793073e-10,6.039894159793073e-10,6.039894159793073e-10,6.039894159793073e-10,6.039843285066464e-10,6.039843285066464e-10,6.039894159793073e-10,6.039894159793073e-10,6.039894159793073e-10,5.963578146126621e-10,6.039894159793073e-10,5.963324763782251e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16550_s,7.493642345998133e-11,7.493591064902899e-11,7.493488503238817e-11,7.493488503238817e-11,7.491745062334669e-11,7.493591064902899e-11,7.491642513304146e-11,7.491745062334669e-11,7.493591064902899e-11,7.493591064902899e-11,7.493591064902899e-11,7.493591064902899e-11,7.493591064902899e-11,7.493591064902899e-11,7.493488503238817e-11,7.493488503238817e-11,7.493591064902899e-11,7.493591064902899e-11,7.493591064902899e-11,7.340233115135488e-11,7.493591064902899e-11,7.339725588343355e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16550_s,2.0407982922511378e-12,2.040789697330695e-12,2.0407725075231966e-12,2.0407725075231966e-12,2.0404802876067374e-12,2.040789697330695e-12,2.0404630986005354e-12,2.0404802876067374e-12,2.040789697330695e-12,2.040789697330695e-12,2.040789697330695e-12,2.040789697330695e-12,2.040789697330695e-12,2.040789697330695e-12,2.0407725075231966e-12,2.0407725075231966e-12,2.040789697330695e-12,2.040789697330695e-12,2.040789697330695e-12,2.015003660305639e-12,2.040789697330695e-12,2.0149180462097305e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16570_s,9.478090847537717e-09,9.478005684073176e-09,9.477874799653314e-09,9.477874799653314e-09,9.475714035764872e-09,9.478005710564932e-09,9.475516296850832e-09,9.475713721520523e-09,9.478005710564932e-09,9.478005710564932e-09,9.478006861062873e-09,9.478005684073176e-09,9.478005684073176e-09,9.478027072959683e-09,9.477874799653314e-09,9.477874799653314e-09,9.478006861062873e-09,9.478006861062873e-09,9.478067178642923e-09,9.287608823606153e-09,9.478005711777053e-09,9.286997530616175e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16570_s,2.5812376308279356e-10,2.5812212307516606e-10,2.5811991721238214e-10,2.5811991721238214e-10,2.5808416517247713e-10,2.581221237966373e-10,2.5808013809490726e-10,2.5808415661359803e-10,2.581221237966373e-10,2.581221237966373e-10,2.581221551290695e-10,2.5812212307516606e-10,2.5812212307516606e-10,2.581227055758502e-10,2.5811991721238214e-10,2.5811991721238214e-10,2.581221551290695e-10,2.581221551290695e-10,2.581237978060567e-10,2.5495873879623935e-10,2.5812212382964794e-10,2.5494875379622103e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16600_s,3.307144289592799e-11,3.3071274980351663e-11,3.307088246803134e-11,3.307088246803134e-11,3.3064310418781776e-11,3.3071274854842224e-11,3.306400795080482e-11,3.3064311064021887e-11,3.3071274854842224e-11,3.3071274854842224e-11,3.3071282107925465e-11,3.3071274980351663e-11,3.3071274980351663e-11,3.307124247345532e-11,3.307088246803134e-11,3.307088246803134e-11,3.3071282107925465e-11,3.3071282107925465e-11,3.307125648420265e-11,3.246838935702915e-11,3.3071274856826824e-11,3.2466269699062934e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16630_s,1.1860628806062067e-09,1.1860564277260412e-09,1.186040962382264e-09,1.186040962382264e-09,1.1857751658923416e-09,1.1860564185899066e-09,1.1857636039889687e-09,1.1857752531163475e-09,1.1860564185899066e-09,1.1860564185899066e-09,1.1860568267276924e-09,1.1860564277260412e-09,1.1860564277260412e-09,1.1860547104432257e-09,1.186040962382264e-09,1.186040962382264e-09,1.1860568267276924e-09,1.1860568267276924e-09,1.1860527994693327e-09,1.1615077078203036e-09,1.1860564191302811e-09,1.161417793139192e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16650_s,1.6248014203128698e-12,1.6247893140428364e-12,1.6247648696173603e-12,1.6247648696173603e-12,1.6243475636063644e-12,1.6247893137885103e-12,1.6243236095193245e-12,1.6243475607843075e-12,1.6247893137885103e-12,1.6247893137885103e-12,1.624789347074565e-12,1.6247893140428364e-12,1.6247893140428364e-12,1.624789191986515e-12,1.6247648696173603e-12,1.6247648696173603e-12,1.624789347074565e-12,1.624789347074565e-12,1.6247898464743174e-12,1.5882858111693836e-12,1.6247893138023308e-12,1.5881648631482618e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16670_s,1.1662089945395735e-13,1.1661970862632152e-13,1.166173144466282e-13,1.166173144466282e-13,1.1657661846136977e-13,1.1661970235174515e-13,1.165742248835653e-13,1.1657661846093787e-13,1.1661970235174515e-13,1.1661970235174515e-13,1.1661970862697752e-13,1.1661970862632152e-13,1.1661970862632152e-13,1.1661970235174515e-13,1.166173144466282e-13,1.166173144466282e-13,1.1661970862697752e-13,1.1661970862697752e-13,1.1661970235174515e-13,1.1305812641872872e-13,1.1661970235174515e-13,1.1304640089729689e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16670_s,3.1760220391826943e-15,3.175997966915859e-15,3.1759494809527412e-15,3.1759494809527412e-15,3.1751252877276633e-15,3.175997796035294e-15,3.175076809931313e-15,3.1751252877159002e-15,3.175997796035294e-15,3.175997796035294e-15,3.175997966933725e-15,3.175997966915859e-15,3.175997966915859e-15,3.175997796035294e-15,3.1759494809527412e-15,3.1759494809527412e-15,3.175997966933725e-15,3.175997966933725e-15,3.175997796035294e-15,3.1036144899988103e-15,3.175997796035294e-15,3.1033753303907283e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16680_s,3.410288711141235e-06,3.4102749700969114e-06,3.4102470010178763e-06,3.4102470010178763e-06,3.409767792932803e-06,3.4102749695631053e-06,3.409740846243462e-06,3.4097677870088495e-06,3.4102749695631053e-06,3.4102749695631053e-06,3.4102750394273014e-06,3.4102749700969114e-06,3.4102749700969114e-06,3.410274713912547e-06,3.4102470010178763e-06,3.4102470010178763e-06,3.4102750394273014e-06,3.4102750394273014e-06,3.41027608761888e-06,3.368302347099942e-06,3.4102749695921136e-06,3.3681622954336317e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16680_s,9.287488055120613e-08,9.287475075381237e-08,9.28744778954779e-08,9.28744778954779e-08,9.286973740971792e-08,9.28747507392748e-08,9.286949237360504e-08,9.286973724837087e-08,9.28747507392748e-08,9.28747507392748e-08,9.287475264194244e-08,9.287475075381237e-08,9.287475075381237e-08,9.287474377693831e-08,9.28744778954779e-08,9.28744778954779e-08,9.287475264194244e-08,9.287475264194244e-08,9.287478118818357e-08,9.246493199824186e-08,9.28747507400648e-08,9.246355207625968e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16690_s,1.6309867563905384e-11,1.6309821650024484e-11,1.6309694938001196e-11,1.6309694938001196e-11,1.6307502783001948e-11,1.6309821527014756e-11,1.6307427273235144e-11,1.63075039526073e-11,1.6309821527014756e-11,1.6309821527014756e-11,1.6309826961874018e-11,1.6309821650024484e-11,1.6309821650024484e-11,1.6309798345132564e-11,1.6309694938001196e-11,1.6309694938001196e-11,1.6309826961874018e-11,1.6309826961874018e-11,1.6309773240895556e-11,1.6124186211793758e-11,1.6309821534336616e-11,1.6123371505041087e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16690_s,4.441785227318163e-13,4.4417844128918174e-13,4.4417732837218595e-13,4.4417732837218595e-13,4.4415737177311107e-13,4.4417843793915923e-13,4.441576533458034e-13,4.44157403628929e-13,4.4417843793915923e-13,4.4417843793915923e-13,4.441785859510362e-13,4.4417844128918174e-13,4.4417844128918174e-13,4.4417780660838693e-13,4.4417732837218595e-13,4.4417732837218595e-13,4.441785859510362e-13,4.441785859510362e-13,4.441771229245856e-13,4.4263300261158566e-13,4.441784381385613e-13,4.426224362235825e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16730_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16740_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16750_s,1.9236784859978366e-07,1.9236675405317564e-07,1.92364138810341e-07,1.92364138810341e-07,1.92319541876477e-07,1.9236675395308134e-07,1.923165751590704e-07,1.923195404680764e-07,1.9236675395308134e-07,1.9236675395308134e-07,1.9236674496772076e-07,1.9236675405317564e-07,1.9236675405317564e-07,1.923665435196606e-07,1.92364138810341e-07,1.92364138810341e-07,1.9236674496772076e-07,1.9236674496772076e-07,1.923669721597619e-07,1.8846652718193518e-07,1.923667539625975e-07,1.8845361080330243e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16760_s,6.302550799941704e-08,6.302514939294251e-08,6.302429256052797e-08,6.302429256052797e-08,6.300968126018618e-08,6.30251493601486e-08,6.300870927410326e-08,6.300968079875167e-08,6.30251493601486e-08,6.30251493601486e-08,6.302514641627352e-08,6.302514939294251e-08,6.302514939294251e-08,6.302508041581439e-08,6.302429256052797e-08,6.302429256052797e-08,6.302514641627352e-08,6.302514641627352e-08,6.30252208512371e-08,6.174731745968469e-08,6.302514936326638e-08,6.174308566455486e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16770_s,6.746914938340178e-08,6.746878771746651e-08,6.746787449703797e-08,6.746787449703797e-08,6.74520965725253e-08,6.74687877104028e-08,6.745132980420405e-08,6.745209675677343e-08,6.74687877104028e-08,6.74687877104028e-08,6.746878505486481e-08,6.746878771746651e-08,6.746878771746651e-08,6.746868898624611e-08,6.746787449703797e-08,6.746787449703797e-08,6.746878505486481e-08,6.746878505486481e-08,6.746876587404266e-08,6.609409907852861e-08,6.746878768995393e-08,6.608956637645952e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16780_s,1.6309867563905384e-11,1.6309821650024484e-11,1.6309694938001196e-11,1.6309694938001196e-11,1.6307502783001948e-11,1.6309821527014756e-11,1.6307427273235144e-11,1.63075039526073e-11,1.6309821527014756e-11,1.6309821527014756e-11,1.6309826961874018e-11,1.6309821650024484e-11,1.6309821650024484e-11,1.6309798345132564e-11,1.6309694938001196e-11,1.6309694938001196e-11,1.6309826961874018e-11,1.6309826961874018e-11,1.6309773240895556e-11,1.6124186211793758e-11,1.6309821534336616e-11,1.6123371505041087e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16920_s,7.798813174482693e-09,7.798759805017933e-09,7.798653066636235e-09,7.798653066636235e-09,7.79683862590576e-09,7.798759805017933e-09,7.796731900672107e-09,7.79683862590576e-09,7.798759805017933e-09,7.798759805017933e-09,7.798759805017933e-09,7.798759805017933e-09,7.798759805017933e-09,7.798759805017933e-09,7.798653066636235e-09,7.798653066636235e-09,7.798759805017933e-09,7.798759805017933e-09,7.798759805017933e-09,7.639156511474514e-09,7.798759805017933e-09,7.63862831617907e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16960_s,1.6309867563905384e-11,1.6309821650024484e-11,1.6309694938001196e-11,1.6309694938001196e-11,1.6307502783001948e-11,1.6309821527014756e-11,1.6307427273235144e-11,1.63075039526073e-11,1.6309821527014756e-11,1.6309821527014756e-11,1.6309826961874018e-11,1.6309821650024484e-11,1.6309821650024484e-11,1.6309798345132564e-11,1.6309694938001196e-11,1.6309694938001196e-11,1.6309826961874018e-11,1.6309826961874018e-11,1.6309773240895556e-11,1.6124186211793758e-11,1.6309821534336616e-11,1.6123371505041087e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16960_s,4.441785227318163e-13,4.4417844128918174e-13,4.4417732837218595e-13,4.4417732837218595e-13,4.4415737177311107e-13,4.4417843793915923e-13,4.441576533458034e-13,4.44157403628929e-13,4.4417843793915923e-13,4.4417843793915923e-13,4.441785859510362e-13,4.4417844128918174e-13,4.4417844128918174e-13,4.4417780660838693e-13,4.4417732837218595e-13,4.4417732837218595e-13,4.441785859510362e-13,4.441785859510362e-13,4.441771229245856e-13,4.4263300261158566e-13,4.441784381385613e-13,4.426224362235825e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU16990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU16990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17000_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU17000_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17150_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17380_s,1.0220281577271873e-08,1.0220211781198237e-08,1.0220072189758686e-08,1.0220072189758686e-08,1.4112221185801352e-08,1.0220211781198237e-08,1.411202840045638e-08,1.412028294259223e-08,1.0220211781198237e-08,1.0220211781198237e-08,1.0220211781198237e-08,1.0220211781198237e-08,1.0220211781198237e-08,1.0220211781198237e-08,1.0220072189758686e-08,1.0220072189758686e-08,1.0220211781198237e-08,1.0220211781198237e-08,5.190814873355746e-09,1.3827367345483686e-08,1.0220211781198237e-08,1.3826413098084402e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17390_s,1.0220281577271873e-08,1.0220211781198237e-08,1.0220072189758686e-08,1.0220072189758686e-08,1.4112221185801352e-08,1.0220211781198237e-08,1.411202840045638e-08,1.412028294259223e-08,1.0220211781198237e-08,1.0220211781198237e-08,1.0220211781198237e-08,1.0220211781198237e-08,1.0220211781198237e-08,1.0220211781198237e-08,1.0220072189758686e-08,1.0220072189758686e-08,1.0220211781198237e-08,1.0220211781198237e-08,5.190814873355746e-09,1.3827367345483686e-08,1.0220211781198237e-08,1.3826413098084402e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17410_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17460_s,1.1664190471684257e-08,1.166407028004125e-08,1.1683404595381585e-08,1.1683404595381585e-08,1.1680774966158868e-08,1.1664070297194725e-08,1.1680516657528342e-08,1.1680774929248675e-08,1.1664070297194725e-08,1.1664070297194725e-08,1.1664067939278461e-08,1.166407028004125e-08,1.166407028004125e-08,1.1664111767491094e-08,1.1683404595381585e-08,1.1683404595381585e-08,1.1664067939278461e-08,1.1664067939278461e-08,1.1664090642828274e-08,1.1448441030564526e-08,1.166407029579596e-08,1.1447681047795095e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU17600_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
