,base,asp__L_s,pyr_s,akg_s,gam6p_s,leu__L_s,3pg_c,lys__L_s,for_c,ade_s,gmp_s,gsn_c,succ_c,acac_s,lac__L_c,ac_c,asn__L_s,cmp_s,adn_c,3amp_s,6pgc_s,thr__L_s,met__L_s,mg2_s,arg__L_s,zn2_s,mn2_s,k_s
translation_BSU36850_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36870_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36880_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36890_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36900_s,3.829140462368752e-09,3.821559518616602e-09,2.227543410457228e-09,1.8254897382573885e-09,3.843513456372298e-09,3.824112390919314e-09,3.5386487395047e-09,3.8264185145375546e-09,2.673822885899624e-09,3.8415916625820155e-09,3.7164642112451105e-09,3.7177372476807175e-09,1.82189789335375e-09,1.82189789335375e-09,9.526922364763653e-10,2.0388056388244394e-09,3.8278506922352845e-09,3.830229538965747e-09,3.6374088640009453e-09,3.748998858946008e-09,3.805323679950227e-09,3.8237571605840724e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU36920_s,7.543920438849941e-08,7.213581359457627e-08,5.3217247419737134e-08,1.8984168777870077e-08,4.338259742390072e-08,8.440256023277718e-08,7.23731956650012e-08,7.922865183516662e-08,7.542191238994939e-08,2.5482596784664288e-08,5.791234993214171e-08,5.794381399135012e-08,1.586669949628558e-08,1.586669949628558e-08,2.6560771206421342e-08,1.4274966341072521e-08,7.653952393509948e-08,7.128998109981165e-08,3.161895414925917e-08,1.8189893234601627e-07,1.4197582466777338e-08,9.111793883702779e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37010_s,8.367131094573144e-13,8.336770204857243e-13,5.711513234541446e-13,2.5868700496667873e-13,8.564381617359266e-13,8.410072872803481e-13,7.859506102612566e-13,8.391532546969744e-13,8.361730721046687e-13,8.37204656323751e-13,7.792776718239724e-13,7.79856774929422e-13,2.57885582742355e-13,2.57885582742355e-13,2.738831723657702e-13,2.878095312170617e-13,8.373039702253793e-13,8.340067461088032e-13,7.78359163349763e-13,8.634006997434092e-13,8.006582075737367e-13,8.515793679297409e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37010_s,3.9076087943801486e-14,3.896983749094431e-14,2.930917528891401e-14,1.3700951509595188e-14,4.0084282746016264e-14,3.930213949159376e-14,3.736720787623374e-14,3.920652323632602e-14,3.905477462876227e-14,3.9143249455236615e-14,3.706990986661247e-14,3.708790131404765e-14,1.3653732428683617e-14,1.3653732428683617e-14,1.8869681621898296e-14,1.5779406467552977e-14,3.911072584012762e-14,3.895849375393827e-14,3.678646425280352e-14,4.063024098623657e-14,3.7546369177514516e-14,3.9811687679640786e-14,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37060_s,4.3800878061535694e-10,4.3697301163085157e-10,2.454663885002915e-10,2.4134762689937803e-10,4.404628510717755e-10,4.3782779788012324e-10,3.966541629371213e-10,4.3761779378388887e-10,4.3782847793001193e-10,4.4015041489453614e-10,4.3112164265913164e-10,4.3117968429848446e-10,2.405221186857601e-10,2.405221186857601e-10,7.28991431973078e-11,7.02217633362894e-10,4.37902266800684e-10,4.3838705702949925e-10,4.1458785558181865e-10,4.307598381823028e-10,1.0134877676442438e-09,4.376616860367333e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37060_s,2.045584016555451e-11,2.0426096477100147e-11,1.2596342007197187e-11,1.2782598544253054e-11,2.0615192375000013e-11,2.046066597261935e-11,1.8858511422897158e-11,2.0446172501366847e-11,2.0449465669315664e-11,2.057909897885257e-11,2.0508274537769562e-11,2.050575194571037e-11,1.2734425153950593e-11,1.2734425153950593e-11,5.022519677862074e-12,3.8499689077910996e-11,2.0454549495330757e-11,2.0478131025648848e-11,1.959406665603005e-11,2.027086153363154e-11,4.7526879161307235e-11,2.0460864847158896e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37070_s,4.5940088310280595e-07,4.5891395530321855e-07,2.9384695908625403e-07,2.4915180334348844e-07,4.6225903356713234e-07,4.591139300930307e-07,4.31933466584946e-07,4.592616475775706e-07,4.5930994434677456e-07,4.6151819241380595e-07,4.5570064085846104e-07,4.5570887839901584e-07,2.485596672097848e-07,2.485596672097848e-07,1.6689895404946615e-07,2.901177439219889e-07,4.5933387180250404e-07,4.596414954712764e-07,4.41290673450166e-07,4.531285972662072e-07,4.585517704207132e-07,4.592647038735436e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37080_s,8.554969487459264e-13,8.544068270299364e-13,5.222293104399173e-13,5.854736984237811e-13,8.598834183499051e-13,8.551996399118825e-13,7.821344737158704e-13,8.552620944119644e-13,8.552495797538705e-13,8.600078657860049e-13,8.648897914866402e-13,8.647966980300277e-13,5.839570191759324e-13,5.839570191759324e-13,1.5485243813904737e-13,7.667308180639349e-13,8.554096446064878e-13,8.560082320070157e-13,8.147110244926007e-13,8.476225825976271e-13,8.582806295157256e-13,8.550460399935008e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37080_s,3.995332883756506e-14,3.993884248016182e-14,2.6798695498288716e-14,3.100869621680777e-14,4.024553273044874e-14,3.996537966950261e-14,3.718577361597133e-14,3.9959152860367785e-14,3.994577283451432e-14,4.0209406588524036e-14,4.114244225671233e-14,4.112741675694825e-14,3.0917559659182674e-14,3.0917559659182674e-14,1.0668841684644212e-14,4.2036680224831355e-14,3.995644745623264e-14,3.9986236940599554e-14,3.850450973029084e-14,3.988774830336902e-14,4.0248536852398657e-14,3.9973756032501036e-14,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37100_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37110_s,8.946052385484715e-09,1.082268664834484e-08,9.659892415451566e-09,1.9933033084711316e-08,2.8028931024674943e-08,6.198194390258082e-09,8.445681084966205e-09,8.937340309048143e-09,9.352168410890467e-09,3.0552421248513153e-08,1.729925534366618e-08,1.7310011766148823e-08,1.9322813776990804e-08,1.9322813776990804e-08,5.398348609031314e-09,1.715683160545088e-08,8.26091833910063e-09,1.1420773573204203e-08,3.376693462474224e-08,8.767963356754413e-09,1.885467218322092e-08,7.9459230444395e-09,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37120_s,1.9116004053025187e-11,1.907579228786187e-11,1.5403532766940777e-11,1.4336717879416261e-11,1.9020397257723777e-11,1.9087385066868943e-11,1.834463847156116e-11,1.909746860675247e-11,1.9111590036056004e-11,1.9066218300455078e-11,1.8321912089597393e-11,1.8332779471364143e-11,1.4348079406162057e-11,1.4348079406162057e-11,7.974057122305614e-12,1.3258979641865369e-11,1.910805918944471e-11,1.9106041709262457e-11,1.275416213501772e-08,0.0,1.3184047355821065e-08,1.9070249160141863e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37150_s,0.0,0.0,0.0,6.679951026646584e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2647366589691565e-09,8.982111396070493e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37160_s,1.9409874685330016e-08,1.9400691697767283e-08,1.350774327663668e-08,1.501650599068915e-08,1.956465716495979e-08,1.9424706972239418e-08,1.8091691939578882e-08,1.941303927836221e-08,1.9405815927029987e-08,1.9549735489773202e-08,1.9731527949211285e-08,1.9728530652649292e-08,1.4961163149216464e-08,1.4961163149216464e-08,6.071010282004324e-09,2.0654126671870906e-08,1.9411074266221358e-08,1.943502032464958e-08,1.874256308493862e-08,1.9327998405898935e-08,1.9571185138068293e-08,1.9423366920111696e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37170_s,5.95099222583423e-10,5.938473924351858e-10,4.795264925252032e-10,1.7981784608246141e-09,5.921228929383914e-10,5.94208286571615e-10,5.710858850373781e-10,5.945221966717034e-10,5.949618100750585e-10,5.935493451839403e-10,5.703783913477317e-10,5.707167031843986e-10,1.2974233723166611e-09,1.2974233723166611e-09,0.0,4.127645325475238e-10,5.948518914923037e-10,5.947890854327995e-10,5.789747097274095e-10,5.847516867801064e-10,5.894783203353419e-10,5.936748296449863e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37190_s,1.0504966756724786e-11,1.0482868871879285e-11,8.464823464359233e-12,7.878568361151584e-12,1.0452427209046705e-11,1.0489239542117143e-11,1.0081072214325433e-11,1.0494780828411742e-11,1.0502541087563163e-11,1.047760760393026e-11,1.0068583208444928e-11,1.0074555245481313e-11,7.884811949531204e-12,7.884811949531204e-12,4.3820457849708645e-12,7.286310464233448e-12,1.0500600753894481e-11,1.0499492072279427e-11,1.0220329396948942e-11,1.0322307268184416e-11,1.040574399013713e-11,1.0479822713682968e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37190_s,4.906018564699332e-13,4.900167407013346e-13,4.343804951833151e-13,4.1727601699618756e-13,4.892099235516891e-13,4.901854738716509e-13,4.792941390080525e-13,4.903322082184583e-13,4.905376516989191e-13,4.8987736157087e-13,4.789582526443169e-13,4.791188879023936e-13,4.1746076482663617e-13,4.1746076482663617e-13,3.019090515884352e-13,3.994782729318744e-13,4.904862891449792e-13,4.904569396181588e-13,4.830286578688271e-13,4.857510909650101e-13,4.879708990985524e-13,4.899360465125481e-13,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU37240_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37320_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37330_s,5.166863023786095e-10,5.15651406021587e-10,3.0803376237013526e-10,2.461932150736774e-10,5.18826240068926e-10,5.162068380904847e-10,4.78057014689533e-10,5.163514757684457e-10,5.165263622694839e-10,5.183627184891947e-10,5.020852658764415e-10,5.02213724569788e-10,2.456681623184321e-10,2.456681623184321e-10,1.3684937501280326e-10,2.7592519800276333e-10,5.16533742865289e-10,5.168504009191353e-10,4.905293197619564e-10,5.060686719166898e-10,5.133353818673468e-10,5.16140109302922e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37490_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37500_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37660_s,1.2659066591232413e-06,1.26509629193554e-06,7.730823982143154e-07,3.473093717218274e-07,1.2633994577546931e-06,1.263210755180795e-06,1.2543733008050338e-06,1.264634061646689e-06,1.26623707520038e-06,1.2577858040282128e-06,1.2376490148033493e-06,1.237863298468223e-06,3.4763816903914614e-07,3.4763816903914614e-07,6.350043969323251e-07,7.474073981427314e-10,1.2657369020640353e-06,1.2656448965035916e-06,1.2495356650923352e-06,1.2596851888925892e-06,1.2409768298170842e-06,1.2650223785926207e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37780_s,9.884216056759627e-10,0.0,9.448761668776625e-10,4.760913451268477e-09,9.776703004783469e-10,9.875513970425206e-10,9.672670703297389e-10,9.876218622467464e-10,9.882561205936912e-10,9.81164590785897e-10,0.0,0.0,9.787038364327283e-10,9.787038364327283e-10,0.0,9.098472971445157e-10,9.881205439429572e-10,3.969243568132693e-09,6.0679723754159255e-09,9.817697357531971e-10,0.0,9.862617057511885e-10,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU37790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38020_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38040_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38050_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38060_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38110_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38140_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38150_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38160_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38170_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38190_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38240_s,2.868503512395493e-05,2.8666636763437913e-05,1.7522556614961194e-05,7.881521647398403e-06,2.8628149054349647e-05,2.8623962244131912e-05,2.8422930783127595e-05,2.8676928230821394e-05,2.869251024419402e-05,2.8501112142927604e-05,2.8044257182213803e-05,2.804912252037979e-05,7.88898025159956e-06,7.88898025159956e-06,1.4386933066768456e-05,0.0,2.8681181615970234e-05,2.8679095998100563e-05,2.83137281633049e-05,2.8543754317267836e-05,2.8120383276115542e-05,2.866495626112439e-05,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU38240_s,1.3396455039430465e-06,1.3400083589112608e-06,8.991867168089474e-07,4.1743243317050147e-07,1.3398968804282224e-06,1.3376613662397135e-06,1.351338810808844e-06,1.3398299377795483e-06,1.3401286868757007e-06,1.3325608427228702e-06,1.3340534749154153e-06,1.3339412074423845e-06,4.176814552604249e-07,4.176814552604249e-07,9.912140426171385e-07,0.0,1.3397068100025587e-06,1.3396706771540146e-06,1.3381508151847582e-06,1.3432229287133786e-06,1.3186879019172528e-06,1.340098561561912e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38260_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38270_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38280_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38290_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38390_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU38390_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38490_s,3.4920385345324856e-12,3.4846928030133683e-12,2.8138584738152187e-12,2.618976808896394e-12,3.474573450698563e-12,3.4868105275599173e-12,3.3511284192587772e-12,3.4886525500736235e-12,3.4912321987885866e-12,3.4829438635979497e-12,3.346976850691004e-12,3.3489620624430892e-12,2.6210522891639955e-12,2.6210522891639955e-12,1.4566702680337485e-12,2.4220997081577988e-12,3.4905871972290576e-12,3.4902186516627595e-12,3.3974199934439525e-12,3.4313192588362878e-12,3.4590551151223088e-12,3.4836802056344184e-12,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38500_s,3.378684335722514e-11,3.371577052176633e-11,2.7225185101493606e-11,2.5339628507345343e-11,3.361786181653417e-11,3.37362603379068e-11,3.242348268834332e-11,3.375408262867353e-11,3.37790417424368e-11,3.369884884650826e-11,3.238331463306585e-11,3.2402522335912006e-11,2.5359709593507195e-11,2.5359709593507195e-11,1.4093856548972047e-11,2.3434765288483382e-11,3.3772801099201785e-11,3.3769235276203156e-11,3.2871371836841295e-11,3.3199360534104955e-11,3.346771582928493e-11,3.370597324470647e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38510_s,3.378684335722514e-11,3.371577052176633e-11,2.7225185101493606e-11,2.5339628507345343e-11,3.361786181653417e-11,3.37362603379068e-11,3.242348268834332e-11,3.375408262867353e-11,3.37790417424368e-11,3.369884884650826e-11,3.238331463306585e-11,3.2402522335912006e-11,2.5359709593507195e-11,2.5359709593507195e-11,1.4093856548972047e-11,2.3434765288483382e-11,3.3772801099201785e-11,3.3769235276203156e-11,3.2871371836841295e-11,3.3199360534104955e-11,3.346771582928493e-11,3.370597324470647e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38520_s,3.378684335722514e-11,3.371577052176633e-11,2.7225185101493606e-11,2.5339628507345343e-11,3.361786181653417e-11,3.37362603379068e-11,3.242348268834332e-11,3.375408262867353e-11,3.37790417424368e-11,3.369884884650826e-11,3.238331463306585e-11,3.2402522335912006e-11,2.5359709593507195e-11,2.5359709593507195e-11,1.4093856548972047e-11,2.3434765288483382e-11,3.3772801099201785e-11,3.3769235276203156e-11,3.2871371836841295e-11,3.3199360534104955e-11,3.346771582928493e-11,3.370597324470647e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38530_s,3.378684335722514e-11,3.371577052176633e-11,2.7225185101493606e-11,2.5339628507345343e-11,3.361786181653417e-11,3.37362603379068e-11,3.242348268834332e-11,3.375408262867353e-11,3.37790417424368e-11,3.369884884650826e-11,3.238331463306585e-11,3.2402522335912006e-11,2.5359709593507195e-11,2.5359709593507195e-11,1.4093856548972047e-11,2.3434765288483382e-11,3.3772801099201785e-11,3.3769235276203156e-11,3.2871371836841295e-11,3.3199360534104955e-11,3.346771582928493e-11,3.370597324470647e-11,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38550_s,1.880700429296519e-08,2.0664909868871575e-08,1.3555626873433274e-08,8.578114659363025e-09,1.419019734935368e-09,1.87786434580978e-08,1.8370124262943966e-08,1.8787796002923654e-08,1.8369321502925465e-08,4.1497189803020905e-09,4.006081109408652e-09,4.008015482024948e-09,1.1914159238092898e-08,1.1914159238092898e-08,4.237425849778999e-07,1.1028126125671408e-08,1.8798859043916127e-08,1.615893546755295e-08,4.040321466874256e-09,1.852815523043016e-08,1.9475807928419185e-08,1.979754629870675e-08,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38560_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38570_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38580_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38590_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38630_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38700_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38710_s,3.0666134376553273e-07,3.094088424169046e-07,6.556980377416924e-07,5.954185441724717e-08,2.951548579758235e-07,3.0734962526260803e-07,1.6633169016121742e-07,3.055613357837231e-07,3.060333913552286e-07,3.119246781508238e-07,1.8046143586238715e-07,1.7959349093320962e-07,5.95568453531521e-08,5.95568453531521e-08,1.2902068424943733e-06,1.7373090234281918e-06,3.0683692356801185e-07,3.019154928520366e-07,7.651765169414001e-08,1.941181025694897e-07,3.7688951311474715e-07,3.014259621446304e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38750_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38760_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38770_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38980_s,1.127621565384533e-06,1.126912104407984e-06,1.0711788354598364e-06,3.503372268862761e-10,1.1253771741532645e-06,1.1271480044937391e-06,1.1178401352140464e-06,1.1273099168972702e-06,1.1279218395736973e-06,1.1203096688848805e-06,1.102611100455158e-06,1.1027985111018418e-06,0.0,0.0,8.714871775169404e-07,2.505256643204528e-08,1.1274727847974e-06,1.1273877578867554e-06,1.1132871767822481e-06,1.122223743308998e-06,1.1052590984590083e-06,1.1268492181169447e-06,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU38990_s,1.127621565384533e-06,1.126912104407984e-06,1.0711788354598364e-06,3.503372268862761e-10,1.1253771741532645e-06,1.1271480044937391e-06,1.1178401352140464e-06,1.1273099168972702e-06,1.1279218395736973e-06,1.1203096688848805e-06,1.102611100455158e-06,1.1027985111018418e-06,0.0,0.0,8.714871775169404e-07,2.505256643204528e-08,1.1274727847974e-06,1.1273877578867554e-06,1.1132871767822481e-06,1.122223743308998e-06,1.1052590984590083e-06,1.1268492181169447e-06,0.0,0.0,0.0,0.0,0.0,0.0
