,base,ASPt2r_FWD_CPLX_dummy_s,4FE4St_s,CBL1t_s,PSER_Lt6_FWD_CPLX_dummy_s
LLEUDr_FWD_BSU24080-MONOMER,0.0,0.0,0.0,0.0,0.0
LYSAM_REV_BSU19690-MONOMER,0.0,0.0,0.0,0.0,0.0
LYSAM_FWD_BSU19690-MONOMER,0.0,0.0,0.0,0.0,0.0
LYSAM_REV_CPLX8J2-180,0.0,0.0,0.0,0.0,0.0
LYSAM_FWD_CPLX8J2-180,0.0,0.0,0.0,0.0,0.0
LYSDC_FWD_BSU00270-MONOMER,0.0,0.0,0.0,0.0,0.0
LYSLG_BS_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
LYSt3r_REV_BSU10870-MONOMER,0.0,0.0,0.0,0.0,0.0
LYSt3r_FWD_BSU10870-MONOMER,0.0,0.0,0.0,0.0,0.0
L_LACt2r_REV_BSU34190-MONOMER,0.0,0.0,0.0,0.0,0.0
L_LACt2r_FWD_BSU34190-MONOMER,0.0,0.0,0.0,0.0,0.0
L_LACt2r_REV_BSU03060-MONOMER,0.0,0.0,0.0,0.0,0.0
L_LACt2r_FWD_BSU03060-MONOMER,0.0,0.0,0.0,0.0,0.0
M1PD_REV_BSU03990-MONOMER,0.0,0.0,0.0,0.0,0.0
M1PD_FWD_BSU03990-MONOMER,0.0,0.0,0.0,0.0,0.0
MAL6PG_FWD_BSU08180-MONOMER,0.0,0.0,0.0,0.0,0.0
MALT_FWD_BSU34560-MONOMER,0.0,0.0,0.0,0.0,0.0
MALTATr_FWD_BSU40850-MONOMER,0.0,0.0,0.0,0.0,0.0
MALTTRabc_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
MALTabc_FWD_CPLX8J2-119,0.0,0.0,0.0,0.0,0.0
MALTpts_FWD_CPLX000-54,0.0,0.0,0.0,0.0,0.0
MAL_Dt2_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
MALt10_FWD_BSU23560-MONOMER,0.0,0.0,0.0,0.0,0.0
MALt2r_FWD_BSU07570-MONOMER,0.0,0.0,0.0,0.0,0.0
MALt2r_FWD_BSU38770-MONOMER,0.0,0.0,0.0,0.0,0.0
MALt2r_FWD_BSU04470-MONOMER,0.0,0.0,0.0,0.0,0.0
MALt4_FWD_BSU31580-MONOMER,0.0,0.0,0.0,0.0,0.0
MAN1Pt6_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
MAN1Pt6_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
MAN6PI_REV_BSU35790-MONOMER,0.0,0.0,0.0,0.0,0.0
MAN6PI_FWD_BSU35790-MONOMER,85.00686379436098,85.00292815764557,84.86773716457644,84.97272483821087,84.88814379550041
MAN6PI_REV_BSU12020-MONOMER,0.0,0.0,0.0,0.0,0.0
MAN6PI_FWD_BSU12020-MONOMER,0.0,0.0,0.0,0.0,0.0
MAN6Pt6_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
MAN6Pt6_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
MANAO_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
MANAO_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
MANpts_FWD_CPLX000-55,0.0,0.0,0.0,0.0,0.0
MANt2_FWD_BSU10520-MONOMER,0.0,0.0,0.0,0.0,0.0
MCA_REV_BSU24130-MONOMER,0.0,0.0,0.0,0.0,0.0
MCA_FWD_BSU24130-MONOMER,0.0,0.0,0.0,0.0,0.0
MCITS_FWD_BSU24140-MONOMER,0.0,0.0,0.0,0.0,0.0
MCSNAH_REV_BSU00180-MONOMER,1.0586692569548553e-05,1.0587009091196787e-05,1.0571881295034214e-05,0.0,1.0573617102527509e-05
MCSNAH_FWD_BSU00180-MONOMER,0.0,0.0,0.0,0.0022284828266337965,0.0
MDH_REV_BSU29120-MONOMER,0.0,0.0,0.0,0.0,0.0
MDH_FWD_BSU29120-MONOMER,1.1630056378153104,1.3250796669663254,1.1645971980422078,1.160086193580587,1.164262652169601
MDRPD_FWD_CPLX8J2-41,0.0,0.0,0.0,0.0,0.0
MDRPD_FWD_BSU13610-MONOMER,0.0,0.0,0.0,0.0,0.0
MALDDH_FWD_BSU04000-MONOMER_mod_mg2_mod_k,0.0,0.0,0.0,0.0,0.0
ME2_FWD_BSU29220-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
MECDPDH2_FWD_BSU25070-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
MECDPS_FWD_BSU00910-MONOMER,0.0,0.0,0.0,0.0,0.0
MELIBt2_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
MEPCT_FWD_BSU00900-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
METAT_FWD_BSU30550-MONOMER,0.0,0.0,0.0,0.002238885628660919,0.0
METDabc_FWD_CPLX8J2-67,0.0,0.0,0.0,0.0,0.0
METS_FWD_BSU13180-MONOMER_mod_zn2,0.0,0.0,0.0,0.0,0.0
METSR_R1_FWD_BSU21680-MONOMER,0.0,0.0,0.0,0.0,0.0
METSR_R2_FWD_BSU21680-MONOMER,0.0,0.0,0.0,0.0,0.0
METSR_S1_FWD_BSU21690-MONOMER,0.0,0.0,0.0,0.0,0.0
METSR_S2_FWD_BSU21690-MONOMER,0.0,0.0,0.0,0.0,0.0
METSRabc_FWD_CPLX8J2-67,0.0,0.0,0.0,0.0,0.0
METSabc_FWD_CPLX8J2-67,0.0,0.0,0.0,0.0,0.0
METabc_FWD_CPLX8J2-67,0.0,0.0,0.0,0.0,0.0
METt3_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
MGSA_FWD_BSU22480-MONOMER,0.0,0.0,0.0,0.0,0.0
MGt5_REV_BSU24740-MONOMER,0.0,0.0,0.0,0.0,0.0
MGt5_FWD_BSU24740-MONOMER,0.0,0.0,0.0,0.0,0.0
MGt5_REV_BSU08000-MONOMER,0.0010195178531282147,0.0010194988078013878,0.0010187091302043616,0.0010025409327150945,0.0010188530017543249
MGt5_FWD_BSU08000-MONOMER,0.0,0.0,0.0,0.0,0.0
MGt5_REV_BSU13300-MONOMER,0.0,0.0,0.0,0.0,0.0
MGt5_FWD_BSU13300-MONOMER,0.0,0.0,0.0,0.0,0.0
MI1PP_FWD_BSU14670-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0
MCITL2_REV_BSU24120-MONOMER,0.0,0.0,0.0,0.0,0.0
MCITL2_FWD_BSU24120-MONOMER,0.0,0.0,0.0,0.0,0.0
MLTG1_FWD_BSU34560-MONOMER,0.0,0.0,0.0,0.0,0.0
MLTG2_FWD_BSU34560-MONOMER,0.0,0.0,0.0,0.0,0.0
MLTG3_FWD_BSU34560-MONOMER,0.0,0.0,0.0,0.0,0.0
MLTG4_FWD_BSU34560-MONOMER,0.0,0.0,0.0,0.0,0.0
MLTG5_FWD_BSU34560-MONOMER,0.0,0.0,0.0,0.0,0.0
MLTG6_FWD_BSU34560-MONOMER,0.0,0.0,0.0,0.0,0.0
MLTG7_FWD_BSU34560-MONOMER,0.0,0.0,0.0,0.0,0.0
MMSAD1_FWD_BSU39760-MONOMER,0.0,0.0,0.0,0.0,0.0
MMSAD1_FWD_CPLX-8648,0.0,0.0,0.0,0.0,0.0
MMSAD2_FWD_BSU39760-MONOMER,0.0,0.0,0.0,0.0,0.0
MMSAD2_FWD_CPLX-8648,0.0,0.0,0.0,0.0,0.0
MMSAD3_FWD_BSU39760-MONOMER,0.0,0.0,0.0,0.0,0.0
MMSAD3_FWD_CPLX-8648,0.0,0.0,0.0,0.0,0.0
MMSDHir_FWD_BSU39760-MONOMER,0.0,0.0,0.0,0.0,0.0
MMSDHir_FWD_CPLX-8648,0.0,0.0,0.0,0.0,0.0
MNLpts_FWD_CPLX000-56,0.0,0.0,0.0,0.0,0.0
MNNH_FWD_BSU12340-MONOMER,0.0,0.0,0.0,0.0,0.0
MNabc_FWD_CPLX8J2-66,0.0,0.0,0.0,0.0,0.0
MNt2_FWD_BSU04360-MONOMER,0.0,0.0,0.0,0.0,0.0
MOBDabc_FWD_CPLX000-57,0.0,0.0,0.0,0.0,0.0
MOHMT_FWD_BSU22430-MONOMER,0.0,0.0,0.0,0.0,0.0
MOPSabc_FWD_CPLX8J2-74,0.0,0.0,0.0,0.0,0.0
MPL_FWD_BSU34570-MONOMER,0.0,0.0,0.0,0.0,0.0
MSO3abc_FWD_CPLX8J2-74,0.0,0.0,0.0,0.0,0.0
MTAN_FWD_BSU27270-MONOMER,0.0,0.0,0.0,0.0,0.0
MTHFC_REV_BSU24310-MONOMER,0.0,0.0,0.0,0.0,0.0
MTHFC_FWD_BSU24310-MONOMER,0.06675669935970008,0.06676304596468109,0.06670816852769212,0.056022871954675785,0.06671494386610326
MTHFD_REV_BSU24310-MONOMER,0.0,0.0,0.0,0.0,0.0
MTHFD_FWD_BSU24310-MONOMER,0.06675669935970008,0.06676304596468109,0.06670816852769212,0.056022871954675785,0.06671494386610326
MTHFR3_FWD_BSU11010-MONOMER_mod_zn2_mod_cbl1,0.0,0.0,0.0,0.0,0.0
MTRI_REV_BSU13550-MONOMER,0.0,0.0,0.0,0.0,0.0
MTRI_FWD_BSU13550-MONOMER,0.0,0.0,0.0,0.0,0.0
MTRK_FWD_BSU13560-MONOMER,0.0,0.0,0.0,0.0,0.0
NACt_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
NADH4_FWD_BSU32100-MONOMER,0.0,0.0,0.0,0.0,0.0
NADH4_FWD_BSU12290-MONOMER_mod_mg2_mod_fad_mod_cu,0.0,0.0,0.0,0.0,0.0
NADH4_FWD_BSU32200-MONOMER,5.7105535690803,5.710686397895841,5.716431275323036,5.714191862820525,5.715207720980149
NADK_FWD_BSU11610-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0
NADK1_FWD_BSU11610-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0
NADK2_FWD_BSU11610-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0
NADK3_FWD_BSU11610-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0
NADK4_FWD_BSU11610-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0
NADK5_FWD_BSU11610-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0
NADS1_FWD_CPLX8J2-40,1.0800538507087886e-07,1.0799466716793947e-07,1.0791932451331715e-07,1.0507646912945468e-07,1.0794300397435443e-07
NADS1_FWD_BSU03130-MONOMER,0.0,0.0,0.0,0.0,0.0
NAabcO_FWD_CPLX8J2-78,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU31620-MONOMER,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU31650-MONOMER,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU31640-MONOMER,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU31600-MONOMER,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU31630-MONOMER,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU31660-MONOMER,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU31610-MONOMER,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU33420-MONOMER,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU09680-MONOMER,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU09850-MONOMER,0.0,0.0,0.0,0.0,0.0
NAt3_1_FWD_BSU11640-MONOMER,0.0,0.0,0.0,0.0,0.0
NAPRT_REV_BSU31750-MONOMER,1.2903476965132113e-08,1.2902118716314353e-08,1.2897953865719198e-08,1.255532955279467e-08,1.2900669996373169e-08
NAPRT_FWD_BSU31750-MONOMER,0.0,0.0,0.0,0.0,0.0
NDPK1_REV_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NDPK1_FWD_BSU22730-MONOMER_mod_mn2,0.780304945287497,0.7803380581874059,0.7792705465877412,0.769104945446058,0.7793804442846065
NDPK2_REV_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NDPK2_FWD_BSU22730-MONOMER_mod_mn2,0.07175018278494545,0.07175127686750825,0.0717128180519656,0.0954718508469658,0.07172026657161693
NDPK3_REV_BSU22730-MONOMER_mod_mn2,0.00342980440160285,0.003429621060032651,0.003434678222496748,0.02793788244677504,0.0034355041591408618
NDPK3_FWD_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NDPK4_REV_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NDPK4_FWD_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NDPK5_REV_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NDPK5_FWD_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NDPK6_REV_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NDPK6_FWD_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NDPK7_REV_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NDPK7_FWD_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NDPK8_REV_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NDPK8_FWD_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NDPK9_REV_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NDPK9_FWD_BSU22730-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
NH4t_REV_BSU36510-MONOMER,0.0,0.0,0.0,0.0,0.0
NH4t_FWD_BSU36510-MONOMER,1.4452424525546443,1.44523804228126,1.4442807275629377,1.46425048420296,1.4444544757016362
NMNHYD_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
NMNHYD_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
NMNAT_REV_BSU25640-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0
NMNAT_FWD_BSU25640-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0
NNAM_FWD_BSU31760-MONOMER,0.0,0.0,0.0,0.0,0.0
NNATr_REV_BSU25640-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0
NNATr_FWD_BSU25640-MONOMER_mod_mg2,1.0800538507087886e-07,1.0799466716793947e-07,1.0791932451331715e-07,1.0507646912945468e-07,1.0794300397435443e-07
NNDPR_FWD_BSU27860-MONOMER_mod_mg2,1.2090886203601096e-07,1.208967858842538e-07,1.2081727837903633e-07,1.1763179868224934e-07,1.208436739707276e-07
NO2t2r_FWD_BSU38060-MONOMER,0.0,0.0,0.0,0.0,0.0
NO2t3_FWD_BSU37320-MONOMER,0.0,0.0,0.0,0.0,0.0
NO2t3_FWD_BSU38060-MONOMER,0.0,0.0,0.0,0.0,0.0
NO3t2_FWD_BSU03330-MONOMER,0.0,0.0,0.0,0.0,0.0
NPHS_FWD_BSU30800-MONOMER,0.0,0.0,0.0,0.0,0.0
NTD1_FWD_BSU07840-MONOMER,0.0,0.0,0.0,0.0,0.0
NTD10_FWD_BSU07840-MONOMER,0.0,0.0,0.0,0.0,0.0
NTD2_FWD_BSU07840-MONOMER,0.0,0.0,0.0,0.0,0.0
NTD3_FWD_BSU07840-MONOMER,0.0,0.0,0.0,0.0,0.0
NTD4_FWD_BSU07840-MONOMER,0.0,0.0,0.0,0.0022284828266337965,0.0
NTD5_FWD_BSU07840-MONOMER,0.0,0.0,0.0,0.0,0.0
NTD6_FWD_BSU07840-MONOMER,0.0,0.0,0.0,0.0,0.0
NTD7_FWD_BSU07840-MONOMER,0.0,0.0,0.0,0.0,0.0
NTD8_FWD_BSU07840-MONOMER,0.0,0.0,0.0,0.0,0.0
NTD9_FWD_BSU07840-MONOMER,0.0,0.0,0.0,0.0,0.0
NTR3B_FWD_CPLX8J2-86,0.0,0.0,0.0,0.0,0.0
NTRIR2x_FWD_CPLX8J2-87_mod_2fe2s_mod_sheme_mod_fad,0.0,0.0,0.0,0.0,0.0
O2t_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
O2t_FWD_CPLX_dummy,3.408042171673495,3.408129519621324,3.4117983474999196,3.423469760472768,3.4110159293056586
OCBT_1_REV_BSU11250-MONOMER,0.0,0.0,0.0,0.0,0.0
OCBT_1_FWD_BSU11250-MONOMER,0.033770297786485055,0.03376888054776276,0.03374583584672683,0.03329708517892613,0.033750490979271255
OCOAT1_REV_CPLX8J2-34,0.10050153469266841,0.1004962450454101,0.10048002346048451,0.09913645305686666,0.10049060275500118
OCOAT1_FWD_CPLX8J2-34,0.0,0.0,0.0,0.0,0.0
OIVD1r_REV_CPLX000-58,0.0,0.0,0.0,0.0,0.0
OIVD1r_FWD_CPLX000-58,0.0,0.0,0.0,0.0,0.0
OIVD2_FWD_CPLX000-59,0.0,0.0,0.0,0.0,0.0
OIVD3_FWD_CPLX000-60,0.0,0.0,0.0,0.0,0.0
OMCDC_FWD_CPLX_dummy,0.08686012427560079,0.08685862540539388,0.08680554051861361,0.08566780593566013,0.08681649173706305
OMPDC_FWD_BSU15550-MONOMER,0.030767383729764848,0.03077092794737764,0.030745836376806748,0.049879408568968,0.030749323017761163
ORNTA_1_FWD_BSU40340-MONOMER,0.0,0.0,0.0,0.0,0.0
ORNTAC_1_REV_BSU11200-MONOMER,0.0,0.0,0.0,0.0,0.0
ORNTAC_1_FWD_BSU11200-MONOMER,0.033770297786485055,0.03376888054776276,0.03374583584672683,0.03329708517892613,0.033750490979271255
ORNt2_FWD_BSU33330-MONOMER,0.0,0.0,0.0,0.0,0.0
ORPT_REV_BSU15560-MONOMER,0.030767383729764848,0.03077092794737764,0.030745836376806748,0.049879408568968,0.030749323017761163
ORPT_FWD_BSU15560-MONOMER,0.0,0.0,0.0,0.0,0.0
OXADC_FWD_BSU18670-MONOMER,0.003312979280752311,0.0033119861638072827,0.0033135263263540716,0.013040820510678317,0.003315663593291235
OXADC_FWD_CPLX-8225,0.0,0.0,0.0,0.0,0.0
OXADC_FWD_BSU33240-MONOMER,0.0,0.0,0.0,0.0,0.0
OXGDC_FWD_BSU30820-MONOMER,0.0,0.0,0.0,0.0,0.0
P5CD_FWD_BSU37780-MONOMER,0.0,0.0,0.0,0.0,0.0
P5CR_FWD_CPLX8J2-186,0.0,0.0,0.0,0.0,0.0
P5CR_FWD_BSU12910-MONOMER,0.015768066406179768,0.01577034261544957,0.015748697571242764,0.015543851306895487,0.015751016895557458
P5CR_FWD_CPLX8J2-188,0.0,0.0,0.0,0.0,0.0
P5CR_FWD_CPLX8J2-187,0.0,0.0,0.0,0.0,0.0
P5CR_FWD_BSU18480-MONOMER,0.0,0.0,0.0,0.0,0.0
P5CR_FWD_BSU23800-MONOMER,0.0,0.0,0.0,0.0,0.0
PALAt2_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
PANTS_FWD_BSU22420-MONOMER,0.0,0.0,0.0,0.0,0.0
PAPPT3_FWD_BSU15190-MONOMER,0.0,0.0,0.0,0.0,0.0
PAPSR_FWD_BSU15570-MONOMER,0.0,0.0,0.0,0.0,0.0
PAP_BS_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
PBUTT_REV_BSU37660-MONOMER,0.0,0.0,0.0,0.0,0.0
PBUTT_FWD_BSU37660-MONOMER,0.0,0.0,0.0,0.0,0.0
PBUTT_REV_BSU24090-MONOMER,0.0,0.0,0.0,0.0,0.0
PBUTT_FWD_BSU24090-MONOMER,0.0,0.0,0.0,0.0,0.0
PC_FWD_BSU14860-MONOMER,0.48288595634342396,0.482881351428316,0.48255399160118256,0.4957450445366938,0.482610606823837
PDH_FWD_BSU14600-MONOMER,0.0,0.0,0.0,0.0,0.0
PDH_FWD_CPLX8J2-13,0.0,0.0,0.0,0.0,0.0
PDH_FWD_BSU14610-MONOMER,1.5598860427361596,1.5599130590801402,1.561324131195249,1.541418947232998,1.5610318625475061
PENCAC_FWD_BSU39540-MONOMER,0.0,0.0,0.0,0.0,0.0
PENCAC_FWD_CPLX8J2-125,0.0,0.0,0.0,0.0,0.0
PEPt6_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
PEPt6_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
PFK_FWD_BSU29190-MONOMER,1.5334828673641012,1.5334965485574075,1.5339164140082586,1.5415409344752367,1.5338173318139672
PFK_2_FWD_BSU29190-MONOMER,0.0,0.0,0.0,0.0,0.0
PGAMT_REV_BSU01770-MONOMER,0.04262961907826202,0.0426273753747368,0.04262049468392607,0.04205059398851675,0.04262498209097654
PGAMT_FWD_BSU01770-MONOMER,0.0,0.0,0.0,0.0,0.0
PGCD_REV_BSU23070-MONOMER,0.0,0.0,0.0,0.0,0.0
PGCD_FWD_BSU23070-MONOMER,0.0,0.0,0.0,0.0,0.0
PGCD_REV_CPLX8J2-181,0.0,0.0,0.0,0.0,0.0
PGCD_FWD_CPLX8J2-181,0.37375914893600926,0.21171913880360252,0.426206042251693,0.35604826763818126,0.426252749922525
GND_REV_BSU23860-MONOMER,0.48491360975010595,0.48492421593176727,0.4332170588289456,0.4879065083430377,0.4330326978477968
GND_FWD_BSU23860-MONOMER,0.0,0.0,0.0,0.0,0.0
BGLA1_FWD_BSU38560-MONOMER,0.0,0.0,0.0,0.0,0.0
BGLA1_FWD_BSU40110-MONOMER,0.0,0.0,0.0,0.0,0.0
PGI_REV_BSU31350-MONOMER,0.048136473208963214,0.04809439821723578,0.047031020815354006,0.05055398525025382,0.047272495560992035
PGI_FWD_BSU31350-MONOMER,0.0,0.0,0.0,0.0,0.0
PGK_REV_BSU33930-MONOMER,2.920316326438994,2.9203340885419165,2.9208792624914297,2.9327066623845104,2.920743766607074
PGK_FWD_BSU33930-MONOMER,0.0,0.0,0.0,0.0,0.0
PGL_FWD_BSU13010-MONOMER,0.003883290326760351,0.003843544490783821,0.002787309833204873,0.006901879828838011,0.003024126267341064
PGLYCP_FWD_BSU09240-MONOMER,0.0,0.0,0.0,0.0,0.0
PGM_REV_BSU33910-MONOMER_mod_mn2,2.546557177502985,2.708614949738314,2.494673220239737,2.576658394746329,2.4944910166845493
PGM_FWD_BSU33910-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
PGMT_REV_BSU01770-MONOMER,0.04425318288220287,0.04425085372645196,0.04424371098214913,0.04365210542141581,0.04424836929365097
PGMT_FWD_BSU01770-MONOMER,0.0,0.0,0.0,0.0,0.0
PGMT_B_REV_BSU34550-MONOMER,0.0,0.0,0.0,0.0,0.0
PGMT_B_FWD_BSU34550-MONOMER,0.0,0.0,0.0,0.0,0.0
PGPPH_BS_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
PHCYT_BS_FWD_BSU16540-MONOMER_mod_mg2_mod_k,0.0,0.0,0.0,0.0,0.0
PHETA1_REV_BSU22620-MONOMER_mod_pydx5p,0.0,0.0,0.0,0.0,0.0
PHETA1_FWD_BSU22620-MONOMER_mod_pydx5p,0.0,0.0,0.0,0.0,0.0
PHETA1_REV_BSU34890-MONOMER,0.0,0.0,0.0,0.0,0.0
PHETA1_FWD_BSU34890-MONOMER,0.0,0.0,0.0,0.0,0.0
PHEt2r_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
PHEt2r_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
PHYT3_FWD_BSU19800-MONOMER,0.0,0.0,0.0,0.0,0.0
PIabc_FWD_CPLX8J2-71,0.0,0.0,0.0,0.0,0.0
PIt2r_REV_BSU12840-MONOMER,0.0,0.0,0.0,0.0,0.0
PIt2r_FWD_BSU12840-MONOMER,0.14491727028413254,0.14491888217884477,0.14485975323082353,0.14288847945691693,0.14487537328517955
PIt7_FWD_BSU25420-MONOMER,0.0,0.0,0.0,0.0,0.0
PMANM_REV_BSU09310-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0
PMANM_FWD_BSU09310-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0
PMDPHT_FWD_CPLX_dummy,1.235405998284921e-07,1.2352759566625272e-07,1.2348772048364257e-07,1.2020736259851253e-07,1.2351372529560143e-07
PMPK_FWD_BSU11710-MONOMER,0.0,0.0,0.0,0.0,0.0
PMPK_FWD_BSU38020-MONOMER,0.0,0.0,0.0,0.0,0.0
PNTEH_FWD_BSU03010-MONOMER,0.0,0.0,0.0,0.0,0.0
PNTK_FWD_BSU23760-MONOMER,0.0,0.0,0.0,0.0,0.0
PNTOt2_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
PNTOt2_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
PPA_FWD_BSU40550-MONOMER,1.095727951028181,1.0958677011644238,1.0776263469985645,1.0425845215484797,1.0759794261274216
PPAKr_REV_BSU29470-MONOMER,0.0,0.0,0.0,0.0,0.0
PPAKr_FWD_BSU29470-MONOMER,0.0,0.0,0.0,0.0,0.0
PPAt6_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
PPAt6_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
PPBNGS_FWD_BSU28130-MONOMER,0.0,0.0,0.0,0.0,0.0
PPCDC_FWD_BSU15700-MONOMER,0.0,0.0,0.0,0.0,0.0
PPCK_FWD_BSU30560-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0
PPCOAC_FWD_BSU23920-MONOMER,0.0,0.0,0.0,0.0,0.0
PPCOAC_FWD_BSU18210-MONOMER,0.0,0.0,0.0,0.0,0.0
PPIabc_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
PPM_REV_BSU23500-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
PPM_FWD_BSU23500-MONOMER_mod_mn2,0.32539233665982226,0.3255100807533136,0.3337608880238395,0.27577671847397867,0.33213602584577157
PPM2_REV_BSU23500-MONOMER_mod_mn2,0.005312691567503106,0.005312412992336196,0.00531155869347994,0.015396431196056265,0.005312115845194896
PPM2_FWD_BSU23500-MONOMER_mod_mn2,0.0,0.0,0.0,0.0,0.0
PPNCL_FWD_BSU15700-MONOMER,0.0,0.0,0.0,0.0,0.0
PPND_FWD_BSU22610-MONOMER,0.0,0.0,0.0,0.0,0.0
PPNDH_FWD_BSU27900-MONOMER,0.0,0.0,0.0,0.0,0.0
PPPGO_FWD_BSU10140-MONOMER,0.0,0.0,0.0,0.0,0.0
PPS_FWD_BSU18830-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0
PPTGS_BS_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
PPTT_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0
PRAGSr_FWD_BSU06530-MONOMER_mod_mg2,0.02633923563417273,0.026341924238881705,0.026322119852819566,0.025956502221400276,0.02632501463707893
PRAIi_REV_BSU22650-MONOMER,0.0,0.0,0.0,0.0,0.0
PRAIi_FWD_BSU22650-MONOMER,0.005030989439683145,0.00503053792270402,0.005027052218248539,0.004963384359965666,0.005027588087286898
PRAIS_1_FWD_BSU06500-MONOMER,0.02633923563417273,0.026341924238881705,0.026322119852819566,0.025956502221400276,0.02632501463707893
PRAMPC_1_FWD_BSU34860-MONOMER,0.01869295000931562,0.018692885686506476,0.018678820214578545,0.018435017794275078,0.018682284047457882
PRASCSi_REV_BSU06450-MONOMER,0.0,0.0,0.0,0.0,0.0
PRASCSi_FWD_BSU06450-MONOMER,0.02633923563417273,0.026341924238881705,0.026322119852819566,0.025956502221400276,0.02632501463707893
